seqnames	start	end	width	strand	closest_gene	strand_gene	collision	reassigned	reassigned.to	CD13_BM_01	CD13_BM_03	CD13_BM_06	CD13_BM_12	CD13_BM_18	CD13_BM_24	CD13_BM_30	CD13_BM_36	CD14_PB_01	CD14_PB_03	CD14_PB_06	CD14_PB_09	CD14_PB_12	CD14_PB_18	CD14_PB_24	CD14_PB_30	CD14_PB_36	CD15_BM_01	CD15_BM_03	CD15_BM_06	CD15_BM_12	CD15_BM_18	CD15_BM_24	CD15_BM_30	CD15_BM_36	CD15_PB_01	CD15_PB_03	CD15_PB_06	CD15_PB_09	CD15_PB_18	CD15_PB_30	CD15_PB_36	CD19_BM_01	CD19_BM_03	CD19_BM_06	CD19_BM_12	CD19_BM_18	CD19_BM_24	CD19_BM_30	CD19_BM_36	CD19_PB_01	CD19_PB_03	CD19_PB_06	CD19_PB_09	CD19_PB_12	CD19_PB_24	CD19_PB_30	CD19_PB_36	CD34_BM_00	CD34_BM_01	CD34_BM_03	CD34_BM_06	CD34_BM_12	CD34_BM_18	CD34_BM_24	CD34_BM_30	CD34_BM_36	CD3_BM_01	CD3_BM_03	CD3_BM_06	CD3_BM_12	CD3_BM_18	CD3_BM_24	CD3_BM_30	CD3_BM_36	CD3_PB_01	CD3_PB_03	CD3_PB_06	CD3_PB_09	CD3_PB_12	CD3_PB_18	CD3_PB_24	CD3_PB_30	CD3_PB_36	CD56_BM_01	CD56_BM_03	CD56_BM_06	CD56_BM_12	CD56_BM_18	CD56_BM_24	CD56_BM_30	CD56_BM_36	CD56_PB_01	CD56_PB_03	CD56_PB_06	CD56_PB_09	CD56_PB_12	CD56_PB_18	CD56_PB_24	CD56_PB_30	CD56_PB_36	CD61_BM_01	CD61_BM_03	CD61_BM_06	CD61_BM_12	CD61_BM_30	CFC_BM_00	CFC_BM_03	CFC_BM_12	CFC_BM_18	CFC_BM_24	CFC_BM_30	CFC_PB_12	CFC_PB_18	CFC_PB_24	CFC_PB_30	GLY_BM_01	GLY_BM_03	GLY_BM_06	GLY_BM_12	GLY_BM_18	GLY_BM_30	GLY_BM_36	MNC_BM_01	MNC_BM_03	MNC_BM_06	MNC_BM_12	MNC_BM_18	MNC_BM_24	MNC_BM_30	MNC_BM_36	MNC_PB_01	MNC_PB_03	MNC_PB_06	MNC_PB_09	MNC_PB_12	MNC_PB_18	MNC_PB_24	MNC_PB_30	MNC_PB_36	WHOLE.BM_BM_01	WHOLE.BM_BM_03	WHOLE.BM_BM_06	WHOLE.BM_BM_12	WHOLE.BM_BM_18	WHOLE.BM_BM_24	WHOLE.BM_BM_30	WHOLE.BM_BM_36	WHOLE.PB_PB_01	WHOLE.PB_PB_03	WHOLE.PB_PB_06	WHOLE.PB_PB_09	WHOLE.PB_PB_12	WHOLE.PB_PB_18	WHOLE.PB_PB_24	WHOLE.PB_PB_30	WHOLE.PB_PB_36
chr17	41237461	41237461	1	-	BRCA1	-	FALSE	FALSE																																									1																																																													70																																														
chr17	41258158	41258158	1	+	BRCA1	-	FALSE	FALSE																																																																																																																				8																																
chr17	41258796	41258796	1	-	BRCA1	-	FALSE	FALSE												5																																																																																																																										2														
chr17	41265487	41265487	1	+	BRCA1	-	FALSE	FALSE																						14																333		1	761												17					419																							1425																							3																																												
chr17	41265676	41265676	1	+	BRCA1	-	FALSE	FALSE																					2	2	3312						2							1		16																																																														2	1			26								1																																				
chr17	41265906	41265906	1	-	BRCA1	-	FALSE	FALSE																																																								3																																																																																												
chr17	41266577	41266577	1	+	BRCA1	-	FALSE	FALSE																																																																																																																		4																																		
chr17	41299627	41299627	1	-	LOC101929767	-	FALSE	FALSE																																																																																																																										3																										
chr17	41301106	41301106	1	-	LOC101929767	-	FALSE	FALSE																																																																																																																								909																												
chr17	41326145	41326145	1	+	NBR1	+	FALSE	FALSE																																																																																																																		815																																		
chr17	41329572	41329572	1	-	NBR1	+	FALSE	FALSE								1023																																																																																																																																												
chr17	41330226	41330226	1	-	NBR1	+	FALSE	FALSE										9																																																																																																																																										
chr17	41331602	41331602	1	-	NBR1	+	FALSE	FALSE								1520														7																																																																																																																														
chr17	41342653	41342653	1	+	NBR1	+	FALSE	FALSE																																																													32																																																													919																				10						
chr17	41354251	41354251	1	-	NBR1	+	FALSE	FALSE																																																																																																																																															1					
chr17	41386800	41386800	1	-	LINC00854	-	FALSE	FALSE																																																																	1																																																																																			
chr17	41461182	41461182	1	-	LINC00910	-	FALSE	FALSE																									661																																																																																																																											
chr17	41581311	41581311	1	+	DHX8	+	FALSE	FALSE																																																																																																										1212																																										
chr17	41582287	41582287	1	-	DHX8	+	FALSE	FALSE																																								2338								30																																																						12426																																														
chr17	41583963	41583963	1	+	DHX8	+	FALSE	FALSE																																																																																														5																																																						
chr17	41593316	41593316	1	-	DHX8	+	FALSE	FALSE																																																																																																																				1																																
chr17	41602621	41602621	1	-	DHX8	+	FALSE	FALSE				14																																																																																																																																																
chr17	41619727	41619727	1	+	ETV4	-	FALSE	FALSE																																																																																																																																																			1978	
chr17	41809627	41809627	1	+	SOST	-	FALSE	FALSE																																																							1																																																																127																													
chr17	41877513	41877513	1	-	MPP3	-	FALSE	FALSE																																																																																																																										2619																										
chr17	41877762	41877762	1	-	MPP3	-	FALSE	FALSE																																																																																																																																						7														
chr17	41879244	41879244	1	-	MPP3	-	FALSE	FALSE																																																																																												252																																															9						28			
chr17	41883048	41883048	1	+	MPP3	-	FALSE	FALSE																																																																																																			1																																																	
chr17	41883295	41883295	1	-	MPP3	-	FALSE	FALSE																																																																																																																																						1														
chr17	41885574	41885574	1	-	MPP3	-	FALSE	FALSE										1																																																																																																																																										
chr17	41903153	41903153	1	+	MPP3	-	FALSE	FALSE																																																																																																																										2																										
chr17	41925778	41925778	1	+	CD300LG	+	FALSE	FALSE																																								5																																																																																																												
chr17	42036260	42036260	1	-	PYY	-	FALSE	FALSE																																								1																									1																																																																																			
chr17	42122311	42122311	1	+	LSM12	-	FALSE	FALSE																																																																																																																																																		5		
chr17	42126022	42126022	1	-	LSM12	-	FALSE	FALSE																																																																																																																	1																																			
chr17	42131167	42131167	1	-	LSM12	-	FALSE	FALSE																			243																															1									1																	22																																																																								
chr17	42151803	42151803	1	-	G6PC3	+	FALSE	FALSE								1568																																																																																																																																												
chr17	42185109	42185109	1	-	HDAC5	-	FALSE	FALSE																																								546																																																																																																												
chr17	42309692	42309692	1	+	UBTF	-	FALSE	FALSE																																																												1																																		10																																																						
chr17	42481451	42481451	1	+	GPATCH8	-	FALSE	FALSE																																																																																																													2																																							
chr17	42492831	42492831	1	-	GPATCH8	-	FALSE	FALSE																									576																																																																																																																											
chr17	42496626	42496626	1	+	GPATCH8	-	FALSE	FALSE											54																																																																																																																																									
chr17	42498179	42498179	1	+	GPATCH8	-	FALSE	FALSE																																																																																																																										797																										
chr17	42498192	42498192	1	-	GPATCH8	-	FALSE	FALSE																																																																																																																																																2				
chr17	42505509	42505509	1	+	GPATCH8	-	FALSE	FALSE			6																	3																																																																																																																																
chr17	42507811	42507811	1	+	GPATCH8	-	FALSE	FALSE							70																																																																																																																																													
chr17	42509329	42509329	1	-	GPATCH8	-	FALSE	FALSE																						22																																																																																																																														
chr17	42509509	42509509	1	+	GPATCH8	-	FALSE	FALSE																																																				4																																																																																																
chr17	42510304	42510304	1	+	GPATCH8	-	FALSE	FALSE																																																																																																																											1																									
chr17	42512454	42512454	1	-	GPATCH8	-	FALSE	FALSE																								345																																																																																																																												
chr17	42512496	42512496	1	+	GPATCH8	-	FALSE	FALSE																																																																295																																																																																				
chr17	42515407	42515407	1	+	GPATCH8	-	FALSE	FALSE																																											3																																																																																																									
chr17	42517018	42517018	1	+	GPATCH8	-	FALSE	FALSE				11																																																																																																																																																
chr17	42518691	42518691	1	+	GPATCH8	-	FALSE	FALSE																																			1																																																																																																																	
chr17	42519827	42519827	1	+	GPATCH8	-	FALSE	FALSE				1																				29	302															244				2				3									453																																													1544	371							3							1					117									2524				4		522											
chr17	42522526	42522526	1	+	GPATCH8	-	FALSE	FALSE																									1264																																																																																																																											
chr17	42527281	42527281	1	-	GPATCH8	-	FALSE	FALSE																																																																																																																										608																								6327		
chr17	42533082	42533082	1	+	GPATCH8	-	FALSE	FALSE																							1																										17																																																																																																			
chr17	42534132	42534132	1	+	GPATCH8	-	FALSE	FALSE																																									2																																																																																																										3	
chr17	42534654	42534654	1	-	GPATCH8	-	FALSE	FALSE		6																																																																																																																																																		
chr17	42535339	42535339	1	+	GPATCH8	-	FALSE	FALSE																																																																																																																										4																										
chr17	42535735	42535735	1	-	GPATCH8	-	FALSE	FALSE																																																		66																																																																																																		
chr17	42538129	42538129	1	-	GPATCH8	-	FALSE	FALSE																																																																																																																																						4														
chr17	42542353	42542353	1	+	GPATCH8	-	FALSE	FALSE																																									744																																																																																									1014																		104
chr17	42544600	42544600	1	-	GPATCH8	-	FALSE	FALSE																																8																																																																																																																				
chr17	42545110	42545110	1	+	GPATCH8	-	FALSE	FALSE																																																																																																											390																																									
chr17	42546888	42546888	1	-	GPATCH8	-	FALSE	FALSE							477																																																																																																																																													
chr17	42548676	42548676	1	+	GPATCH8	-	FALSE	FALSE																																																																																																																	1																																			
chr17	42552039	42552039	1	-	GPATCH8	-	FALSE	FALSE																			3																																																																																																																																	
chr17	42552720	42552720	1	+	GPATCH8	-	FALSE	FALSE																																																																																																																										148																										
chr17	42554244	42554244	1	-	GPATCH8	-	FALSE	FALSE																																																	27																																																																																																			
chr17	42556852	42556852	1	-	GPATCH8	-	FALSE	FALSE																																																																																																																				1																																
chr17	42566705	42566705	1	-	GPATCH8	-	FALSE	FALSE																																																																													4																																																																							
chr17	42571462	42571462	1	-	GPATCH8	-	FALSE	FALSE																																																																																																																																							27													
chr17	42572889	42572889	1	+	GPATCH8	-	FALSE	FALSE																																																																																																																									5																											
chr17	42573807	42573807	1	+	GPATCH8	-	FALSE	FALSE																																																																																																		1																																																		
chr17	42578128	42578128	1	+	GPATCH8	-	FALSE	FALSE																										1512															445																	257								5225																																																								201																										
chr17	42619219	42619219	1	-	FZD2	+	FALSE	FALSE																																																																																																																																										1										
chr17	42753966	42753966	1	+	C17orf104	+	FALSE	FALSE																																																	1																																																																																																			
chr17	42754525	42754525	1	-	CCDC43	-	FALSE	FALSE																																	1181																																																																																																																			
chr17	42848174	42848174	1	+	ADAM11	+	FALSE	FALSE																																																			37																									2																																																																								
chr17	43021444	43021444	1	-	KIF18B	-	FALSE	FALSE																																																																																																																				1																																
chr17	43145527	43145527	1	+	NMT1	+	FALSE	FALSE																																												3																																																																																																								
chr17	43218704	43218704	1	-	ACBD4	+	FALSE	FALSE																																				2																																																																																																							4282									
chr17	43220443	43220443	1	-	ACBD4	+	FALSE	FALSE																																																					3																																																																																															
chr17	43232807	43232807	1	+	HEXIM1	+	FALSE	FALSE																																			23																																																																																																																	
chr17	43232828	43232828	1	+	HEXIM1	+	FALSE	FALSE													2				24																												617																																																																																																							
chr17	43235797	43235797	1	+	HEXIM2	+	FALSE	FALSE																						8																																																																																																																														
chr17	43242470	43242470	1	+	HEXIM2	+	FALSE	FALSE															2																									596								16																																																																	5655																																			
chr17	43262891	43262891	1	+	HEXIM2	+	FALSE	FALSE																																																																																																									19																																											
chr17	43268472	43268472	1	+	HEXIM2	+	FALSE	FALSE																				3																																																									15																																																																							
chr17	43290585	43290585	1	+	FMNL1	+	FALSE	FALSE																																																								13869																																																																																												
chr17	43363098	43363098	1	+	MAP3K14	-	FALSE	FALSE																																																																																																																		2																																		
chr17	43377884	43377884	1	-	MAP3K14	-	FALSE	FALSE		9																																																																																																																																																		
chr17	43377885	43377885	1	+	MAP3K14	-	FALSE	FALSE																																																																																																																																																		665		
chr17	43378275	43378275	1	-	MAP3K14	-	FALSE	FALSE																																																																												8																																																																								
chr17	43380073	43380073	1	+	MAP3K14	-	FALSE	FALSE																																																																																																																				4																																
chr17	43391933	43391933	1	+	MAP3K14	-	FALSE	FALSE																																																																																																																										2																										
chr17	43402417	43402417	1	+	MAP3K14	-	FALSE	FALSE																																			5																	1																																																																																																
chr17	43406438	43406438	1	+	MAP3K14	-	FALSE	FALSE												9																																																																																																																																								
chr17	43417596	43417596	1	-	MAP3K14	-	FALSE	FALSE																		2246																						800									1423																																																																																																	9906		
chr17	43428464	43428464	1	+	MAP3K14	-	FALSE	FALSE																																																										1																																																																																										
chr17	43458957	43458957	1	-	ARHGAP27	-	FALSE	FALSE																																																																																																																				3																																
chr17	43483649	43483649	1	-	ARHGAP27	-	FALSE	FALSE																																																									68415																															3																																		906																										
chr17	43611925	43611925	1	+	LRRC37A4P	-	FALSE	FALSE																																																	1																																																																																																			
chr17	43631767	43631767	1	-	LRRC37A4P	-	FALSE	FALSE																																								1							107																																																																																																					
chr17	43641032	43641032	1	+	LOC644172	-	FALSE	FALSE																																																																																																																								5																												
chr17	43644663	43644663	1	-	LOC644172	-	FALSE	FALSE																																																									263																																																																																											
chr17	43646258	43646258	1	-	LOC644172	-	FALSE	FALSE																		2																																																																																																																																		
chr17	43649160	43649160	1	-	LOC644172	-	FALSE	FALSE																																																																																																											198															221																										
chr17	43654472	43654472	1	+	LOC644172	-	FALSE	FALSE																																																																					1																																																																															
chr17	43657213	43657213	1	+	LOC644172	-	FALSE	FALSE																																																																																																																												2																								
chr17	43703789	43703789	1	-	MGC57346-CRHR1	+	FALSE	FALSE																																																																																																							589																																													
chr17	44137970	44137970	1	+	KANSL1	-	FALSE	FALSE																							1427															4	1									1018																																		297														1				3	1			9																																							49					
chr17	44142122	44142122	1	+	KANSL1	-	FALSE	FALSE																																											1																																																																																																									
chr17	44143106	44143106	1	-	KANSL1	-	FALSE	FALSE																																																																																																																																										3										
chr17	44147122	44147122	1	+	KANSL1	-	FALSE	FALSE																																			3																																																																																																																	
chr17	44148401	44148401	1	+	KANSL1	-	FALSE	FALSE								57																																																																																																																																												
chr17	44150876	44150876	1	+	KANSL1	-	FALSE	FALSE																																																																						336																																																																														
chr17	44151086	44151086	1	-	KANSL1	-	FALSE	FALSE		4																																																																																																																																																		
chr17	44154066	44154066	1	+	KANSL1	-	FALSE	FALSE			29																																																																																																																																																	
chr17	44154233	44154233	1	+	KANSL1	-	FALSE	FALSE																			3																																																																																																																																	
chr17	44158308	44158308	1	-	KANSL1	-	FALSE	FALSE			6																																																																																																																																																	
chr17	44159684	44159684	1	+	KANSL1	-	FALSE	FALSE																																																																																																																										201																										
chr17	44181426	44181426	1	+	KANSL1	-	FALSE	FALSE																38																																																																																																																																				
chr17	44181773	44181773	1	+	KANSL1	-	FALSE	FALSE																																																																																																																																																				2226
chr17	44194542	44194542	1	-	KANSL1	-	FALSE	FALSE																																																				1																												1																					134																																															
chr17	44204747	44204747	1	-	KANSL1	-	FALSE	FALSE																																																										640																																																																																										
chr17	44221957	44221957	1	+	KANSL1	-	FALSE	FALSE																																																										29																																																																23																										
chr17	44225785	44225785	1	-	KANSL1	-	FALSE	FALSE																																																																											103																																															2805																										
chr17	44227204	44227204	1	-	KANSL1	-	FALSE	FALSE																																															5																																																																																							1														
chr17	44229758	44229758	1	+	KANSL1	-	FALSE	FALSE								348																																																																																																																																												
chr17	44250201	44250201	1	-	KANSL1	-	FALSE	FALSE																																																																																																																																		20																		
chr17	44280012	44280012	1	-	KANSL1-AS1	+	FALSE	FALSE																																								776																																																																																																												
chr17	44288081	44288081	1	-	KANSL1	-	FALSE	FALSE																																1																																																																																																																				
chr17	44424213	44424213	1	-	ARL17B	-	FALSE	FALSE																																																																																																																																				1																
chr17	44554820	44554820	1	+	ARL17A	-	FALSE	FALSE																																																										6																																																																37																										
chr17	44555266	44555266	1	+	ARL17A	-	FALSE	FALSE																									64																																																																														16																																													
chr17	44579237	44579237	1	+	ARL17A	-	FALSE	FALSE																																																																																																																																									2											
chr17	44652089	44652089	1	-	ARL17A	-	FALSE	FALSE																			1																																																																																																																																	
chr17	44732859	44732859	1	+	NSF	+	FALSE	FALSE																																																										15																																																																																										
chr17	45162994	45162994	1	+	CDC27	-	FALSE	FALSE																	1044					1							1																																																																																																																							
chr17	45248720	45248720	1	+	CDC27	-	FALSE	FALSE				3																																																																																																																																																
chr17	45260569	45260569	1	-	CDC27	-	FALSE	FALSE																																																																																																																																							19													
chr17	45261589	45261589	1	-	CDC27	-	FALSE	FALSE			12																																																																																																																																																	
chr17	45265025	45265025	1	-	CDC27	-	FALSE	FALSE																																			2																																																																																																																	
chr17	45387167	45387167	1	+	ITGB3	+	FALSE	FALSE																																																																																																																																											5									
chr17	45418438	45418438	1	-	EFCAB13	+	FALSE	FALSE				6													115																																															982																																																																											4384									
chr17	45453335	45453335	1	-	EFCAB13	+	FALSE	FALSE																									996																						3																																																				1																																																	
chr17	45457236	45457236	1	+	EFCAB13	+	FALSE	FALSE																																																																																																																														194																						
chr17	45467770	45467770	1	-	EFCAB13	+	FALSE	FALSE																																								591								6																																																																																																				
chr17	45472878	45472878	1	-	EFCAB13	+	FALSE	FALSE																						9																																																																																																																														
chr17	45479475	45479475	1	-	EFCAB13	+	FALSE	FALSE																																																																																																																																						4														
chr17	45492987	45492987	1	-	EFCAB13	+	FALSE	FALSE																									65																																																																		4700										513		4	5																		652												6				1558										
chr17	45494403	45494403	1	-	EFCAB13	+	FALSE	FALSE																																																																																																							1912																																													
chr17	45507732	45507732	1	-	EFCAB13	+	FALSE	FALSE																																							784					7			33		2				30					559																																																																																										
chr17	45518349	45518349	1	+	EFCAB13	+	FALSE	FALSE																																																				2																																																																																																
chr17	45519441	45519441	1	+	EFCAB13	+	FALSE	FALSE															17																																																																																																																																					
chr17	45531135	45531135	1	+	MRPL45P2	-	FALSE	FALSE																115																																																																																																																																				
chr17	45531797	45531797	1	-	MRPL45P2	-	FALSE	FALSE										2																																																																																																																																										
chr17	45550408	45550408	1	+	MRPL45P2	-	FALSE	FALSE																			28																																																																																																																																	
chr17	45619393	45619393	1	+	NPEPPS	+	FALSE	FALSE																																																										263																																																																																										
chr17	45651874	45651874	1	-	NPEPPS	+	FALSE	FALSE																																																																																																																																													5							
chr17	45654075	45654075	1	+	NPEPPS	+	FALSE	FALSE																																																																																																																			3																																	
chr17	45655754	45655754	1	-	NPEPPS	+	FALSE	FALSE																							2																																																																																																																													
chr17	45658760	45658760	1	+	NPEPPS	+	FALSE	FALSE																							8																																																																																																																													
chr17	45665060	45665060	1	+	NPEPPS	+	FALSE	FALSE																																																																																																											9																																									
chr17	45700237	45700237	1	+	NPEPPS	+	FALSE	FALSE																											2																																																																																																																									
chr17	45750587	45750587	1	-	KPNB1	+	FALSE	FALSE																																																																													7																																																																							
chr17	45754168	45754168	1	-	KPNB1	+	FALSE	FALSE																																																																																																																							1																	2442												
chr17	45758179	45758179	1	-	KPNB1	+	FALSE	FALSE																																								510								8																																																																																																				
chr17	46148005	46148005	1	-	CBX1	-	FALSE	FALSE																																																	405																																																																																																			
chr17	46263427	46263427	1	+	SKAP1	-	FALSE	FALSE																																																																																																																																						15														
chr17	46285349	46285349	1	+	SKAP1	-	FALSE	FALSE																																																																333																																																																																				
chr17	46296918	46296918	1	+	SKAP1	-	FALSE	FALSE																																																																																																																		488																																		
chr17	46344820	46344820	1	-	SKAP1	-	FALSE	FALSE																																								992								12																																																																																																				
chr17	46364893	46364893	1	-	SKAP1	-	FALSE	FALSE																																								394								7																																																																																																				
chr17	46365328	46365328	1	+	SKAP1	-	FALSE	FALSE																				1																																																																																																																																
chr17	46377083	46377083	1	+	SKAP1	-	FALSE	FALSE																																																																																																																																							55													
chr17	46392974	46392974	1	-	SKAP1	-	FALSE	FALSE		11																																																																																																																																																		
chr17	46403429	46403429	1	-	SKAP1	-	FALSE	FALSE																																																																																																																			622																																	
chr17	46410796	46410796	1	+	SKAP1	-	FALSE	FALSE																													1																																																																																																																							
chr17	46424263	46424263	1	-	SKAP1	-	FALSE	FALSE																																											4																																																																																																									
chr17	46431757	46431757	1	+	SKAP1	-	FALSE	FALSE																																																																																																																													1																							
chr17	46431769	46431769	1	+	SKAP1	-	FALSE	FALSE																																														1																																																																																																		13				
chr17	46440992	46440992	1	+	SKAP1	-	FALSE	FALSE							3																																																																																																																																													
chr17	46442124	46442124	1	+	SKAP1	-	FALSE	FALSE									405																																																																																																																																	3										
chr17	46454656	46454656	1	-	SKAP1	-	FALSE	FALSE																																																																																																							6909																																													
chr17	46464737	46464737	1	-	SKAP1	-	FALSE	FALSE																																																			12																																																																																																	
chr17	46472553	46472553	1	-	SKAP1	-	FALSE	FALSE																																																																																								4																																																												
chr17	46473120	46473120	1	-	SKAP1	-	FALSE	FALSE																																																																																																																																			3																	
chr17	46482360	46482360	1	+	SKAP1	-	FALSE	FALSE																																				18				29								1																																																																																																			4365	
chr17	46501080	46501080	1	-	SKAP1	-	FALSE	FALSE																																																																																												7																																																								
chr17	46501392	46501392	1	+	SKAP1	-	FALSE	FALSE																																																	262																																																																																																			
chr17	46646405	46646405	1	-	HOXB3	-	FALSE	FALSE																																																																																																																																							8													
chr17	47411333	47411333	1	-	ZNF652	-	FALSE	FALSE																																																				7																										1																																						1																		8														
chr17	47420089	47420089	1	-	LOC102724596	+	FALSE	FALSE																																																																		8																																																																																		
chr17	47420910	47420910	1	+	LOC102724596	+	FALSE	FALSE																		2510																																																																																																																																		
chr17	47691609	47691609	1	-	SPOP	-	FALSE	FALSE																																																																											12738																																																																									
chr17	47691788	47691788	1	-	SPOP	-	FALSE	FALSE													429																																																																		1																																																																					
chr17	47695668	47695668	1	+	SPOP	-	FALSE	FALSE																						16																																																																																																																														
chr17	47706214	47706214	1	-	SPOP	-	FALSE	FALSE								1608																																																																																																																																												
chr17	47706434	47706434	1	-	SPOP	-	FALSE	FALSE																	3																																																																																																																																			
chr17	47706439	47706439	1	-	SPOP	-	FALSE	FALSE																	1462																																																																																																																																			
chr17	47718298	47718298	1	-	SPOP	-	FALSE	FALSE																																																																	11																																																																																			
chr17	47727479	47727479	1	+	SPOP	-	FALSE	FALSE																																								26																																																																																																												
chr17	47730892	47730892	1	-	SPOP	-	FALSE	FALSE																						12																																																																																																																														
chr17	47740280	47740280	1	+	SPOP	-	FALSE	FALSE																																																																																																																								16																												
chr17	47881510	47881510	1	-	KAT7	+	FALSE	FALSE																																																																																																																																																				393
chr17	48058110	48058110	1	+	DLX4	+	FALSE	FALSE																																																																																																																																						3														
chr17	48441968	48441968	1	+	MRPL27	-	FALSE	FALSE																																														2																																																																																																						
chr17	48513135	48513135	1	+	ACSF2	+	FALSE	FALSE																																																	300																																																																																																			
chr17	48769945	48769945	1	+	ANKRD40	-	FALSE	FALSE																																																																																																																				1																																83008
chr17	48799337	48799337	1	+	LUC7L3	+	FALSE	FALSE																																																										466																																																																																										
chr17	48815014	48815014	1	-	LUC7L3	+	FALSE	FALSE																																																													1																																																																																							
chr17	48821734	48821734	1	+	LUC7L3	+	FALSE	FALSE																																																																																																																								507																												
chr17	49085539	49085539	1	+	SPAG9	-	FALSE	FALSE																																																																																																																											10																									
chr17	49121688	49121688	1	-	SPAG9	-	FALSE	FALSE																																																						1																																																									156																																				3	
chr17	49121994	49121994	1	+	SPAG9	-	FALSE	FALSE																																																																																																																										1032																										
chr17	49122421	49122421	1	+	SPAG9	-	FALSE	FALSE																																																																																																																					27																									2						
chr17	49123258	49123258	1	+	SPAG9	-	FALSE	FALSE																																															284																															3																																1																																						
chr17	49130711	49130711	1	+	SPAG9	-	FALSE	FALSE																																																																																																																																														1						
chr17	49146587	49146587	1	-	SPAG9	-	FALSE	FALSE																																																																																																																											2																									
chr17	49167529	49167529	1	+	SPAG9	-	FALSE	FALSE																																																																																																																						56																								1						
chr17	49966753	49966753	1	-	CA10	-	FALSE	FALSE																																																																																																																							2																													
