seqnames	start	end	width	strand	closest_gene	strand_gene	collision	reassigned	reassigned.to	BM_BM_01	BM_BM_03	BM_BM_06	BM_BM_12	BM_BM_18	B_BM_01	B_BM_03	B_BM_06	B_BM_12	B_BM_18	B_PB_01	B_PB_03	B_PB_06	B_PB_09	B_PB_12	B_PB_18	CD34_BM_03	CD34_BM_06	CD34_BM_12	CD34_BM_18	CFC_BM_00	CFC_BM_01	CFC_BM_03	CFC_BM_06	CFC_BM_12	CFC_PB_03	CFC_PB_06	CFC_PB_09	CFC_PB_12	MNC_BM_01	MNC_BM_03	MNC_BM_06	MNC_BM_12	MNC_BM_18	MNC_PB_01	MNC_PB_03	MNC_PB_06	MNC_PB_09	MNC_PB_12	MNC_PB_18	Myelo_BM_01	Myelo_BM_03	Myelo_BM_06	Myelo_BM_12	Myelo_BM_18	Myelo_PB_01	Myelo_PB_03	Myelo_PB_06	Myelo_PB_09	Myelo_PB_12	Myelo_PB_18	NK_BM_12	NK_BM_18	NK_PB_03	NK_PB_06	NK_PB_09	NK_PB_12	NK_PB_18	PB_PB_01	PB_PB_03	PB_PB_06	PB_PB_09	PB_PB_12	PB_PB_18	TE_BM_03	TE_BM_06	TE_BM_12	TE_BM_18	T_BM_01	T_BM_03	T_BM_12	T_BM_18	T_PB_01	T_PB_03	T_PB_06	T_PB_09	T_PB_12	T_PB_18
chr17	74148779	74148779	1	-	RNF157	-	FALSE	FALSE																2																																				1794																											
chr17	74156958	74156958	1	+	RNF157	-	FALSE	FALSE																																																											55																				
chr17	74208690	74208690	1	-	RNF157	-	FALSE	FALSE																																																						7																									
chr17	74319781	74319781	1	-	PRPSAP1	-	FALSE	FALSE																																																	1560																														
chr17	74327145	74327145	1	-	PRPSAP1	-	FALSE	FALSE																																																								1																							
chr17	74332875	74332875	1	+	PRPSAP1	-	FALSE	FALSE																																																									14																						
chr17	74430703	74430703	1	+	UBE2O	-	FALSE	FALSE																								315																											1994											142																	
chr17	74440184	74440184	1	+	UBE2O	-	FALSE	FALSE																			24																														19								889																						
chr17	74559560	74559560	1	+	SNHG16	+	FALSE	FALSE																																																													1034																		
chr17	74739159	74739159	1	+	MFSD11	+	FALSE	FALSE																																																																							1								
chr17	74754965	74754965	1	+	MFSD11	+	FALSE	FALSE																										3267																										481																											
chr17	74762115	74762115	1	-	MFSD11	+	FALSE	FALSE																																																								61																							
chr17	74765675	74765675	1	-	MFSD11	+	FALSE	FALSE											2																																																																				
chr17	74803447	74803447	1	+	LOC101928514	+	FALSE	FALSE																									17																																																						
chr17	75012663	75012663	1	+	MGAT5B	+	FALSE	FALSE																																																1																															
chr17	75039002	75039002	1	+	SEC14L1	+	FALSE	FALSE																							774																			50																																					
chr17	75076631	75076631	1	+	SEC14L1	+	FALSE	FALSE		1																																																																													
chr17	75113088	75113088	1	+	SNHG20	+	FALSE	FALSE																																															1090																																
chr17	75119747	75119747	1	+	SEC14L1	+	FALSE	FALSE									1																																																																						
chr17	75170292	75170292	1	+	SEC14L1	+	FALSE	FALSE																						1																																																									
chr17	75174133	75174133	1	+	SEC14L1	+	FALSE	FALSE																																																				98																											
chr17	75179274	75179274	1	+	SEC14L1	+	FALSE	FALSE																																																											449																				
chr17	75181673	75181673	1	+	SEC14L1	+	FALSE	FALSE					901																																																																										
chr17	75185321	75185321	1	-	SEC14L1	+	FALSE	FALSE																																														252						2																											
chr17	75187758	75187758	1	+	SEC14L1	+	FALSE	FALSE								88																																																																							
chr17	75343061	75343061	1	+	SEPT9	+	FALSE	FALSE																																																																	172														
chr17	75343568	75343568	1	-	SEPT9	+	FALSE	FALSE											395																																																																				
chr17	75346532	75346532	1	+	SEPT9	+	FALSE	FALSE																										8																				215																																	
chr17	75387527	75387527	1	-	MIR4316	-	FALSE	FALSE																																																																		105													
chr17	75430974	75430974	1	-	SEPT9	+	FALSE	FALSE				22																													27																																														
chr17	75439263	75439263	1	-	SEPT9	+	FALSE	FALSE																																															10																																
chr17	75451360	75451360	1	+	SEPT9	+	FALSE	FALSE																																														441																																	
chr17	75457015	75457015	1	-	SEPT9	+	FALSE	FALSE																																																								34																							
chr17	75531712	75531712	1	+	LOC100507351	+	FALSE	FALSE																																																656																															
chr17	75575755	75575755	1	-	LOC100507351	+	FALSE	FALSE																																																								199																							
chr17	75607744	75607744	1	+	LOC100507351	+	FALSE	FALSE																																																	1																														
chr17	75619157	75619157	1	-	LOC100507351	+	FALSE	FALSE																																														823																																	
chr17	75619771	75619771	1	+	LOC100507351	+	FALSE	FALSE				2																																																																											
chr17	75958904	75958904	1	-	TNRC6C	+	FALSE	FALSE																																														226					1747																												
chr17	75962691	75962691	1	+	TNRC6C	+	FALSE	FALSE																																											377																																				
chr17	75971908	75971908	1	+	TNRC6C	+	FALSE	FALSE																																																													45																		
chr17	75971913	75971913	1	-	TNRC6C	+	FALSE	FALSE																													217																																																		
chr17	75972397	75972397	1	-	TNRC6C	+	FALSE	FALSE																																																													2344																		
chr17	75973174	75973174	1	-	TNRC6C	+	FALSE	FALSE																																																1125																															
chr17	75973357	75973357	1	-	TNRC6C	+	FALSE	FALSE																																												36																																			
chr17	75975436	75975436	1	+	TNRC6C	+	FALSE	FALSE																																									119																								886														
chr17	75978165	75978165	1	-	TNRC6C	+	FALSE	FALSE																																							127																								216																
chr17	75982698	75982698	1	-	TNRC6C	+	FALSE	FALSE																						3																																																									
chr17	75983640	75983640	1	-	TNRC6C	+	FALSE	FALSE					636																																													515		1376														753													
chr17	75986654	75986654	1	-	TNRC6C	+	FALSE	FALSE																	223																																																														
chr17	76001483	76001483	1	-	TNRC6C	+	FALSE	FALSE											515																																																				4735																
chr17	76008914	76008914	1	-	TNRC6C	+	FALSE	FALSE																	2600																													262						596																											
chr17	76019258	76019258	1	+	TNRC6C	+	FALSE	FALSE					118																																																																										
chr17	76032495	76032495	1	+	TNRC6C	+	FALSE	FALSE					685																																																																										
chr17	76035609	76035609	1	-	TNRC6C	+	FALSE	FALSE																																																							4270																								
chr17	76037818	76037818	1	+	TNRC6C	+	FALSE	FALSE				5414																																																																											
chr17	76041562	76041562	1	+	TNRC6C	+	FALSE	FALSE																																																																				38887											
chr17	76043118	76043118	1	-	TNRC6C	+	FALSE	FALSE																																										1345																																					
chr17	76056437	76056437	1	+	TNRC6C	+	FALSE	FALSE					9																							1						8																				1																									
chr17	76057847	76057847	1	+	TNRC6C	+	FALSE	FALSE																					803																																																										
chr17	76058297	76058297	1	-	TNRC6C	+	FALSE	FALSE																																																						64																									
chr17	76061104	76061104	1	-	TNRC6C	+	FALSE	FALSE										1951										1087																				741																			391					1540															
chr17	76064521	76064521	1	+	TNRC6C	+	FALSE	FALSE																						1																																																									
chr17	76067261	76067261	1	+	TNRC6C	+	FALSE	FALSE											621																																																																				
chr17	76071172	76071172	1	-	TNRC6C	+	FALSE	FALSE																																														38																																	
chr17	76073354	76073354	1	-	TNRC6C	+	FALSE	FALSE																																														97																																	
chr17	76073420	76073420	1	-	TNRC6C	+	FALSE	FALSE											809			140																1305																																																	
chr17	76079129	76079129	1	-	TNRC6C	+	FALSE	FALSE					1379					3180								1								8837																			7025							31																											
chr17	76081280	76081280	1	-	TNRC6C	+	FALSE	FALSE																																																		136																													
chr17	76086806	76086806	1	+	TNRC6C	+	FALSE	FALSE																1																																																															
chr17	76086956	76086956	1	-	TNRC6C	+	FALSE	FALSE																																																											6																				
chr17	76114750	76114750	1	-	TMC6	-	FALSE	FALSE																																																	40																														
chr17	76116654	76116654	1	+	TMC6	-	FALSE	FALSE																																							192																								348																
chr17	76119149	76119149	1	-	TMC6	-	FALSE	FALSE																														2430																			93							48																							
chr17	76157067	76157067	1	+	C17orf99	+	FALSE	FALSE													172																																																																		
chr17	76175757	76175757	1	-	TK1	-	FALSE	FALSE																																																			2387																												
chr17	76256252	76256252	1	-	LOC100996291	-	FALSE	FALSE																																																							393																								
chr17	76290026	76290026	1	+	LOC100996291	-	FALSE	FALSE																																											1																																				
chr17	76417587	76417587	1	+	PGS1	+	FALSE	FALSE																																									178																								1292														
chr17	76682550	76682550	1	+	CYTH1	-	FALSE	FALSE																																																				2																											
chr17	76687780	76687780	1	-	CYTH1	-	FALSE	FALSE																	90																																																														
chr17	76694398	76694398	1	+	CYTH1	-	FALSE	FALSE																		437																																																													
chr17	76700805	76700805	1	+	CYTH1	-	FALSE	FALSE																																																						1882																									
chr17	76706189	76706189	1	+	CYTH1	-	FALSE	FALSE																																														994						6113							3925																				
chr17	76737047	76737047	1	+	CYTH1	-	FALSE	FALSE																																														317																																	
chr17	76747824	76747824	1	-	CYTH1	-	FALSE	FALSE																										1528				2576																							1639																										
chr17	76749702	76749702	1	-	CYTH1	-	FALSE	FALSE																														252																																																	
chr17	76755203	76755203	1	+	CYTH1	-	FALSE	FALSE																																																																													19		
chr17	76757365	76757365	1	+	CYTH1	-	FALSE	FALSE																																											738																																				
chr17	76757421	76757421	1	-	CYTH1	-	FALSE	FALSE					1076																																								903				105																														
chr17	76758587	76758587	1	-	CYTH1	-	FALSE	FALSE																					7																																																										
chr17	76761500	76761500	1	-	CYTH1	-	FALSE	FALSE																																														44																																	
chr17	76766227	76766227	1	-	CYTH1	-	FALSE	FALSE																																																									19																						
chr17	76766899	76766899	1	-	CYTH1	-	FALSE	FALSE																																																				543																											
chr17	76805158	76805158	1	+	USP36	-	FALSE	FALSE																																																																2176															
chr17	76813375	76813375	1	+	USP36	-	FALSE	FALSE																																																1152																															
chr17	76831238	76831238	1	+	USP36	-	FALSE	FALSE																												638																																																			
chr17	76974333	76974333	1	-	LGALS3BP	-	FALSE	FALSE																																																							9																								
chr17	77163171	77163171	1	-	RBFOX3	-	FALSE	FALSE									1																																																																						
chr17	77708097	77708097	1	+	ENPP7	+	FALSE	FALSE																																															1																																
chr17	77795689	77795689	1	-	CBX4	-	FALSE	FALSE																																																											8																				
chr17	77810682	77810682	1	-	CBX4	-	FALSE	FALSE																																														433						385																											
chr17	77845641	77845641	1	-	CBX4	-	FALSE	FALSE																																																																		27													
chr17	77856698	77856698	1	-	LOC101928766	-	FALSE	FALSE																																																																							1								
chr17	77929072	77929072	1	-	TBC1D16	-	FALSE	FALSE																																																																						2									
chr17	78133090	78133090	1	-	CARD14	+	FALSE	FALSE																																																										4436						409															
chr17	78201313	78201313	1	+	SLC26A11	+	FALSE	FALSE																											1																																																				
chr17	78243641	78243641	1	-	RNF213	+	FALSE	FALSE																																																	4																														
chr17	78313963	78313963	1	-	RNF213	+	FALSE	FALSE			957																																													1301																															
chr17	78526843	78526843	1	-	RPTOR	+	FALSE	FALSE																	513																																																														
chr17	78566151	78566151	1	+	RPTOR	+	FALSE	FALSE					111																																																																										
chr17	78594040	78594040	1	-	RPTOR	+	FALSE	FALSE																																														880																																	
chr17	78600709	78600709	1	+	RPTOR	+	FALSE	FALSE																		138																														701																															
chr17	78619280	78619280	1	+	RPTOR	+	FALSE	FALSE																							152																																																								
chr17	78658580	78658580	1	+	RPTOR	+	FALSE	FALSE																								5987																																																							
chr17	78662768	78662768	1	+	RPTOR	+	FALSE	FALSE																									57																																																						
chr17	78665764	78665764	1	-	RPTOR	+	FALSE	FALSE																																																													768																		
chr17	78688129	78688129	1	-	RPTOR	+	FALSE	FALSE																								922																																																							
chr17	78695931	78695931	1	-	RPTOR	+	FALSE	FALSE																			19																																																												
chr17	78698166	78698166	1	-	RPTOR	+	FALSE	FALSE																																														243																																	
chr17	78703312	78703312	1	-	RPTOR	+	FALSE	FALSE																																																1																															
chr17	78706278	78706278	1	-	RPTOR	+	FALSE	FALSE											497																																																																				
chr17	78713968	78713968	1	-	RPTOR	+	FALSE	FALSE																								144																																																							
chr17	78731921	78731921	1	+	RPTOR	+	FALSE	FALSE				6																																										235													1056																				
chr17	78737371	78737371	1	-	RPTOR	+	FALSE	FALSE					304	57																								1774											16					3259						5432													161														
chr17	78759065	78759065	1	-	RPTOR	+	FALSE	FALSE																																															11																																
chr17	78766217	78766217	1	-	RPTOR	+	FALSE	FALSE																			645	2	539					1971																			8							517						7	1026																				
chr17	78786017	78786017	1	+	LOC101928855	-	FALSE	FALSE																																																				9																											
chr17	78837888	78837888	1	-	RPTOR	+	FALSE	FALSE																																																				848																											
chr17	79084016	79084016	1	-	BAIAP2	+	FALSE	FALSE					456																																																			342																							
chr17	79173518	79173518	1	-	CEP131	-	FALSE	FALSE																																																													1																		
chr17	79190987	79190987	1	-	CEP131	-	FALSE	FALSE																														197																																																	
chr17	79294731	79294731	1	+	TMEM105	-	FALSE	FALSE		1																																																																													
chr17	79328805	79328805	1	-	LOC100130370	-	FALSE	FALSE																																														1					1780	672																											
chr17	79340680	79340680	1	+	LOC100130370	-	FALSE	FALSE																																																																			1												
chr17	79374945	79374945	1	-	MIR4740	-	FALSE	FALSE																																																																		1													
chr17	79375311	79375311	1	-	MIR4740	-	FALSE	FALSE																																																				138																											
chr17	79377014	79377014	1	-	MIR4740	-	FALSE	FALSE																																																			1																												
chr17	79390435	79390435	1	+	BAHCC1	+	FALSE	FALSE																																											483																																				
chr17	79400205	79400205	1	+	BAHCC1	+	FALSE	FALSE		2511																																																																													
chr17	79453077	79453077	1	+	BAHCC1	+	FALSE	FALSE																						332																																																									
chr17	79516811	79516811	1	+	C17orf70	-	FALSE	FALSE																	1537																																																														
chr17	79530475	79530475	1	-	NPLOC4	-	FALSE	FALSE																																																110																															
chr17	79532131	79532131	1	+	NPLOC4	-	FALSE	FALSE																						251																																																									
chr17	79551168	79551168	1	-	NPLOC4	-	FALSE	FALSE																																																																2461															
chr17	79559938	79559938	1	-	NPLOC4	-	FALSE	FALSE																																														1																																	
chr17	79566800	79566800	1	+	NPLOC4	-	FALSE	FALSE																																																																1796															
chr17	79567460	79567460	1	+	NPLOC4	-	FALSE	FALSE																																														3053																																	
chr17	79572298	79572298	1	-	NPLOC4	-	FALSE	FALSE													9																																																																		
chr17	79573513	79573513	1	+	NPLOC4	-	FALSE	FALSE																																																	1231																														
chr17	79576948	79576948	1	-	NPLOC4	-	FALSE	FALSE																																																				4																											
chr17	79579268	79579268	1	-	NPLOC4	-	FALSE	FALSE								23																																																																							
chr17	79580334	79580334	1	+	NPLOC4	-	FALSE	FALSE																																																	1989									9358	1279																				
chr17	79597508	79597508	1	+	NPLOC4	-	FALSE	FALSE						3135																													1																	490																											
chr17	79665590	79665590	1	-	HGS	+	FALSE	FALSE																	1461																													1298				39		99																											
chr17	79836188	79836188	1	+	ARHGDIA	-	FALSE	FALSE									28																																																																						
chr17	79839372	79839372	1	+	ALYREF	-	FALSE	FALSE																										715																																																					
chr17	79853610	79853610	1	-	ANAPC11	+	FALSE	FALSE			1																																																																												
chr17	79855838	79855838	1	-	ANAPC11	+	FALSE	FALSE																																																													101																		
chr17	79879489	79879489	1	-	MAFG	-	FALSE	FALSE					1172																													192																																													
chr17	79879607	79879607	1	-	MAFG	-	FALSE	FALSE																																																									56																						
chr17	79908288	79908288	1	+	NOTUM	-	FALSE	FALSE								1																																																																							
chr17	79944684	79944684	1	-	ASPSCR1	+	FALSE	FALSE																																																																		1													
chr17	79960801	79960801	1	-	ASPSCR1	+	FALSE	FALSE																																																		11																													
chr17	80029255	80029255	1	+	DUS1L	-	FALSE	FALSE																																																									11																						
chr17	80046351	80046351	1	-	FASN	-	FALSE	FALSE					363																																																																										
chr17	80093358	80093358	1	+	CCDC57	-	FALSE	FALSE																																																																8590															
chr17	80099117	80099117	1	+	CCDC57	-	FALSE	FALSE																						4																																																									
chr17	80100432	80100432	1	+	CCDC57	-	FALSE	FALSE																																																																								2036							
chr17	80131953	80131953	1	+	CCDC57	-	FALSE	FALSE																																																									2800						13																
chr17	80155955	80155955	1	-	CCDC57	-	FALSE	FALSE																																																	4																														
chr17	80167594	80167594	1	-	CCDC57	-	FALSE	FALSE			2																													2																																															
chr17	80173057	80173057	1	+	CCDC57	-	FALSE	FALSE					169																																											235	7544																														
chr17	80214658	80214658	1	-	CSNK1D	-	FALSE	FALSE																																																279																															
chr17	80269491	80269491	1	-	CD7	-	FALSE	FALSE																										711																																																					
chr17	80348041	80348041	1	+	OGFOD3	-	FALSE	FALSE			28																													1																																															
chr17	80357432	80357432	1	-	OGFOD3	-	FALSE	FALSE																																								2869																								11593															
chr17	80374770	80374770	1	+	OGFOD3	-	FALSE	FALSE				1																																																																											
chr17	80432398	80432398	1	-	NARF	+	FALSE	FALSE					1																																																																										
chr17	80483475	80483475	1	+	FOXK2	+	FALSE	FALSE																																						25																								4																	
chr17	80485514	80485514	1	+	FOXK2	+	FALSE	FALSE																	2584																																			492										408																	
chr17	80487005	80487005	1	+	FOXK2	+	FALSE	FALSE					68																																																																										
chr17	80533869	80533869	1	+	FOXK2	+	FALSE	FALSE																		2																												2																		14	1								11						
chr17	80533910	80533910	1	+	FOXK2	+	FALSE	FALSE																																																																									1						
chr17	80534113	80534113	1	+	FOXK2	+	FALSE	FALSE																		93																																																													
chr17	80546046	80546046	1	-	FOXK2	+	FALSE	FALSE																																												1952																																			
chr17	80579472	80579472	1	-	WDR45B	-	FALSE	FALSE																							4																																																								
chr17	80591390	80591390	1	+	WDR45B	-	FALSE	FALSE																					58																																																										
chr17	80689242	80689242	1	-	FN3KRP	+	FALSE	FALSE																																																		7																													
chr17	80718092	80718092	1	+	TBCD	+	FALSE	FALSE																														8																																																	
chr17	80843552	80843552	1	-	TBCD	+	FALSE	FALSE											1																																											1																									
chr17	80851292	80851292	1	+	TBCD	+	FALSE	FALSE					1142																																																																										
chr17	80997542	80997542	1	-	B3GNTL1	-	FALSE	FALSE																																																				360																											
chr17	81003382	81003382	1	+	B3GNTL1	-	FALSE	FALSE																																															689																																
chr17	81073191	81073191	1	+	METRNL	+	FALSE	FALSE																			585																																																												
chr18	717497	717497	1	-	YES1	-	FALSE	FALSE																						14																																																									
chr18	807975	807975	1	-	YES1	-	FALSE	FALSE																																														200																																	
chr18	868626	868626	1	+	ADCYAP1	+	FALSE	FALSE																								6																																																							
chr18	1389628	1389628	1	-	LINC00470	-	FALSE	FALSE																																																				73																											
chr18	1495509	1495509	1	-	LINC00470	-	FALSE	FALSE				1																																																																											
chr18	1569082	1569082	1	+	LINC00470	-	FALSE	FALSE																																																				10																											
chr18	1773767	1773767	1	+	LINC00470	-	FALSE	FALSE																																																														1																	
chr18	2179595	2179595	1	-	METTL4	-	FALSE	FALSE									1																																																																						
chr18	2948422	2948422	1	-	LOC727896	-	FALSE	FALSE																																															945																																
chr18	2964563	2964563	1	-	LPIN2	-	FALSE	FALSE																																														631																																	
chr18	3515664	3515664	1	-	DLGAP1	-	FALSE	FALSE																																																								1																							
chr18	4453130	4453130	1	+	DLGAP1	-	FALSE	FALSE																																																																		1													
chr18	4463573	4463573	1	+	DLGAP1	-	FALSE	FALSE																																																1																															
chr18	4861818	4861818	1	+	C18orf42	-	FALSE	FALSE																																										1																																					
chr18	4995583	4995583	1	-	C18orf42	-	FALSE	FALSE																																															1																																
chr18	5413788	5413788	1	+	EPB41L3	-	FALSE	FALSE																																																				2598																											
chr18	5707151	5707151	1	-	MIR3976HG	+	FALSE	FALSE																									1																																																						
chr18	7379155	7379155	1	-	LRRC30	+	FALSE	FALSE																																																																												1			
chr18	8394016	8394016	1	-	PTPRM	+	FALSE	FALSE														1																																																																	
chr18	8784304	8784304	1	-	MTCL1	+	FALSE	FALSE									2																																																																						
chr18	9176971	9176971	1	-	ANKRD12	+	FALSE	FALSE																												1838		502																					1895	71														617													
chr18	9341297	9341297	1	+	TWSG1	+	FALSE	FALSE											408																																																																				
chr18	9353726	9353726	1	-	TWSG1	+	FALSE	FALSE																																																																		22													
chr18	9362099	9362099	1	-	TWSG1	+	FALSE	FALSE			212																																																																												
chr18	9747937	9747937	1	-	RAB31	+	FALSE	FALSE																																																																							1								
chr18	9800657	9800657	1	+	RAB31	+	FALSE	FALSE																																																														1																	
chr18	10698061	10698061	1	-	PIEZO2	-	FALSE	FALSE																																																																												1			
chr18	10920008	10920008	1	-	PIEZO2	-	FALSE	FALSE																																												162																																			
chr18	11087801	11087801	1	-	PIEZO2	-	FALSE	FALSE					49																																																																										
chr18	11252132	11252132	1	-	PIEZO2	-	FALSE	FALSE																																																												1																			
chr18	11843393	11843393	1	-	CHMP1B	+	FALSE	FALSE																																															2																																
chr18	12069135	12069135	1	+	ANKRD62	+	FALSE	FALSE																																												2																																			
chr18	12692539	12692539	1	+	CEP76	-	FALSE	FALSE																							2																																																								
chr18	14118512	14118512	1	+	ZNF519	-	FALSE	FALSE																																															156																																
chr18	14326544	14326544	1	+	CYP4F35P	+	FALSE	FALSE																																																												1																			
chr18	14746981	14746981	1	-	ANKRD30B	+	FALSE	FALSE		1																																																																													
chr18	18703444	18703444	1	+	ROCK1	-	FALSE	FALSE																			30																																																												
chr18	18704230	18704230	1	+	ROCK1	-	FALSE	FALSE																																																1																															
chr18	19187904	19187904	1	-	SNRPD1	+	FALSE	FALSE				4																																																																											
chr18	19676907	19676907	1	+	GATA6-AS1	-	FALSE	FALSE																																																1																															
chr18	19728312	19728312	1	+	GATA6-AS1	-	FALSE	FALSE																																															1																																
chr18	19953463	19953463	1	-	CTAGE1	-	FALSE	FALSE																									1																																																						
chr18	20267749	20267749	1	+	LOC101927571	-	FALSE	FALSE																																																													1																		
chr18	20580159	20580159	1	+	RBBP8	+	FALSE	FALSE																																																						751																									
chr18	20997970	20997970	1	+	TMEM241	-	FALSE	FALSE		1																																																																													
chr18	21057105	21057105	1	+	RIOK3	+	FALSE	FALSE																			1																																																												
chr18	21059393	21059393	1	-	RIOK3	+	FALSE	FALSE																																														132																																	
chr18	22254714	22254714	1	+	LOC729950	+	FALSE	FALSE																								1																																																							
chr18	22650986	22650986	1	-	ZNF521	-	FALSE	FALSE																																																							1																								
chr18	22834628	22834628	1	+	ZNF521	-	FALSE	FALSE					265																																									49																																	
chr18	22855498	22855498	1	+	ZNF521	-	FALSE	FALSE																																															1																																
chr18	22913134	22913134	1	+	ZNF521	-	FALSE	FALSE			1																																																																												
chr18	23368184	23368184	1	+	SS18	-	FALSE	FALSE			1																																																																												
chr18	23618825	23618825	1	+	SS18	-	FALSE	FALSE																																																1																															
chr18	23857324	23857324	1	-	TAF4B	+	FALSE	FALSE									1																																																																						
chr18	24191387	24191387	1	-	KCTD1	-	FALSE	FALSE																							1																																																								
chr18	24417285	24417285	1	+	AQP4	-	FALSE	FALSE																																																																							1								
chr18	24907140	24907140	1	-	CHST9	-	FALSE	FALSE																																										1																																					
chr18	25593976	25593976	1	+	CDH2	-	FALSE	FALSE																																																							1																								
chr18	27002278	27002278	1	-	MIR302F	+	FALSE	FALSE									1																																																																						
chr18	27105002	27105002	1	+	MIR302F	+	FALSE	FALSE														1																																																																	
chr18	27524240	27524240	1	-	MIR302F	+	FALSE	FALSE				1																																																																											
chr18	28334213	28334213	1	+	DSC3	-	FALSE	FALSE		1																																																																													
chr18	28617692	28617692	1	-	DSC3	-	FALSE	FALSE																									1																																																						
chr18	29253672	29253672	1	-	B4GALT6	-	FALSE	FALSE																																																																		32													
chr18	29510978	29510978	1	-	TRAPPC8	-	FALSE	FALSE																						53																																																									
chr18	29560503	29560503	1	-	TRAPPC8	-	FALSE	FALSE			1																																																																												
chr18	29569470	29569470	1	+	RNF125	+	FALSE	FALSE																																																													1																		
chr18	29679578	29679578	1	-	RNF138	+	FALSE	FALSE									1																																																																						
chr18	29689864	29689864	1	+	RNF138	+	FALSE	FALSE																																																							647																								
chr18	29823439	29823439	1	+	GAREM	-	FALSE	FALSE																																														115																																	
chr18	30176348	30176348	1	-	KLHL14	-	FALSE	FALSE																																																								1																							
chr18	31055765	31055765	1	+	CCDC178	-	FALSE	FALSE																																																																			1												
chr18	31234787	31234787	1	+	ASXL3	+	FALSE	FALSE																																																				335							702																				
chr18	31257045	31257045	1	+	ASXL3	+	FALSE	FALSE																							1																																																								
chr18	31504011	31504011	1	-	NOL4	-	FALSE	FALSE																																											1																																				
chr18	31579841	31579841	1	-	NOL4	-	FALSE	FALSE																																																																											1				
chr18	32070728	32070728	1	-	DTNA	+	FALSE	FALSE																																																																		1													
chr18	32986396	32986396	1	+	ZNF396	-	FALSE	FALSE																																																							1																								
chr18	33544031	33544031	1	-	C18orf21	+	FALSE	FALSE																																																												1																			
chr18	33717401	33717401	1	-	ELP2	+	FALSE	FALSE																								1																																																							
chr18	33852422	33852422	1	-	MOCOS	+	FALSE	FALSE																																																														1																	
chr18	34786978	34786978	1	-	KIAA1328	+	FALSE	FALSE																																											1																																				
chr18	34970149	34970149	1	-	CELF4	-	FALSE	FALSE																																																1																															
chr18	35582626	35582626	1	-	MIR4318	+	FALSE	FALSE																																																1																															
chr18	35828761	35828761	1	-	MIR4318	+	FALSE	FALSE																																																																							1								
chr18	35845372	35845372	1	-	MIR4318	+	FALSE	FALSE																							4																																																								
chr18	35850590	35850590	1	-	MIR4318	+	FALSE	FALSE								1																																																																							
chr18	35955952	35955952	1	-	MIR4318	+	FALSE	FALSE																													3																																																		
chr18	36387549	36387549	1	-	LINC00669	-	FALSE	FALSE																																										1																																					
chr18	36589591	36589591	1	+	LINC00669	-	FALSE	FALSE																						1																																																									
chr18	37100283	37100283	1	+	LINC00669	-	FALSE	FALSE																								1																																																							
chr18	37119428	37119428	1	-	LINC00669	-	FALSE	FALSE																																																							6																								
chr18	37172826	37172826	1	+	MIR924	-	FALSE	FALSE							4																																			3																																					
chr18	37767787	37767787	1	+	LINC01477	+	FALSE	FALSE																																																																			4												
chr18	37824385	37824385	1	+	LINC01477	+	FALSE	FALSE																							1																																																								
chr18	38299563	38299563	1	-	LINC01477	+	FALSE	FALSE																																																								13																							
chr18	38419989	38419989	1	+	KC6	-	FALSE	FALSE																							1																																																								
chr18	38631145	38631145	1	+	KC6	-	FALSE	FALSE																																											1																																				
chr18	38845721	38845721	1	-	KC6	-	FALSE	FALSE																									1																																																						
chr18	39181577	39181577	1	-	KC6	-	FALSE	FALSE									1																																																																						
chr18	39300468	39300468	1	+	KC6	-	FALSE	FALSE																																																	1																														
chr18	39502383	39502383	1	+	PIK3C3	+	FALSE	FALSE																					733																																																										
chr18	39856074	39856074	1	-	LINC00907	+	FALSE	FALSE														1																																																																	
chr18	40074466	40074466	1	+	LINC00907	+	FALSE	FALSE																																																								1																							
chr18	40278346	40278346	1	-	LINC00907	+	FALSE	FALSE				30																																																																											
chr18	40337328	40337328	1	+	RIT2	-	FALSE	FALSE																																										9																																					
chr18	40338701	40338701	1	+	RIT2	-	FALSE	FALSE																																												1																																			
chr18	40766584	40766584	1	-	RIT2	-	FALSE	FALSE																							1																																																								
chr18	40948613	40948613	1	-	SYT4	-	FALSE	FALSE																																																													1																		
chr18	41014338	41014338	1	+	SYT4	-	FALSE	FALSE																																																1																															
chr18	41241372	41241372	1	-	SYT4	-	FALSE	FALSE																																																	1																														
chr18	41737064	41737064	1	-	LINC01478	-	FALSE	FALSE																							7																			1																																					
chr18	42138022	42138022	1	+	LINC01478	-	FALSE	FALSE																							1385																																																								
chr18	42383257	42383257	1	+	SETBP1	+	FALSE	FALSE																																																1																															
chr18	42414740	42414740	1	-	SETBP1	+	FALSE	FALSE			1																																																																												
chr18	42576465	42576465	1	+	MIR4319	-	FALSE	FALSE																																																								1																							
chr18	43347109	43347109	1	-	SLC14A1	+	FALSE	FALSE																																																																							1								
chr18	43746265	43746265	1	-	C18orf25	+	FALSE	FALSE																											1																																																				
chr18	44491891	44491891	1	+	PIAS2	-	FALSE	FALSE																																												1																																			
chr18	44494841	44494841	1	+	PIAS2	-	FALSE	FALSE																												366																																																			
chr18	45966216	45966216	1	-	CTIF	+	FALSE	FALSE																																												3																																			
chr18	46889096	46889096	1	-	DYM	-	FALSE	FALSE																																											1																																				
chr18	46891146	46891146	1	+	DYM	-	FALSE	FALSE																											1																																																				
