seqnames	start	end	width	strand	closest_gene	strand_gene	collision	reassigned	reassigned.to	BM_BM_01	BM_BM_03	BM_BM_06	BM_BM_12	BM_BM_18	BM_BM_24	BM_BM_30	B_BM_01	B_BM_03	B_BM_12	B_BM_18	B_BM_24	B_BM_30	B_PB_01	B_PB_03	B_PB_06	B_PB_12	B_PB_18	B_PB_24	B_PB_30	CD34_BM_00	CD34_BM_01	CD34_BM_03	CD34_BM_06	CD34_BM_12	CD34_BM_18	CD34_BM_24	CD34_MPB_00	CFC_BM_00	CFC_BM_03	CFC_BM_12	CFC_BM_18	CFC_BM_24	CFC_MPB_00	CFC_PB_03	CFC_PB_09	CFC_PB_12	CFC_PB_18	CFC_PB_24	MNC_BM_01	MNC_BM_03	MNC_BM_06	MNC_BM_12	MNC_BM_18	MNC_BM_24	MNC_BM_30	MNC_PB_01	MNC_PB_03	MNC_PB_06	MNC_PB_09	MNC_PB_12	MNC_PB_18	MNC_PB_24	MNC_PB_30	Myelo_BM_01	Myelo_BM_03	Myelo_BM_06	Myelo_BM_12	Myelo_BM_18	Myelo_BM_24	Myelo_BM_30	Myelo_PB_01	Myelo_PB_03	Myelo_PB_06	Myelo_PB_09	Myelo_PB_12	Myelo_PB_18	Myelo_PB_24	Myelo_PB_30	NK_BM_01	NK_BM_03	NK_BM_12	NK_BM_18	NK_BM_24	NK_PB_01	NK_PB_03	NK_PB_06	NK_PB_09	NK_PB_12	NK_PB_18	NK_PB_30	PB_PB_03	PB_PB_06	PB_PB_09	PB_PB_12	PB_PB_18	PB_PB_24	PB_PB_30	TE_BM_01	TE_BM_03	TE_BM_12	TE_BM_18	TE_BM_24	T_BM_01	T_BM_03	T_BM_12	T_BM_18	T_BM_24	T_BM_30	T_PB_01	T_PB_03	T_PB_06	T_PB_09	T_PB_12	T_PB_18	T_PB_24	T_PB_30
chr19	16764122	16764122	1	-	SMIM7	-	FALSE	FALSE																																																																																								1916																				
chr19	17176904	17176904	1	-	HAUS8	-	FALSE	FALSE																																																															1																																													
chr19	17201598	17201598	1	+	MYO9B	+	FALSE	FALSE																						10								1012	4																																																				1																					2				
chr19	17208186	17208186	1	+	MYO9B	+	FALSE	FALSE																																																															620																																						1							
chr19	17228156	17228156	1	-	MYO9B	+	FALSE	FALSE														768																												2						1																													187																															
chr19	17257052	17257052	1	-	MYO9B	+	FALSE	FALSE		1																																																																																								21																		
chr19	17273319	17273319	1	-	MYO9B	+	FALSE	FALSE																						32196			1				3	8	180				17																													13																					1																							
chr19	17340984	17340984	1	+	OCEL1	+	FALSE	FALSE		52																																																																																																										
chr19	17408522	17408522	1	+	ABHD8	-	FALSE	FALSE																																					39																																																																							
chr19	17468703	17468703	1	-	PLVAP	-	FALSE	FALSE																																																								96																																																				
chr19	17492597	17492597	1	+	PLVAP	-	FALSE	FALSE																															4																																																																													
chr19	17510312	17510312	1	-	BST2	-	FALSE	FALSE					3			1995																																				2			1511						4	276						39							2	2																			7838	242																				
chr19	17521422	17521422	1	+	BISPR	+	FALSE	FALSE								2																								4																																																																												
chr19	17524117	17524117	1	+	BISPR	+	FALSE	FALSE																																																															1																																													
chr19	17556252	17556252	1	+	TMEM221	-	FALSE	FALSE																	6														4										1									8								2034							12																																						1					
chr19	17677196	17677196	1	-	COLGALT1	+	FALSE	FALSE																																																																1																																												
chr19	17680774	17680774	1	+	COLGALT1	+	FALSE	FALSE								6																																																																																																				
chr19	17929604	17929604	1	+	INSL3	-	FALSE	FALSE																																									2															130																																																				
chr19	17947806	17947806	1	-	JAK3	-	FALSE	FALSE																					968																																											50																																												
chr19	18136100	18136100	1	-	ARRDC2	+	FALSE	FALSE																																																																																								143															3					
chr19	18139643	18139643	1	-	ARRDC2	+	FALSE	FALSE																																																																													8																															
chr19	18141508	18141508	1	+	ARRDC2	+	FALSE	FALSE																																																																	6					3																																						
chr19	18145013	18145013	1	+	ARRDC2	+	FALSE	FALSE							4																																											20						1	6								14																																											
chr19	18153236	18153236	1	+	IL12RB1	-	FALSE	FALSE							2444							127			4319														1												3							1	2							1							67					56									1					2	624					4													2	2				
chr19	18158409	18158409	1	-	IL12RB1	-	FALSE	FALSE																																																			665															1																																						3				
chr19	18188397	18188397	1	-	IL12RB1	-	FALSE	FALSE												4																					13						1																					45288																				1							14											2										
chr19	18244961	18244961	1	-	MAST3	+	FALSE	FALSE			1																					8																		7															1611							1								1																														1						
chr19	18245970	18245970	1	-	MAST3	+	FALSE	FALSE				257																										1												10																																									1124																			2						
chr19	18247727	18247727	1	-	MAST3	+	FALSE	FALSE																																																																							1																																					
chr19	18409387	18409387	1	+	LSM4	-	FALSE	FALSE																																																															97																																						1							
chr19	18421802	18421802	1	-	LSM4	-	FALSE	FALSE																																																1																																					265																							
chr19	18467024	18467024	1	-	PGPEP1	+	FALSE	FALSE		156																																																						241																																																				
chr19	18474094	18474094	1	+	PGPEP1	+	FALSE	FALSE										1																				5	4				798																																												3																													
chr19	18488165	18488165	1	+	PGPEP1	+	FALSE	FALSE																																																																				1002																														3										
chr19	18817792	18817792	1	-	CRTC1	+	FALSE	FALSE																																																														481																																														
chr19	18864735	18864735	1	-	CRTC1	+	FALSE	FALSE																															1				79																																																																									
chr19	18954102	18954102	1	-	UPF1	+	FALSE	FALSE																																																	1108								2																				3														8					3												
chr19	19027249	19027249	1	+	COPE	-	FALSE	FALSE																																										1																																			170																															
chr19	19200942	19200942	1	+	SLC25A42	+	FALSE	FALSE																																																8																																																												
chr19	19238792	19238792	1	-	TMEM161A	-	FALSE	FALSE																													1																																																																															
chr19	21592889	21592889	1	+	ZNF493	+	FALSE	FALSE																2																																13																													1						2938																									
chr19	21772810	21772810	1	-	ZNF429	+	FALSE	FALSE																																																																						611																																						
chr19	21998295	21998295	1	+	ZNF43	-	FALSE	FALSE																																		5																																																3																										
chr19	23282923	23282923	1	-	ZNF730	+	FALSE	FALSE																														1	1				334																																												1																													
chr19	23408132	23408132	1	+	ZNF724P	-	FALSE	FALSE																													1																																																																															
chr19	30201702	30201702	1	+	C19orf12	-	FALSE	FALSE																																			1																																																																									
chr19	30467081	30467081	1	-	URI1	+	FALSE	FALSE																														2																																																																														
chr19	30473377	30473377	1	-	URI1	+	FALSE	FALSE																																																															7								1																																					
chr19	30500180	30500180	1	+	URI1	+	FALSE	FALSE			1													1								1559																																																																														1						
chr19	32838090	32838090	1	+	ZNF507	+	FALSE	FALSE																																																								1970															1					1														7											1							
chr19	32939052	32939052	1	-	DPY19L3	+	FALSE	FALSE																																																								1688															8																			5																		
chr19	33144502	33144502	1	+	ANKRD27	-	FALSE	FALSE																	1048																		1																														1	2												1						1																								
chr19	34668221	34668221	1	+	LSM14A	+	FALSE	FALSE																																																		1								112																																																		
chr19	34674737	34674737	1	+	LSM14A	+	FALSE	FALSE																																																															791								4					4																																
chr19	34681024	34681024	1	+	LSM14A	+	FALSE	FALSE																																																5									1093		172																																																	
chr19	34690833	34690833	1	-	LSM14A	+	FALSE	FALSE																				179																																						1																																																		
chr19	34692120	34692120	1	-	LSM14A	+	FALSE	FALSE																																																																	1																																											
chr19	34698171	34698171	1	+	LSM14A	+	FALSE	FALSE				1										169			1517														252				1						2		1							8	1							2597							32	1													1					1	3																		1					
chr19	34929630	34929630	1	-	UBA2	+	FALSE	FALSE																																																																																		2174																										
chr19	35551848	35551848	1	+	HPN	+	FALSE	FALSE													437																																																																																															
chr19	35613384	35613384	1	-	MIR6887	+	FALSE	FALSE																																																								2																																																				
chr19	35680183	35680183	1	-	FXYD5	+	FALSE	FALSE																	41				5063																																																																														13459									
chr19	35701146	35701146	1	+	FAM187B	-	FALSE	FALSE																											49																										22														1						9846								1																											
chr19	35721544	35721544	1	+	FAM187B	-	FALSE	FALSE															2																																																839																				1																			1						
chr19	35746427	35746427	1	-	LSR	+	FALSE	FALSE																																																																9																																												
chr19	35777454	35777454	1	-	HAMP	+	FALSE	FALSE																																																																1													1																															
chr19	35937459	35937459	1	-	FFAR2	+	FALSE	FALSE																														1121	6																																																																													
chr19	36223615	36223615	1	-	KMT2B	+	FALSE	FALSE								210																					1	3													1				174										905	1650																																	7																	
chr19	36251380	36251380	1	+	PROSER3	+	FALSE	FALSE																																																																						168																																						
chr19	36381291	36381291	1	-	NFKBID	-	FALSE	FALSE																																																3	1695								3003																																		2																	
chr19	36383315	36383315	1	-	NFKBID	-	FALSE	FALSE																															1				30																																																																									
chr19	36535716	36535716	1	-	LOC101927572	+	FALSE	FALSE																															1					348																						28																									2		3																							
chr19	36672334	36672334	1	-	ZNF565	-	FALSE	FALSE		1																																																																																																										
chr19	36685867	36685867	1	+	ZNF565	-	FALSE	FALSE																																																								20																																								3												
chr19	37591722	37591722	1	+	ZNF420	+	FALSE	FALSE																																																									10																																																			
chr19	37712305	37712305	1	+	ZNF383	+	FALSE	FALSE																					249																						2															1							1																																											
chr19	37716507	37716507	1	-	ZNF383	+	FALSE	FALSE																																																															1																																													
chr19	38450153	38450153	1	+	SIPA1L3	+	FALSE	FALSE		1																																							1															11							1337								4																			5											7							
chr19	38498348	38498348	1	-	SIPA1L3	+	FALSE	FALSE																																																								2																																																				
chr19	38763595	38763595	1	+	SPINT2	+	FALSE	FALSE																																																											283																																																	
chr19	38766592	38766592	1	+	SPINT2	+	FALSE	FALSE																																																									2																																																			
chr19	38777117	38777117	1	-	SPINT2	+	FALSE	FALSE				20																																																						477																																																		
chr19	38838129	38838129	1	+	CATSPERG	+	FALSE	FALSE							14				292		585																		1			97				2								17				505								226																					150																													
chr19	38911451	38911451	1	+	RASGRP4	-	FALSE	FALSE																																																	5																																										1																	
chr19	39101335	39101335	1	+	MAP4K1	-	FALSE	FALSE																																																			1076												1																																													
chr19	39161748	39161748	1	+	ACTN4	+	FALSE	FALSE						65											91								2								1					1					3	16160						2			1			10		4	7						18786		2	1					80					6						3	1												436						9					
chr19	39162678	39162678	1	+	ACTN4	+	FALSE	FALSE			1												1	4								7272							1674					3																						1347					4																																						1							
chr19	39164862	39164862	1	-	ACTN4	+	FALSE	FALSE																																																								16																											1																			1						
chr19	39180039	39180039	1	+	ACTN4	+	FALSE	FALSE																													137																																																																															
chr19	39365035	39365035	1	+	RINL	-	FALSE	FALSE																																																										1																																																		
chr19	39626621	39626621	1	+	PAK4	+	FALSE	FALSE											4															1						2						1188																					1																																						2											
chr19	39639088	39639088	1	-	PAK4	+	FALSE	FALSE							1356																																							813																																								87																						
chr19	39821670	39821670	1	+	GMFG	-	FALSE	FALSE										2																									1														1								112							92		275																									1																	
chr19	39836164	39836164	1	-	SAMD4B	+	FALSE	FALSE				4																									1	3	1				4225																													1															1																													
chr19	40020510	40020510	1	-	EID2B	-	FALSE	FALSE																																																																								1													71																							
chr19	40302412	40302412	1	+	DYRK1B	-	FALSE	FALSE		13																																																																																																										
chr19	40557826	40557826	1	-	ZNF780B	-	FALSE	FALSE																																																								110																																		1																		
chr19	40587421	40587421	1	-	ZNF780A	-	FALSE	FALSE																																			13																13															6065													3						1						1													21				
chr19	40588667	40588667	1	-	ZNF780A	-	FALSE	FALSE							837							403																																591				3								119							1																				165												84											
chr19	40591821	40591821	1	+	ZNF780A	-	FALSE	FALSE																																							3																			6																																							2											
chr19	40656255	40656255	1	+	MAP3K10	+	FALSE	FALSE																											81																																																											1																						
chr19	40694199	40694199	1	-	MAP3K10	+	FALSE	FALSE			4630												3																											1						1															2																												31				1						1							
chr19	40776735	40776735	1	-	AKT2	-	FALSE	FALSE																																																									45																																													2						
chr19	40784894	40784894	1	+	MIR641	-	FALSE	FALSE																																																																						2191																																						
chr19	40805394	40805394	1	+	AKT2	-	FALSE	FALSE																																								2122																																																																				
chr19	40916973	40916973	1	-	PRX	-	FALSE	FALSE							62																																							55																																																														
chr19	40935993	40935993	1	+	SERTAD1	-	FALSE	FALSE																															1																																																																													
chr19	40955575	40955575	1	+	BLVRB	-	FALSE	FALSE					3	2	5269	1404				2	5249	998													153	2029			1		47739	25647	24		5		13					14	77	1778					18	1								451		1049				5668				968		1			607				1			1			3890						5			895				2						31		1		
chr19	40968406	40968406	1	-	BLVRB	-	FALSE	FALSE																																																																																										1																		
chr19	41046246	41046246	1	-	SPTBN4	+	FALSE	FALSE																																											1						4		56															7												17220	4						3										12									1				
chr19	41159052	41159052	1	+	NUMBL	-	FALSE	FALSE					2		282																											288												131							1						1	1							2	1					2								6263						29						22															
chr19	41218017	41218017	1	+	ADCK4	-	FALSE	FALSE																															281																																																																													
chr19	41218077	41218077	1	-	ADCK4	-	FALSE	FALSE																															13																																																																													
chr19	41236233	41236233	1	-	ITPKC	+	FALSE	FALSE						1											3																2337																									508		24					2																					55																						
chr19	41238518	41238518	1	+	ITPKC	+	FALSE	FALSE		3200	2																					2																		2																					3																																						1							
chr19	41266273	41266273	1	+	SNRPA	+	FALSE	FALSE																													206		4																																																																													
chr19	41788048	41788048	1	+	HNRNPUL1	+	FALSE	FALSE																																																															17																																													
chr19	41790362	41790362	1	-	HNRNPUL1	+	FALSE	FALSE														30																																																																																														
chr19	41838804	41838804	1	+	TGFB1	-	FALSE	FALSE															1																																																725																																						2							
chr19	41841726	41841726	1	+	TGFB1	-	FALSE	FALSE																																			3																																																																									
chr19	41889377	41889377	1	-	TMEM91	+	FALSE	FALSE																					1622																																																																																							
chr19	41908338	41908338	1	-	BCKDHA	+	FALSE	FALSE																																			7																																																																									
chr19	41918072	41918072	1	-	BCKDHA	+	FALSE	FALSE																													980							1															5																																		1											1								4				
chr19	41941004	41941004	1	-	ATP5SL	-	FALSE	FALSE						1																				1						4						77																					1																																	4					19452											
chr19	42049426	42049426	1	+	LINC01480	+	FALSE	FALSE																																																	7																																																											
chr19	42058691	42058691	1	+	CEACAM21	+	FALSE	FALSE																																				334																																																																								
chr19	42065761	42065761	1	+	CEACAM21	+	FALSE	FALSE																																																								4040							2								17																			11																		
chr19	42067801	42067801	1	+	CEACAM21	+	FALSE	FALSE								2331					11				1								1									19																											1				245																				150			385																				
chr19	42068040	42068040	1	-	CEACAM21	+	FALSE	FALSE			6																					5212																		3																													1	1				1	2																									1						
chr19	42504837	42504837	1	-	GRIK5	-	FALSE	FALSE								2325			2438	1					982									3948						1			5			6																	1052				1						9	1	2														2330						11		799				12	4072			1											
chr19	42551026	42551026	1	-	GRIK5	-	FALSE	FALSE																1															1												2								76															7												22054	3						8										18									2				
chr19	42561639	42561639	1	-	GRIK5	-	FALSE	FALSE																	1																																																																																											
chr19	42632189	42632189	1	+	POU2F2	-	FALSE	FALSE																														1	498					2																																																																								
chr19	42699682	42699682	1	-	DEDD2	-	FALSE	FALSE																																																										1																																																		
chr19	42707261	42707261	1	-	DEDD2	-	FALSE	FALSE		1													2									1																		3						1															11154																																						16							
chr19	42753936	42753936	1	+	ERF	-	FALSE	FALSE																								473																																																2																																				
chr19	42804636	42804636	1	-	PAFAH1B3	-	FALSE	FALSE		1							2																																							1																							991																			1					1													
chr19	42848356	42848356	1	+	MEGF8	+	FALSE	FALSE																														1																																																																														
chr19	42850106	42850106	1	+	MEGF8	+	FALSE	FALSE																																																																1																																												
chr19	42851305	42851305	1	-	MEGF8	+	FALSE	FALSE																																																									1																																																			
chr19	42992525	42992525	1	-	LIPE-AS1	+	FALSE	FALSE														218																																																								560												239																										
chr19	42994125	42994125	1	-	LIPE-AS1	+	FALSE	FALSE																																																																																		15																										
chr19	43020415	43020415	1	+	CEACAM1	-	FALSE	FALSE																	62																																																1																																											
chr19	43078152	43078152	1	+	CEACAM8	-	FALSE	FALSE																																	1468						1					1																16																																																
chr19	43151431	43151431	1	+	LIPE-AS1	+	FALSE	FALSE															1									2																																							1920																				1																		8	7						
chr19	43952770	43952770	1	+	LYPD3	-	FALSE	FALSE																																																										87																																																		
chr19	43997512	43997512	1	-	PHLDB3	-	FALSE	FALSE																																				1																																																																								
chr19	44086903	44086903	1	-	PINLYP	+	FALSE	FALSE																																1																					975																					4																																		
chr19	44089765	44089765	1	+	IRGQ	-	FALSE	FALSE								1728																																							1553																																																													
chr19	44154153	44154153	1	+	PLAUR	-	FALSE	FALSE							40																					139																		48																																																														
chr19	44583232	44583232	1	-	ZNF284	+	FALSE	FALSE																																																																																					16																							
chr19	44737598	44737598	1	-	ZNF227	+	FALSE	FALSE																																			7																																																																									
chr19	44852415	44852415	1	+	ZNF112	-	FALSE	FALSE																																																	1250								1							1																											5					1												
chr19	44853448	44853448	1	+	ZNF112	-	FALSE	FALSE																																																																																		2497																										
chr19	45153806	45153806	1	+	PVR	+	FALSE	FALSE																																																								1																																																				
chr19	45267332	45267332	1	-	BCL3	+	FALSE	FALSE																									9																		58															37							35																																											
chr19	45473632	45473632	1	-	CLPTM1	+	FALSE	FALSE														670			2														1																																		472														623																													
chr19	45550509	45550509	1	+	CLASRP	+	FALSE	FALSE																						1								451	2				3																																										1																															
chr19	45561214	45561214	1	+	CLASRP	+	FALSE	FALSE				635			4156	4430		2					1										1				1					9663	1											223			1		2083						576					1395				1187				8572									3			195	1		3			1298			2											2		3				
chr19	45675636	45675636	1	-	TRAPPC6A	-	FALSE	FALSE																																																								4																																																				
chr19	45780710	45780710	1	+	MARK4	+	FALSE	FALSE																																			188																																																																									
chr19	45795856	45795856	1	-	MARK4	+	FALSE	FALSE																							1																		1															39							3974								1																			18											12							
chr19	45962774	45962774	1	+	FOSB	+	FALSE	FALSE																													8	1	14				1839																													3																																												
chr19	46072358	46072358	1	+	OPA3	-	FALSE	FALSE										1																																							4017								20							1								2											2								10					18									12			
chr19	46076967	46076967	1	-	OPA3	-	FALSE	FALSE																																																	62																																																											
chr19	46085513	46085513	1	-	OPA3	-	FALSE	FALSE																																																							223																																		239																			
chr19	46189351	46189351	1	-	SNRPD2	-	FALSE	FALSE																																									1															555																																																				
chr19	46212512	46212512	1	-	FBXO46	-	FALSE	FALSE																																																645								4							1																																	2												
chr19	46228894	46228894	1	+	FBXO46	-	FALSE	FALSE																																																								8																																																				
chr19	46342125	46342125	1	-	SYMPK	-	FALSE	FALSE																																																																															1																													
chr19	46351689	46351689	1	-	SYMPK	-	FALSE	FALSE																																																	1																																		11																									
chr19	46864100	46864100	1	-	PPP5C	+	FALSE	FALSE		520																					1																																	3428							1								6					1														18																		
chr19	47095291	47095291	1	+	PPP5D1	-	FALSE	FALSE																																																															2																																													
chr19	47169771	47169771	1	-	DACT3-AS1	+	FALSE	FALSE																																																										2																																																		
chr19	47184175	47184175	1	-	PRKD2	-	FALSE	FALSE																															185																																																																													
chr19	47238908	47238908	1	-	STRN4	-	FALSE	FALSE							464																																							407																								107																																						
chr19	47385716	47385716	1	-	AP2S1	-	FALSE	FALSE																																																								17																																																				
chr19	47430561	47430561	1	+	ARHGAP35	+	FALSE	FALSE																																																															1378								5					1																																
chr19	47436090	47436090	1	-	ARHGAP35	+	FALSE	FALSE																																																								1							108																											1											1							
chr19	47452833	47452833	1	+	ARHGAP35	+	FALSE	FALSE							966																																							514																																																														
chr19	47589701	47589701	1	-	ZC3H4	-	FALSE	FALSE																						1							287		2																																																																													
chr19	47611852	47611852	1	+	ZC3H4	-	FALSE	FALSE																																																														648																																														
chr19	47642188	47642188	1	-	SAE1	+	FALSE	FALSE																																																																											410																																	
chr19	47676009	47676009	1	+	SAE1	+	FALSE	FALSE																																								6																																																																				
chr19	47686563	47686563	1	-	SAE1	+	FALSE	FALSE																																						1																													5													10841																									1			
chr19	47696027	47696027	1	-	SAE1	+	FALSE	FALSE																								1																																																																																				
chr19	47856332	47856332	1	-	DHX34	+	FALSE	FALSE																3						2							1333	3					7																																																																									
chr19	48051078	48051078	1	-	ZNF541	-	FALSE	FALSE																																																																																										1																		
chr19	48132872	48132872	1	+	GLTSCR1	+	FALSE	FALSE																																																																		2																																										
chr19	48167078	48167078	1	+	GLTSCR1	+	FALSE	FALSE		17																																							1															2															40																																					
chr19	48189599	48189599	1	+	GLTSCR1	+	FALSE	FALSE																																																	11																																																											
chr19	48241034	48241034	1	+	EHD2	+	FALSE	FALSE																																																																																							228																					
chr19	48680574	48680574	1	+	C19orf68	+	FALSE	FALSE																													194																																																																											3				
chr19	48689593	48689593	1	+	C19orf68	+	FALSE	FALSE																																			1																																																																									
chr19	48713236	48713236	1	+	CARD8	-	FALSE	FALSE						1		2790									1																				2			24					35		1162			3								249	1			14			2		163	368		1982												4641				6												1										
chr19	48714681	48714681	1	+	CARD8	-	FALSE	FALSE							2719																																														10					1												252																328					4																	
chr19	48715407	48715407	1	-	CARD8	-	FALSE	FALSE									3																																2															79															11076					8							1							46					2						1							
chr19	48717992	48717992	1	+	CARD8	-	FALSE	FALSE							5						133														8	83						15												2												1																	113													36																				
chr19	48723640	48723640	1	+	CARD8	-	FALSE	FALSE																																																1																													36																															
chr19	48733397	48733397	1	-	CARD8	-	FALSE	FALSE											11			1																																																																																														
chr19	48737132	48737132	1	+	CARD8	-	FALSE	FALSE							1070	57			1			1619		1	60				116			1	4						2066	1			1	4	32						4962			709	49			61							1	8288	3			5	3		117													6	1			1558	1	4	2						2224	9158	213			4	4				8		1					
chr19	48737273	48737273	1	+	CARD8	-	FALSE	FALSE																																																																													1																															
chr19	48738559	48738559	1	+	CARD8	-	FALSE	FALSE																																																															218																																1						2							
chr19	48743007	48743007	1	+	CARD8	-	FALSE	FALSE																																																														1375																																														
chr19	48820801	48820801	1	+	CCDC114	-	FALSE	FALSE																																																								9																																																				
chr19	48830957	48830957	1	+	EMP3	+	FALSE	FALSE		916																					5																																																																																					
chr19	48831495	48831495	1	-	EMP3	+	FALSE	FALSE																													4																																																																															
chr19	48843723	48843723	1	-	TMEM143	-	FALSE	FALSE																															430					2																																																1																								
chr19	48935557	48935557	1	-	GRIN2D	+	FALSE	FALSE														15																	1																																																																													
chr19	48989055	48989055	1	-	LMTK3	-	FALSE	FALSE		36																																																																																																										
chr19	49066752	49066752	1	-	SULT2B1	+	FALSE	FALSE																																																								12																																																				
chr19	49124892	49124892	1	+	SPHK2	+	FALSE	FALSE																																																																						128																																						
chr19	49135212	49135212	1	-	DBP	-	FALSE	FALSE				1																										261	1																																																																													
chr19	49146391	49146391	1	+	CA11	-	FALSE	FALSE																	1																																									106							16																	7																										
chr19	49207114	49207114	1	+	FUT2	+	FALSE	FALSE																					1015																																																																																							
chr19	49321134	49321134	1	+	HSD17B14	-	FALSE	FALSE																																																																																		463																										
chr19	49327713	49327713	1	-	HSD17B14	-	FALSE	FALSE																							1																									453								2																																																				
chr19	49329443	49329443	1	-	HSD17B14	-	FALSE	FALSE		738																					1																																																																																					
chr19	49354344	49354344	1	-	PLEKHA4	-	FALSE	FALSE																																																1																																																												
chr19	49354561	49354561	1	-	PLEKHA4	-	FALSE	FALSE																																																2																																																												
chr19	49408620	49408620	1	+	NUCB1	+	FALSE	FALSE									1								4								2											1																						1							15																																						1867					
chr19	49412113	49412113	1	+	NUCB1-AS1	-	FALSE	FALSE																														2																											1430																																		4																	
chr19	49427769	49427769	1	+	NUCB1	+	FALSE	FALSE																																																															2																																													
chr19	49428373	49428373	1	-	NUCB1	+	FALSE	FALSE															1																																																142																																													
chr19	49430286	49430286	1	-	NUCB1	+	FALSE	FALSE		1																																																						1																																		63																		
chr19	49442856	49442856	1	-	DHDH	+	FALSE	FALSE																								1																								4	13								2418																																																			
chr19	49462336	49462336	1	-	BAX	+	FALSE	FALSE								5997																										13													4098																																									1349																				
chr19	49480508	49480508	1	+	GYS1	-	FALSE	FALSE																								1																																																4																																				
chr19	49501733	49501733	1	-	RUVBL2	+	FALSE	FALSE															1								1																									1011								2															1																									2												
chr19	49642404	49642404	1	+	PPFIA3	+	FALSE	FALSE																																																																						25																																						
chr19	49708205	49708205	1	+	TRPM4	+	FALSE	FALSE													46																																																																																9															
chr19	49749495	49749495	1	-	TRPM4	+	FALSE	FALSE																	1														2292					3																													470							1																																				
chr19	49776093	49776093	1	+	SLC6A16	-	FALSE	FALSE																																																														2																																600														
chr19	49800634	49800634	1	-	SLC6A16	-	FALSE	FALSE																																					1																														4234													1																												
chr19	49809604	49809604	1	+	MIR4324	-	FALSE	FALSE																	6																																																3																																						586					
chr19	49815715	49815715	1	-	SLC6A16	-	FALSE	FALSE																		1														1					6																														5651													2																									1			
chr19	49818289	49818289	1	-	SLC6A16	-	FALSE	FALSE																	56	1							3										7								13627							1	17							55					6		109	2734	5												1	6548				5		1																	1	4	1			
chr19	49819775	49819775	1	+	SLC6A16	-	FALSE	FALSE																																																	2507							1	2							1																											20					11												
chr19	49822000	49822000	1	+	SLC6A16	-	FALSE	FALSE																	48	2							1																									1						4		1							5515												26	2																									1					
chr19	49822894	49822894	1	-	SLC6A16	-	FALSE	FALSE			4410													1								27																		908																																			2																									1						
chr19	49826067	49826067	1	-	SLC6A16	-	FALSE	FALSE																																																																						8																																						
chr19	49827017	49827017	1	-	SLC6A16	-	FALSE	FALSE																																																								37																											1																			5						
chr19	49828827	49828827	1	+	SLC6A16	-	FALSE	FALSE							1916	185						1226			19	1											1		24	996					515	1		3968	2					1350	133			11	43						5	2945	767			1811			724	1	608												11823			332		2	1	858																	1	96				
chr19	49838191	49838191	1	-	CD37	+	FALSE	FALSE																													9																																																																															
chr19	49856265	49856265	1	-	TEAD2	-	FALSE	FALSE										1															31					2													38														1686	33						83	59																		1								12												1					
chr19	49858038	49858038	1	-	TEAD2	-	FALSE	FALSE				4																															1280																							1																																																		
chr19	49971311	49971311	1	-	ALDH16A1	+	FALSE	FALSE																																								15																																																																				
chr19	49986323	49986323	1	+	FLT3LG	+	FALSE	FALSE			28										128																																																				2																	1825	167																									
chr19	50017860	50017860	1	-	FCGRT	+	FALSE	FALSE								455	2																		274																				442				2														1821								1											9				3063															2					
chr19	50024921	50024921	1	-	FCGRT	+	FALSE	FALSE																																																																																		60																										
chr19	50065821	50065821	1	-	NOSIP	-	FALSE	FALSE														81																																																																																														
chr19	50074486	50074486	1	+	NOSIP	-	FALSE	FALSE																																			88																																																																									
chr19	50077212	50077212	1	+	NOSIP	-	FALSE	FALSE			61																																																																																																									
chr19	50108313	50108313	1	+	PRR12	+	FALSE	FALSE																																																								2																																																				
chr19	50110290	50110290	1	+	PRR12	+	FALSE	FALSE																													3272																						10																																													1								14				
chr19	50112970	50112970	1	-	PRR12	+	FALSE	FALSE			27					1346		6	1338						4							1873	1	1					5	1257										7					979	23	8								7590							12	515						1	25					5						7								34622					4						1						
chr19	50121003	50121003	1	+	PRR12	+	FALSE	FALSE																																																								767																																																				
chr19	50123419	50123419	1	-	PRR12	+	FALSE	FALSE																																																																																											58																	
chr19	50126481	50126481	1	+	PRR12	+	FALSE	FALSE																																																	365								3																																		2					4												
chr19	50131517	50131517	1	-	PRR12	+	FALSE	FALSE																					12																																																																																							
chr19	50165881	50165881	1	+	IRF3	-	FALSE	FALSE																								3																																																																																				
chr19	50226907	50226907	1	-	CPT1C	+	FALSE	FALSE				48													4								17023																		3							4	2														6	7										1		2						341																	10		1					
chr19	50229495	50229495	1	-	CPT1C	+	FALSE	FALSE																																																															79																																													
chr19	50278238	50278238	1	+	AP2A1	+	FALSE	FALSE																									3																		1															1							5																																											
chr19	50289674	50289674	1	-	AP2A1	+	FALSE	FALSE																	46								1				1														2													9	29	3							10758													1																									3					
chr19	50290040	50290040	1	-	AP2A1	+	FALSE	FALSE																																																															6																																													
chr19	50291568	50291568	1	-	MIR6799	+	FALSE	FALSE																																									433																																																																			
chr19	50294218	50294218	1	+	MIR6799	+	FALSE	FALSE																																																															332																											2																		
chr19	50308714	50308714	1	+	AP2A1	+	FALSE	FALSE																																																																							1																																					
chr19	50326966	50326966	1	-	MED25	+	FALSE	FALSE														205									1	794																	1								360							247	2										2																			658					1					2												
chr19	50329420	50329420	1	-	MED25	+	FALSE	FALSE																																																																																																				2								
chr19	50331152	50331152	1	+	MED25	+	FALSE	FALSE																																																								4																																																				
