seqnames	start	end	width	strand	closest_gene	strand_gene	collision	reassigned	reassigned.to	BM_BM_01	BM_BM_03	BM_BM_06	BM_BM_12	BM_BM_18	BM_BM_24	BM_BM_30	BM_BM_36	B_BM_01	B_BM_03	B_BM_06	B_BM_12	B_BM_18	B_BM_24	B_BM_30	B_BM_36	B_PB_01	B_PB_03	B_PB_06	B_PB_09	B_PB_12	B_PB_18	B_PB_24	B_PB_30	B_PB_36	CD34_BM_00	CD34_BM_01	CD34_BM_03	CD34_BM_06	CD34_BM_12	CD34_BM_18	CD34_BM_24	CD34_BM_30	CD34_BM_36	CFC_BM_01	CFC_BM_03	CFC_BM_06	CFC_BM_12	CFC_BM_18	CFC_BM_24	CFC_BM_30	CFC_PB_03	CFC_PB_06	CFC_PB_09	CFC_PB_12	CFC_PB_18	CFC_PB_24	MNC_BM_24	MNC_BM_30	MNC_BM_36	MNC_PB_24	MNC_PB_30	MNC_PB_36	Myelo_BM_01	Myelo_BM_03	Myelo_BM_06	Myelo_BM_12	Myelo_BM_18	Myelo_BM_24	Myelo_BM_30	Myelo_BM_36	Myelo_PB_01	Myelo_PB_03	Myelo_PB_06	Myelo_PB_09	Myelo_PB_12	Myelo_PB_18	Myelo_PB_24	Myelo_PB_30	Myelo_PB_36	NK_BM_01	NK_BM_03	NK_BM_06	NK_BM_18	NK_BM_24	NK_BM_30	NK_BM_36	NK_PB_01	NK_PB_03	NK_PB_06	NK_PB_09	NK_PB_12	NK_PB_24	NK_PB_30	NK_PB_36	PB_PB_01	PB_PB_03	PB_PB_06	PB_PB_09	PB_PB_12	PB_PB_18	PB_PB_24	PB_PB_30	PB_PB_36	TE_BM_01	TE_BM_03	TE_BM_06	TE_BM_12	TE_BM_18	TE_BM_24	TE_BM_30	T_BM_01	T_BM_03	T_BM_06	T_BM_12	T_BM_24	T_BM_30	T_PB_01	T_PB_03	T_PB_06	T_PB_09	T_PB_12	T_PB_18	T_PB_24	T_PB_30	T_PB_36
chr19	51721853	51721853	1	+	CD33	+	FALSE	FALSE								4																																		16								6				454																																									197																						
chr19	51723922	51723922	1	-	CD33	+	FALSE	FALSE						7																										11																																																																																		1			
chr19	51729385	51729385	1	-	CD33	+	FALSE	FALSE				4																																																																																																																1540	
chr19	51731753	51731753	1	+	CD33	+	FALSE	FALSE									33																																										146																																																																		
chr19	51735344	51735344	1	-	CD33	+	FALSE	FALSE																			9																																																																																																		
chr19	51736197	51736197	1	-	CD33	+	FALSE	FALSE																																						19																																																																															
chr19	51741244	51741244	1	-	CD33	+	FALSE	FALSE																			9																																																																																																		
chr19	51742016	51742016	1	-	CD33	+	FALSE	FALSE																			1																																																																																																		
chr19	51748402	51748402	1	-	CD33	+	FALSE	FALSE						1								1		552																																											1			32						3																								1								48																	
chr19	51751978	51751978	1	-	SIGLECL1	+	FALSE	FALSE				1																																																																																																																	
chr19	51758648	51758648	1	+	SIGLECL1	+	FALSE	FALSE																																																																				3																																																	
chr19	51859774	51859774	1	+	ETFB	-	FALSE	FALSE																		32																																																																																																			
chr19	52080015	52080015	1	-	ZNF175	+	FALSE	FALSE							1																																																																																																														
chr19	52081823	52081823	1	-	ZNF175	+	FALSE	FALSE																																																															6																																																						
chr19	52085472	52085472	1	+	ZNF175	+	FALSE	FALSE																							1																																																																																														
chr19	52086454	52086454	1	-	ZNF175	+	FALSE	FALSE																																																																														39																																							
chr19	52126809	52126809	1	+	SIGLEC5	-	FALSE	FALSE					1	1								1	495						3	4	1																1						458	6											4	5	1							4	11	69							1							3	3							4	1	2							1	1						1						4	4				
chr19	52203405	52203405	1	+	SPACA6P	+	FALSE	FALSE				1																												10								1580																		1	9									1							1																	1								1														1			
chr19	52467002	52467002	1	-	ZNF350	-	FALSE	FALSE			1																																																					1																	179																																									4			
chr19	52527988	52527988	1	+	ZNF614	-	FALSE	FALSE																							1																		7																													14																														1																	
chr19	52563606	52563606	1	+	ZNF841	-	FALSE	FALSE										1																																													218								1																																	2													1								
chr19	52570622	52570622	1	+	ZNF841	-	FALSE	FALSE					1								14																								7																						14							1																			3777														1																		
chr19	52577164	52577164	1	-	ZNF841	-	FALSE	FALSE			2																																																																																																																		
chr19	52580578	52580578	1	-	ZNF841	-	FALSE	FALSE																197																																																																																																					
chr19	52587755	52587755	1	-	ZNF841	-	FALSE	FALSE											1																																													2	3																																																												
chr19	52764926	52764926	1	+	ZNF766	+	FALSE	FALSE				11																																																																																																																	
chr19	53153267	53153267	1	+	ZNF83	-	FALSE	FALSE																						12																																223																			3																						150																						
chr19	53170131	53170131	1	-	ZNF83	-	FALSE	FALSE		250																										1																											304																																																														
chr19	53170417	53170417	1	-	ZNF83	-	FALSE	FALSE																																																																								74																																													
chr19	53182641	53182641	1	-	ZNF83	-	FALSE	FALSE																											3																																																																																										
chr19	53227955	53227955	1	+	ZNF611	-	FALSE	FALSE																																																																							6																																														
chr19	53233158	53233158	1	-	ZNF611	-	FALSE	FALSE																																																														50																																																							
chr19	53348591	53348591	1	+	ZNF468	-	FALSE	FALSE																																							1																																																			15																											
chr19	53384061	53384061	1	+	ZNF320	-	FALSE	FALSE																																																							7																																																														
chr19	53406518	53406518	1	-	ZNF320	-	FALSE	FALSE																																																																						41																																															
chr19	53411733	53411733	1	-	ZNF320	-	FALSE	FALSE																																																																					59																																																
chr19	53416094	53416094	1	-	ZNF816-ZNF321P	-	FALSE	FALSE																																											1													1																																									49																				
chr19	53419092	53419092	1	+	ZNF816-ZNF321P	-	FALSE	FALSE																																																																							23																																														
chr19	53589155	53589155	1	-	ZNF160	-	FALSE	FALSE						2		42						9																										972										18																																											261							1																	
chr19	53599683	53599683	1	+	ZNF160	-	FALSE	FALSE						1																																																																																																					4										
chr19	53675889	53675889	1	-	ZNF665	-	FALSE	FALSE																																																																					1589				1																																												
chr19	53883945	53883945	1	+	ZNF525	+	FALSE	FALSE			1																																																																																																																		
chr19	53981897	53981897	1	+	ZNF813	+	FALSE	FALSE																									273																																																																																												
chr19	53996860	53996860	1	+	ZNF813	+	FALSE	FALSE							3840																																										5756																																																																			2151	
chr19	54047054	54047054	1	-	ZNF331	+	FALSE	FALSE																																																								1																																																													
chr19	54056320	54056320	1	-	ZNF331	+	FALSE	FALSE															1																																																																																																						
chr19	54137863	54137863	1	-	DPRX	+	FALSE	FALSE																																																																							99																																														
chr19	54157232	54157232	1	-	MIR512-2	+	FALSE	FALSE																																																									4																																																												
chr19	54645215	54645215	1	-	CNOT3	+	FALSE	FALSE																																																								3								9																																																					
chr19	54698337	54698337	1	+	TSEN34	+	FALSE	FALSE																											51																																																																																										
chr19	54699336	54699336	1	+	TSEN34	+	FALSE	FALSE																																																																																													12																								
chr19	54708024	54708024	1	+	RPS9	+	FALSE	FALSE																																																																1																																																					
chr19	54861725	54861725	1	+	LAIR1	-	FALSE	FALSE						14																										1								19																																																												2																	
chr19	54861729	54861729	1	+	LAIR1	-	FALSE	FALSE																																								5																																																																													
chr19	54867217	54867217	1	-	LAIR1	-	FALSE	FALSE																																																							148																	1																																													
chr19	54880863	54880863	1	-	LAIR1	-	FALSE	FALSE									304																																										1083																																																																		
chr19	54894379	54894379	1	-	LAIR1	-	FALSE	FALSE																											3																																																																																										
chr19	54895718	54895718	1	-	LAIR1	-	FALSE	FALSE																																																																	8																																																				
chr19	54955605	54955605	1	+	LENG8-AS1	-	FALSE	FALSE																											1																																																																																										
chr19	55103659	55103659	1	+	LILRA1	+	FALSE	FALSE		3																																																																																																																			
chr19	55116209	55116209	1	+	LILRA1	+	FALSE	FALSE			1																																																																													23																																					
chr19	55130671	55130671	1	-	LILRB1	+	FALSE	FALSE																																																																							258																																														
chr19	55132696	55132696	1	-	LILRB1	+	FALSE	FALSE				11															2																																																																					440																													
chr19	55304278	55304278	1	-	KIR2DL1	+	FALSE	FALSE																																																							2																																35																														
chr19	55434100	55434100	1	-	NLRP7	-	FALSE	FALSE																																																							3																																																														
chr19	55497426	55497426	1	+	NLRP2	+	FALSE	FALSE																																																																																		1																																			
chr19	55737269	55737269	1	+	TMEM86B	-	FALSE	FALSE						15								2																		2																										1	44									1							1																	2																									
chr19	55743422	55743422	1	-	PPP6R1	-	FALSE	FALSE																																																												69																																																									
chr19	55744396	55744396	1	-	PPP6R1	-	FALSE	FALSE																			3																																																																																																		
chr19	55746246	55746246	1	+	PPP6R1	-	FALSE	FALSE																																																									2														453																																														
chr19	55747853	55747853	1	+	PPP6R1	-	FALSE	FALSE																				3																																																																																																	
chr19	55749420	55749420	1	+	PPP6R1	-	FALSE	FALSE																																																																8																																																					
chr19	55776084	55776084	1	+	HSPBP1	-	FALSE	FALSE					263	10			2463				8	47	1005	1557	525				9	4	35	26	131						373	116							931		2094	354			19	26	1277				95	3119	2306	2052				381	6	1169	6					32	14	73		5241					29	14021						6	4	37						89	23	141	1454	1104	730				284	5						21						13	13	2		1	103
chr19	55783362	55783362	1	-	HSPBP1	-	FALSE	FALSE					8								4									1									1								6						4	1												7								4	3								1							1	3							17	982								3							2						3	5				
chr19	55800561	55800561	1	-	BRSK1	+	FALSE	FALSE		124																2	4																																				359																	4																																													
chr19	55828689	55828689	1	-	TMEM150B	-	FALSE	FALSE					3	7		451						14	47					250			5									29					43		2			47															8		1							1	2	1							1								94							1		6							43	19		153				1											
chr19	55839106	55839106	1	-	TMEM150B	-	FALSE	FALSE				2																																												1											4																																																										
chr19	55857658	55857658	1	+	SUV420H2	+	FALSE	FALSE			6																																																																																																																		
chr19	55876000	55876000	1	-	IL11	-	FALSE	FALSE																	285				1											1													1											4											122																							1	3								1													1	2			510	
chr19	55909944	55909944	1	+	UBE2S	-	FALSE	FALSE																																																														581									4																			5																											
chr19	55970905	55970905	1	-	ISOC2	-	FALSE	FALSE																																																																				1																																																	
chr19	56074384	56074384	1	+	ZNF579	-	FALSE	FALSE							1362																																																					2	1296																	578																																							
chr19	56088745	56088745	1	+	ZNF579	-	FALSE	FALSE																																																																																									20																												
chr19	56778655	56778655	1	+	ZSCAN5A	-	FALSE	FALSE																								159																																																																																													
chr19	56794066	56794066	1	+	ZSCAN5A	-	FALSE	FALSE																																																																													4335																																								
chr19	56836053	56836053	1	-	ZNF542P	+	FALSE	FALSE																											14																																																																																										
chr19	56928236	56928236	1	-	ZNF583	+	FALSE	FALSE								1846									301																																	3404																																																																			
chr19	56986823	56986823	1	+	ZNF667	-	FALSE	FALSE																																											23																	1409		559																										1																													
chr19	57030815	57030815	1	-	ZNF471	+	FALSE	FALSE			1																																																																																																																		
chr19	57053032	57053032	1	+	ZFP28	+	FALSE	FALSE														1									14																																													17																																																	
chr19	57716579	57716579	1	-	ZNF264	+	FALSE	FALSE																																					1																																																																																
chr19	57815736	57815736	1	+	ZNF460	+	FALSE	FALSE						3																	87																																													1																						1										2														2			
chr19	58059148	58059148	1	+	ZNF550	-	FALSE	FALSE																			178					1517	5																																												81																																																
chr19	58061331	58061331	1	-	ZNF550	-	FALSE	FALSE																																																							10																																																														
chr19	58148687	58148687	1	+	ZNF211	+	FALSE	FALSE						31																										1																																											2																																										
chr19	58209790	58209790	1	+	ZNF154	-	FALSE	FALSE			18	3	949	9							16	2							2	1	2								383	17							618	233		739			5	5												20	74	382						11	4	45	1009					26	19							1	1							29	8	19							9	28						5						3	7				
chr19	58294814	58294814	1	+	ZNF586	+	FALSE	FALSE																				9				212																																								6																												2																									
chr19	58316350	58316350	1	+	ZNF552	-	FALSE	FALSE									80											167																																								736																													30																												
chr19	58354843	58354843	1	-	ZNF587B	+	FALSE	FALSE																																																																							418																																														
chr19	58392550	58392550	1	-	ZNF814	-	FALSE	FALSE																																																																					1		1																																														
chr19	58746276	58746276	1	+	ZNF544	+	FALSE	FALSE																																										4057																																																																											
chr19	58765165	58765165	1	+	ZNF544	+	FALSE	FALSE																																																							55																																																														
chr19	58765648	58765648	1	-	ZNF544	+	FALSE	FALSE								5																																										2																																																																			
chr19	58821734	58821734	1	-	ZNF8	+	FALSE	FALSE																																																									26																																																												
chr19	58931203	58931203	1	+	ZNF584	+	FALSE	FALSE																																																							3																																																														
chr19	58935603	58935603	1	+	ZNF584	+	FALSE	FALSE					1																	6																																																																																															
chr19	59047105	59047105	1	+	TRIM28	+	FALSE	FALSE																																																							24																																																														
chr19	59059068	59059068	1	+	TRIM28	+	FALSE	FALSE																																																																																								94									92																				
chr2	2903562	2903562	1	+	LINC01250	-	FALSE	FALSE																											15																																																																																										
chr2	6425858	6425858	1	+	LINC01247	-	FALSE	FALSE						6														7																																										1197							44							139																								11																	
chr2	6426846	6426846	1	-	LINC01247	-	FALSE	FALSE																																																																																																						216															
chr2	6492551	6492551	1	+	LINC01247	-	FALSE	FALSE																											4																																																																																										
chr2	7015441	7015441	1	+	RSAD2	+	FALSE	FALSE																																																					2018																																									887																							
chr2	7731208	7731208	1	-	LOC100506274	+	FALSE	FALSE																			8																																																																																																		
chr2	8213196	8213196	1	-	LINC00299	-	FALSE	FALSE																							1																																				1																																									5																	
chr2	8750720	8750720	1	+	LOC101929567	-	FALSE	FALSE					2								1	1					10	8	2	1	15								1	1							307						2	3																				4		1														3	1																1														4				
chr2	8931242	8931242	1	-	KIDINS220	-	FALSE	FALSE			1																																			10																			17																	9																																											
chr2	9602466	9602466	1	-	CPSF3	+	FALSE	FALSE					3								3						21		135	1									1								3						5	4										1		3								5	2															3	375							2	1																					4	3				
chr2	9682345	9682345	1	+	ADAM17	-	FALSE	FALSE																											2																																																																																										
chr2	10041813	10041813	1	-	TAF1B	+	FALSE	FALSE								832																																		648								1705						2																																																													
chr2	12500764	12500764	1	-	LOC100506457	+	FALSE	FALSE																																																														1																																																							
chr2	13100967	13100967	1	-	LOC100506474	-	FALSE	FALSE																																																																									1																																												
chr2	15374070	15374070	1	-	NBAS	-	FALSE	FALSE																																																						387																																									141																						
chr2	16613331	16613331	1	+	FAM49A	-	FALSE	FALSE															39																	4																																																														1												1											
chr2	16641802	16641802	1	+	FAM49A	-	FALSE	FALSE		1																									71	1																																																																																									
chr2	17012202	17012202	1	+	FAM49A	-	FALSE	FALSE																																																																																30																																					
chr2	17824436	17824436	1	-	VSNL1	+	FALSE	FALSE																			1																																										439																																																								
chr2	17898326	17898326	1	-	SMC6	-	FALSE	FALSE																																																							16																																																														
chr2	18738785	18738785	1	+	RDH14	-	FALSE	FALSE																																																																							47																																														
chr2	20473092	20473092	1	+	PUM2	-	FALSE	FALSE						13																																																																																																															
chr2	20906000	20906000	1	-	C2orf43	-	FALSE	FALSE																																																																									1																																												
chr2	24061917	24061917	1	-	ATAD2B	-	FALSE	FALSE						1		2469						19									1																	1										4243			313				7		1			186								2592	318														49							1		86						25														1			
chr2	24513169	24513169	1	-	ITSN2	-	FALSE	FALSE					7								3								331	1																	2						1	2												5								6																1	1							11	12								2							2							1	1			
chr2	24514729	24514729	1	-	ITSN2	-	FALSE	FALSE													63																										1																																																			3	2																										
chr2	24544508	24544508	1	-	ITSN2	-	FALSE	FALSE																																																								1																																																													
chr2	24729793	24729793	1	+	NCOA1	+	FALSE	FALSE						30								1																																													1										578																							1																									
chr2	24734770	24734770	1	-	NCOA1	+	FALSE	FALSE						1																																																																																					2																						9				319
chr2	24949403	24949403	1	-	NCOA1	+	FALSE	FALSE			3																										19																																			1																																																					
chr2	25490213	25490213	1	-	DNMT3A	-	FALSE	FALSE																																																							11																																																														
chr2	25677911	25677911	1	-	DTNB	-	FALSE	FALSE																											13																																																																																										
chr2	25870778	25870778	1	+	DTNB	-	FALSE	FALSE										1																																																					43																																																						
chr2	26006653	26006653	1	-	ASXL2	-	FALSE	FALSE																											1																																																																																										
chr2	26008417	26008417	1	-	ASXL2	-	FALSE	FALSE						1																																																																																						10																									
chr2	26448393	26448393	1	-	HADHA	-	FALSE	FALSE																																																										2																																									2																		
chr2	26485763	26485763	1	+	HADHB	+	FALSE	FALSE						1													4																																										189																															11																									
chr2	26611924	26611924	1	-	EPT1	+	FALSE	FALSE						2														33						110						4																											21									2		3196																														1														2			
chr2	26614223	26614223	1	-	EPT1	+	FALSE	FALSE																																																																																4																																					
chr2	26662536	26662536	1	-	DRC1	+	FALSE	FALSE						5								2																		2																									5		1									1							4																									75														1			
chr2	26972210	26972210	1	-	SLC35F6	+	FALSE	FALSE																							18																																																																													1																	
chr2	27224208	27224208	1	-	MAPRE3	+	FALSE	FALSE									164																																																																																																												
chr2	27314694	27314694	1	-	KHK	+	FALSE	FALSE																																																																																							7																														
chr2	27326033	27326033	1	-	CGREF1	-	FALSE	FALSE														2					36													2																											1																																	64																						2			
chr2	27454906	27454906	1	-	CAD	+	FALSE	FALSE																											21																																																																																										
chr2	27554843	27554843	1	-	GTF3C2	-	FALSE	FALSE																																					5																																																																																
chr2	27555501	27555501	1	-	GTF3C2	-	FALSE	FALSE																																																																																																						1															
chr2	27566256	27566256	1	+	GTF3C2	-	FALSE	FALSE							662																																										448																																																																				
chr2	27575034	27575034	1	+	GTF3C2	-	FALSE	FALSE																				4																																																																																																	
chr2	27654418	27654418	1	+	NRBP1	+	FALSE	FALSE																				37																																																																																																	
chr2	27691059	27691059	1	+	IFT172	-	FALSE	FALSE																																																																																																																		1			
chr2	27697340	27697340	1	+	IFT172	-	FALSE	FALSE																				3																																																																																																	
chr2	27898728	27898728	1	+	SLC4A1AP	+	FALSE	FALSE																											83																																																																																										
chr2	28115340	28115340	1	+	BRE	+	FALSE	FALSE																																									402																							4	8								4	4																																											
chr2	28146272	28146272	1	+	BRE	+	FALSE	FALSE																																																													342																																																								
chr2	28199823	28199823	1	-	BRE	+	FALSE	FALSE																																																								1																																																													
chr2	28344412	28344412	1	+	BRE	+	FALSE	FALSE																														2																																																																																							
chr2	28384081	28384081	1	-	LOC100505736	-	FALSE	FALSE																																																																				12																																																	
chr2	28530639	28530639	1	+	LOC100505716	-	FALSE	FALSE																																																																1							1																								3																						
chr2	28595547	28595547	1	-	FLJ31356	-	FALSE	FALSE																																																																																									55																												
chr2	29025752	29025752	1	-	PPP1CB	+	FALSE	FALSE																																									134							239																																																																					
chr2	29167580	29167580	1	+	WDR43	+	FALSE	FALSE			29																				1																																													10																																																	
chr2	29350988	29350988	1	+	CLIP4	+	FALSE	FALSE																																																																								21																																													
chr2	29652649	29652649	1	+	ALK	-	FALSE	FALSE				12																																																																																																																	
chr2	30778086	30778086	1	-	LCLAT1	+	FALSE	FALSE																																																																2																							348																														
chr2	32108909	32108909	1	+	MEMO1	-	FALSE	FALSE					1																					2522													34						2																					1					95																			2	2			112110												2											
chr2	32146792	32146792	1	+	MEMO1	-	FALSE	FALSE						2											38																		912			4																			6											3																																																	
chr2	32157340	32157340	1	-	MEMO1	-	FALSE	FALSE				8																																																														2				1													50																1														1	1			
chr2	32248115	32248115	1	-	DPY30	-	FALSE	FALSE												1																																																																																																									
chr2	32491767	32491767	1	-	NLRC4	-	FALSE	FALSE											28																																																																																																										
chr2	32609722	32609722	1	+	BIRC6	+	FALSE	FALSE																																																							1																																83																						1								
chr2	32630556	32630556	1	+	BIRC6	+	FALSE	FALSE																							1														13																							332																																																									
chr2	32646994	32646994	1	+	BIRC6	+	FALSE	FALSE																																																																																				13																																	
chr2	32647409	32647409	1	-	BIRC6	+	FALSE	FALSE							1858																															2				464							1635								10																																																												
chr2	32816456	32816456	1	+	BIRC6	+	FALSE	FALSE																																																																																																		1																			
chr2	33152566	33152566	1	-	LOC100271832	+	FALSE	FALSE																																			1																																																																																		
chr2	33571705	33571705	1	-	LTBP1	+	FALSE	FALSE																																																							1																																																														
chr2	33686154	33686154	1	+	RASGRP3	+	FALSE	FALSE																											6																																																																																										
chr2	33815071	33815071	1	+	FAM98A	-	FALSE	FALSE				7									217								83	2																	2						3													7								1	1															4	1							1	3															1						1	1				
chr2	34314572	34314572	1	+	LINC01317	+	FALSE	FALSE																																																																							1																																														
chr2	35102268	35102268	1	-	LINC01320	+	FALSE	FALSE						15							1								1																		1						173														1									1														3																								1						1	3				
chr2	36616534	36616534	1	-	CRIM1	+	FALSE	FALSE					1								1								1	3																11	5						738	3											92	5								7	12															4	2							4	2								2													3	1				
chr2	37083618	37083618	1	+	STRN	-	FALSE	FALSE																											39																												2																																																														
chr2	37113639	37113639	1	+	STRN	-	FALSE	FALSE			3																																																																																																																		
chr2	37166555	37166555	1	-	STRN	-	FALSE	FALSE			11																	17	10																	3																								1																																											1												
chr2	37189334	37189334	1	-	STRN	-	FALSE	FALSE																																																																	67																																																				
chr2	37460746	37460746	1	-	NDUFAF7	+	FALSE	FALSE																											1																																																																																										
chr2	37665210	37665210	1	+	QPCT	+	FALSE	FALSE																																																																5																																																					
chr2	37810018	37810018	1	-	CDC42EP3	-	FALSE	FALSE			169			11																	1							8																													16									1																								1																									
chr2	39522656	39522656	1	-	MAP4K3	-	FALSE	FALSE																			1																																																																																																		
chr2	39529447	39529447	1	-	MAP4K3	-	FALSE	FALSE																																																430																				1																																																	
chr2	39547311	39547311	1	+	MAP4K3	-	FALSE	FALSE				5																																																																																																																	
chr2	39584636	39584636	1	+	MAP4K3	-	FALSE	FALSE									1																																																																																																												
chr2	39600892	39600892	1	+	MAP4K3	-	FALSE	FALSE																																																							2																																																														
chr2	39635132	39635132	1	-	MAP4K3	-	FALSE	FALSE																											4																																																																																										
chr2	39659060	39659060	1	+	MAP4K3	-	FALSE	FALSE																																																																10																																																					
chr2	40012821	40012821	1	+	THUMPD2	-	FALSE	FALSE			67																																																																																																																		
chr2	40174718	40174718	1	-	SLC8A1-AS1	+	FALSE	FALSE						10																								3		8						16		151												713						16		136														10	1																		323																								
chr2	40440930	40440930	1	-	SLC8A1	-	FALSE	FALSE																																																																																													1																								
chr2	40775927	40775927	1	-	SLC8A1	-	FALSE	FALSE																																																																																																															38						
chr2	40955981	40955981	1	-	SLC8A1	-	FALSE	FALSE																																																																								6																																													
chr2	41101127	41101127	1	+	SLC8A1	-	FALSE	FALSE																																																																																										1									67																		
chr2	41167057	41167057	1	+	SLC8A1	-	FALSE	FALSE																																																																																									1																												
chr2	41234903	41234903	1	+	SLC8A1	-	FALSE	FALSE			9		3	15	7120						77		519						3	1							4		3		2					13	1		146		15			3							22			7		6	30							7	363															1	1							15	4			2					101							2							2	1			
chr2	41237730	41237730	1	+	SLC8A1	-	FALSE	FALSE						6																																			516																					1360		22														70																																							
chr2	41307587	41307587	1	-	SLC8A1	-	FALSE	FALSE																																																																3																																																					
chr2	41337975	41337975	1	+	SLC8A1	-	FALSE	FALSE																																																																1																																																					
chr2	41338405	41338405	1	+	SLC8A1	-	FALSE	FALSE					2								3								1										1	1							115						3	2												258	1							4	2																							11	2	24														1							2				
chr2	41366429	41366429	1	+	SLC8A1	-	FALSE	FALSE																				3																																																																																																	
chr2	41481403	41481403	1	-	LOC388942	+	FALSE	FALSE			61																		2										1														1													1																																182																											
chr2	42252062	42252062	1	+	PKDCC	+	FALSE	FALSE																																																								1																																																						474							
chr2	43070619	43070619	1	-	HAAO	-	FALSE	FALSE										1								1																																																																					178																														
chr2	43097370	43097370	1	+	HAAO	-	FALSE	FALSE																																			191																																																																																		
chr2	43099955	43099955	1	+	HAAO	-	FALSE	FALSE						4											379																																											1740																																					68																				
chr2	43215926	43215926	1	-	LOC102723854	-	FALSE	FALSE															302																																																																																																						
chr2	43226700	43226700	1	+	LOC102723854	-	FALSE	FALSE																																																								13																																																													
chr2	43235125	43235125	1	+	LOC102723854	-	FALSE	FALSE					1																																								5	1												2								1	4															208	1							2									1														1				
chr2	43264841	43264841	1	-	LOC102723854	-	FALSE	FALSE																																																																	37																																																				
chr2	43267081	43267081	1	+	LOC102723854	-	FALSE	FALSE							7													1																																				6								1																																																					
chr2	43365662	43365662	1	-	ZFP36L2	-	FALSE	FALSE																											24																																																																																										
chr2	43387350	43387350	1	+	ZFP36L2	-	FALSE	FALSE						1																										1																											1																1																	21																									
chr2	43589058	43589058	1	+	THADA	-	FALSE	FALSE			6																	10									2			1																																7				6																										7066																							
chr2	43602619	43602619	1	+	THADA	-	FALSE	FALSE						1																																																																																											112																				
chr2	43633344	43633344	1	-	THADA	-	FALSE	FALSE						5								1									1									1																											2									160			232																					5								1														1			
chr2	43645725	43645725	1	+	THADA	-	FALSE	FALSE														15																																											3																																			1																									
chr2	43670072	43670072	1	-	THADA	-	FALSE	FALSE																														1																														983																																																									
chr2	43675425	43675425	1	+	THADA	-	FALSE	FALSE																																																												90									164																																																
chr2	43745354	43745354	1	+	THADA	-	FALSE	FALSE																																																															50																																																						
chr2	43750487	43750487	1	-	THADA	-	FALSE	FALSE																																																											2																																																										
chr2	44164430	44164430	1	-	LRPPRC	-	FALSE	FALSE			4	60										65									1						279	29		2						4																			127		3																1																																										
chr2	44169687	44169687	1	+	LRPPRC	-	FALSE	FALSE																																						5																																																																															
chr2	44427953	44427953	1	+	PPM1B	+	FALSE	FALSE							106																							1											3290																	1		2750									600		168																																														
chr2	44431728	44431728	1	-	PPM1B	+	FALSE	FALSE																				2																																																																																																	
chr2	44433203	44433203	1	+	PPM1B	+	FALSE	FALSE																																																								7																																																													
chr2	44459414	44459414	1	+	PPM1B	+	FALSE	FALSE			1																																																																																																																		
chr2	44568959	44568959	1	-	PREPL	-	FALSE	FALSE																																																																					237																			1																													
chr2	45624779	45624779	1	-	SRBD1	-	FALSE	FALSE																																																							6																																																														
chr2	45760635	45760635	1	-	SRBD1	-	FALSE	FALSE			11																																																																																																																		
chr2	45901972	45901972	1	+	PRKCE	+	FALSE	FALSE																																																										15																																										2																	
chr2	45902504	45902504	1	-	PRKCE	+	FALSE	FALSE																																																																				1																																																	
chr2	45906103	45906103	1	+	PRKCE	+	FALSE	FALSE																																																									5																																																												
chr2	46791483	46791483	1	-	LOC100506142	-	FALSE	FALSE					3								4								1	2			269						3								2						12	7												9	18							11	814															3	6							7	1	1							2	1						1						6	2	1			
chr2	48557479	48557479	1	+	FOXN2	+	FALSE	FALSE			2	1	1								1												446														1						1													1									58	2	10																					2	1															1											185
chr2	48630638	48630638	1	-	FOXN2	+	FALSE	FALSE			5																																																													8																																																					
chr2	49849349	49849349	1	-	NRXN1	-	FALSE	FALSE								1																																																																																																													
chr2	49881044	49881044	1	+	NRXN1	-	FALSE	FALSE																																																															1																																																						
chr2	49904994	49904994	1	+	NRXN1	-	FALSE	FALSE																96																																																																																																					
chr2	50146889	50146889	1	+	NRXN1	-	FALSE	FALSE																																																						236																																									107																						
chr2	50299445	50299445	1	+	NRXN1	-	FALSE	FALSE			3																																																																																																																		
chr2	51103206	51103206	1	+	NRXN1	-	FALSE	FALSE																	52		2						727													7					81									14418												3																													6494																								
chr2	51227892	51227892	1	-	NRXN1	-	FALSE	FALSE			1		1								1																	1																																																					6																																		
chr2	53465856	53465856	1	-	ASB3	-	FALSE	FALSE																																																							22																																																														
chr2	54168267	54168267	1	+	PSME4	-	FALSE	FALSE																																																																																									34																												
chr2	54620066	54620066	1	-	C2orf73	+	FALSE	FALSE																																																														1817																																																							
chr2	55186704	55186704	1	+	EML6	+	FALSE	FALSE																																																															6																																																						
