seqnames	start	end	width	strand	closest_gene	strand_gene	collision	reassigned	reassigned.to	CD13_BM_01	CD13_BM_03	CD13_BM_12	CD13_BM_18	CD14_PB_01	CD14_PB_03	CD14_PB_06	CD14_PB_09	CD14_PB_12	CD14_PB_18	CD15_BM_01	CD15_BM_03	CD15_BM_12	CD15_BM_18	CD15_PB_01	CD15_PB_03	CD15_PB_06	CD15_PB_09	CD15_PB_12	CD15_PB_18	CD19_BM_01	CD19_BM_03	CD19_BM_12	CD19_BM_18	CD19_PB_01	CD19_PB_03	CD19_PB_06	CD19_PB_09	CD19_PB_12	CD19_PB_18	CD34_BM_00	CD34_BM_01	CD34_BM_03	CD34_BM_06	CD34_BM_12	CD34_BM_18	CD3_BM_01	CD3_BM_03	CD3_BM_12	CD3_BM_18	CD3_PB_01	CD3_PB_03	CD3_PB_06	CD3_PB_09	CD3_PB_12	CD3_PB_18	CD56_BM_03	CD56_BM_12	CD56_BM_18	CD56_PB_01	CD56_PB_03	CD56_PB_06	CD56_PB_09	CD56_PB_12	CD56_PB_18	CD61_BM_12	CD61_BM_18	CFC_BM_00	CFC_BM_01	CFC_BM_03	CFC_BM_06	CFC_BM_12	CFC_PB_06	CFC_PB_09	CFC_PB_12	GLY_BM_03	GLY_BM_12	GLY_BM_18	MNC_BM_01	MNC_BM_03	MNC_BM_06	MNC_BM_12	MNC_BM_18	MNC_PB_01	MNC_PB_03	MNC_PB_06	MNC_PB_09	MNC_PB_12	MNC_PB_18	WHOLE.BM_BM_01	WHOLE.BM_BM_03	WHOLE.BM_BM_06	WHOLE.BM_BM_12	WHOLE.BM_BM_18	WHOLE.PB_PB_01	WHOLE.PB_PB_03	WHOLE.PB_PB_06	WHOLE.PB_PB_09	WHOLE.PB_PB_12	WHOLE.PB_PB_18
chr16	30501953	30501953	1	-	ITGAL	+	FALSE	FALSE																																				3396																																																							
chr16	30515093	30515093	1	+	MIR4518	+	FALSE	FALSE																1																																																																											
chr16	30719509	30719509	1	-	SRCAP	+	FALSE	FALSE																																	89																																					3171																					
chr16	30720052	30720052	1	+	SRCAP	+	FALSE	FALSE																																																																																								24			
chr16	30724095	30724095	1	+	SRCAP	+	FALSE	FALSE																				814																																																																							
chr16	30738313	30738313	1	+	SRCAP	+	FALSE	FALSE														11																																																																													
chr16	30741112	30741112	1	-	SRCAP	+	FALSE	FALSE																																												804																																															
chr16	30762130	30762130	1	+	PHKG2	+	FALSE	FALSE																																																5																																											
chr16	30804803	30804803	1	+	ZNF629	-	FALSE	FALSE																																																													1220																														
chr16	30866340	30866340	1	+	BCL7C	-	FALSE	FALSE						310																																																																																					
chr16	30961704	30961704	1	-	ORAI3	+	FALSE	FALSE												1323																					131																											834										1																					
chr16	30991979	30991979	1	+	SETD1A	+	FALSE	FALSE																																686																																																											
chr16	31306320	31306320	1	-	ITGAM	+	FALSE	FALSE		209																																																																																									
chr16	31493212	31493212	1	+	SLC5A2	+	FALSE	FALSE																																																																												2200															
chr16	31902098	31902098	1	-	ZNF267	+	FALSE	FALSE						1																																																																																					
chr16	31902417	31902417	1	+	ZNF267	+	FALSE	FALSE																																																														28																													
chr16	33548696	33548696	1	+	RNU6-76P	-	FALSE	FALSE																																1																																																											
chr16	33566595	33566595	1	+	RNU6-76P	-	FALSE	FALSE																																																																																							3				
chr16	46842797	46842797	1	+	C16orf87	-	FALSE	FALSE																400																																																																											
chr16	46855641	46855641	1	+	C16orf87	-	FALSE	FALSE																																																																										27																	
chr16	47459846	47459846	1	+	ITFG1	-	FALSE	FALSE						12																																																																																					
chr16	47483273	47483273	1	-	ITFG1	-	FALSE	FALSE																																																																					181																						
chr16	48337870	48337870	1	+	LONP2	+	FALSE	FALSE																																																														1813																													
chr16	48400804	48400804	1	-	SIAH1	-	FALSE	FALSE																																																																	1																										
chr16	48620875	48620875	1	-	MIR5095	+	FALSE	FALSE						121																																																																																					
chr16	49480217	49480217	1	-	ZNF423	-	FALSE	FALSE																																																																							2																				
chr16	50240327	50240327	1	+	PAPD5	+	FALSE	FALSE																		3																															2																																										
chr16	50796265	50796265	1	-	CYLD	+	FALSE	FALSE								39																																																																																			
chr16	50810749	50810749	1	+	CYLD	+	FALSE	FALSE																58																																																																											
chr16	50811738	50811738	1	+	CYLD	+	FALSE	FALSE																																																																					2902																						
chr16	53198277	53198277	1	-	CHD9	+	FALSE	FALSE																																																				1964																																							
chr16	53200683	53200683	1	-	CHD9	+	FALSE	FALSE																869																																																																											
chr16	53256306	53256306	1	+	CHD9	+	FALSE	FALSE																																																											1471																																
chr16	53265301	53265301	1	-	CHD9	+	FALSE	FALSE																																																											236																																
chr16	53707578	53707578	1	-	RPGRIP1L	-	FALSE	FALSE						48																																																																																					
chr16	53715476	53715476	1	-	RPGRIP1L	-	FALSE	FALSE						1																																																																																					
chr16	54022562	54022562	1	+	FTO-IT1	+	FALSE	FALSE																																																																												2009															
chr16	55568577	55568577	1	+	LPCAT2	+	FALSE	FALSE																		6917																																																																									
chr16	55607063	55607063	1	-	LPCAT2	+	FALSE	FALSE												1																																																																															
chr16	56246368	56246368	1	-	DKFZP434H168	-	FALSE	FALSE						89																																																																																					
chr16	56525009	56525009	1	+	BBS2	-	FALSE	FALSE																		606																																																																									
chr16	56777539	56777539	1	+	NUP93	+	FALSE	FALSE												2281																																																																															
chr16	57030087	57030087	1	+	CETP	+	FALSE	FALSE																																																																						7																					
chr16	57232917	57232917	1	+	RSPRY1	+	FALSE	FALSE																																																																																		937									
chr16	57266883	57266883	1	+	RSPRY1	+	FALSE	FALSE																																																1775																																								3287			
chr16	57590232	57590232	1	-	GPR114	+	FALSE	FALSE																1519																																																																											
chr16	57631616	57631616	1	+	GPR114	+	FALSE	FALSE																																																														4706										3218																			
chr16	58577990	58577990	1	+	CNOT1	-	FALSE	FALSE																																																																							1530																				
chr16	58609080	58609080	1	+	CNOT1	-	FALSE	FALSE																																																											911																																
chr16	64976450	64976450	1	-	CDH11	-	FALSE	FALSE																																																								1																																			
chr16	66671488	66671488	1	+	CMTM4	-	FALSE	FALSE																14																																																																											
chr16	66702697	66702697	1	+	CMTM4	-	FALSE	FALSE						57																																																																																					
chr16	66727146	66727146	1	-	CMTM4	-	FALSE	FALSE						26																																																																																					
chr16	67070375	67070375	1	+	CBFB	+	FALSE	FALSE																																		547																																																									
chr16	67092329	67092329	1	-	CBFB	+	FALSE	FALSE							17																																																																																				
chr16	67094716	67094716	1	+	CBFB	+	FALSE	FALSE																																			82																																																								
chr16	67121617	67121617	1	-	CBFB	+	FALSE	FALSE						3																																																																																					
chr16	67243702	67243702	1	-	LRRC29	-	FALSE	FALSE																																1																																																											
chr16	67277208	67277208	1	-	FHOD1	-	FALSE	FALSE																																	6																																					5																					
chr16	67546547	67546547	1	-	LOC100505942	-	FALSE	FALSE																																																																																							1				
chr16	67604967	67604967	1	+	CTCF	+	FALSE	FALSE																																		230																																						162																			
chr16	67609790	67609790	1	+	CTCF	+	FALSE	FALSE												130																																																																															
chr16	67611826	67611826	1	+	CTCF	+	FALSE	FALSE																																																																								2653																			
chr16	67630986	67630986	1	+	CTCF	+	FALSE	FALSE																2																																																																											
chr16	67655058	67655058	1	+	CTCF	+	FALSE	FALSE																		183																																																																									
chr16	67802891	67802891	1	-	RANBP10	-	FALSE	FALSE																																																																																							91				
chr16	67829450	67829450	1	+	RANBP10	-	FALSE	FALSE						2																																																																																					
chr16	68123056	68123056	1	-	NFATC3	+	FALSE	FALSE																																																																		1034																									
chr16	68123649	68123649	1	+	NFATC3	+	FALSE	FALSE					85										6																																																									1																			
chr16	68149745	68149745	1	+	NFATC3	+	FALSE	FALSE					3																																																																																						
chr16	68162356	68162356	1	-	NFATC3	+	FALSE	FALSE																																	557																																																										
chr16	68163834	68163834	1	-	NFATC3	+	FALSE	FALSE																																								9328						411																																													
chr16	68165536	68165536	1	-	NFATC3	+	FALSE	FALSE																																																																																			560								
chr16	68168819	68168819	1	+	NFATC3	+	FALSE	FALSE														2628																																																																													
chr16	68173098	68173098	1	-	NFATC3	+	FALSE	FALSE																																																																																										3	
chr16	68173788	68173788	1	+	NFATC3	+	FALSE	FALSE																																																																																							38				
chr16	68185047	68185047	1	+	NFATC3	+	FALSE	FALSE																																																																	1069																										
chr16	68186843	68186843	1	+	NFATC3	+	FALSE	FALSE																																																																																							617				
chr16	68200710	68200710	1	+	NFATC3	+	FALSE	FALSE																													2531																																																														
chr16	68201409	68201409	1	-	NFATC3	+	FALSE	FALSE						213																																																																																					
chr16	68209847	68209847	1	-	NFATC3	+	FALSE	FALSE											15																																																																																
chr16	68240307	68240307	1	+	NFATC3	+	FALSE	FALSE																		16																																																																									
chr16	69061380	69061380	1	-	TANGO6	+	FALSE	FALSE																																4																																																											
chr16	69168476	69168476	1	+	CIRH1A	+	FALSE	FALSE																																																											3																																
chr16	69467913	69467913	1	+	CYB5B	+	FALSE	FALSE														737																																																																													
chr16	69637961	69637961	1	+	NFAT5	+	FALSE	FALSE																																																		220																											48														
chr16	69658661	69658661	1	+	NFAT5	+	FALSE	FALSE																																																																																		1									
chr16	69663334	69663334	1	+	NFAT5	+	FALSE	FALSE																															6776																																						1902																						
chr16	69664619	69664619	1	+	NFAT5	+	FALSE	FALSE																							281																																																																				
chr16	69679940	69679940	1	+	NFAT5	+	FALSE	FALSE															2																																																																												
chr16	69680676	69680676	1	-	NFAT5	+	FALSE	FALSE																																208																																																											
chr16	69680861	69680861	1	+	NFAT5	+	FALSE	FALSE																					33																																																																						
chr16	69707080	69707080	1	+	NFAT5	+	FALSE	FALSE																																																								2379																																			
chr16	69713675	69713675	1	+	NFAT5	+	FALSE	FALSE						384																																																																																					
chr16	69724120	69724120	1	+	NFAT5	+	FALSE	FALSE																																																																																							722				
chr16	69735346	69735346	1	-	NFAT5	+	FALSE	FALSE								24																																																																																			
chr16	69834238	69834238	1	-	WWP2	+	FALSE	FALSE										3958																																																																																	
chr16	69871782	69871782	1	-	WWP2	+	FALSE	FALSE																																103																																																											
chr16	69915069	69915069	1	+	WWP2	+	FALSE	FALSE															171																																																																												
chr16	70093929	70093929	1	+	PDXDC2P	-	FALSE	FALSE					211					362										548																																																																							
chr16	70240253	70240253	1	-	SMG1P7	-	FALSE	FALSE																																																																							1					14															
chr16	70264906	70264906	1	-	SMG1P7	-	FALSE	FALSE				33																																																																																							
chr16	70266399	70266399	1	-	SMG1P7	-	FALSE	FALSE																																																								12																																			
chr16	71835002	71835002	1	+	AP1G1	-	FALSE	FALSE				6																															27																																																								
chr16	71959803	71959803	1	-	IST1	+	FALSE	FALSE																							62																																																15																				
chr16	74554282	74554282	1	-	GLG1	-	FALSE	FALSE																																														22																																													
chr16	74692130	74692130	1	-	RFWD3	-	FALSE	FALSE																																																																						385																					
chr16	74964620	74964620	1	-	WDR59	-	FALSE	FALSE																																																																							43																				
chr16	74999386	74999386	1	+	WDR59	-	FALSE	FALSE														162																																																																													
chr16	77235821	77235821	1	+	MON1B	+	FALSE	FALSE					11																																																																																						
chr16	79207035	79207035	1	-	WWOX	+	FALSE	FALSE																																88																																																											
chr16	79259202	79259202	1	-	WWOX	+	FALSE	FALSE																																																																																										1	
chr16	79649385	79649385	1	+	MAF	-	FALSE	FALSE																																293																																																											
chr16	81011545	81011545	1	-	CMC2	-	FALSE	FALSE						300																																																																																					
chr16	81016175	81016175	1	-	CMC2	-	FALSE	FALSE																																																						271																																					
chr16	81353229	81353229	1	-	GAN	+	FALSE	FALSE																																																																																		614									
chr16	83038213	83038213	1	-	LOC101928417	-	FALSE	FALSE																																																																																								6			
chr16	83783693	83783693	1	-	CDH13	+	FALSE	FALSE																																																																																			6								
chr16	83940944	83940944	1	+	MLYCD	+	FALSE	FALSE																																																																								2																			
chr16	84795104	84795104	1	-	USP10	+	FALSE	FALSE						57																																																																																					
chr16	84888101	84888101	1	-	CRISPLD2	+	FALSE	FALSE																															1																																																												
chr16	85186509	85186509	1	-	LOC400548	+	FALSE	FALSE																																																																																	1										
chr16	85485794	85485794	1	-	MIR5093	-	FALSE	FALSE																591																																																																											
chr16	85677820	85677820	1	-	GSE1	+	FALSE	FALSE																																																																																									865		
chr16	87040712	87040712	1	+	LOC440390	+	FALSE	FALSE																																																																						5																					
chr16	87479202	87479202	1	-	ZCCHC14	-	FALSE	FALSE																																																																																							766				
chr16	87898647	87898647	1	-	SLC7A5	-	FALSE	FALSE																												17																																																															
chr16	87982174	87982174	1	-	BANP	+	FALSE	FALSE																																																																						2841																					
chr16	87997166	87997166	1	+	BANP	+	FALSE	FALSE					87																																																				16566															125	11904											413							
chr16	88005683	88005683	1	-	BANP	+	FALSE	FALSE																																																																												158															
chr16	88651947	88651947	1	-	ZC3H18	+	FALSE	FALSE																																																																													9468														
chr16	88653041	88653041	1	-	ZC3H18	+	FALSE	FALSE																															2642																																																												
chr16	88733328	88733328	1	-	SNAI3-AS1	+	FALSE	FALSE																																																																																			69								
chr16	88790419	88790419	1	+	PIEZO1	-	FALSE	FALSE																																																																													4023														
chr16	88830147	88830147	1	+	PIEZO1	-	FALSE	FALSE																																																											182																																
chr16	88844486	88844486	1	+	PIEZO1	-	FALSE	FALSE																																																																																			76								
chr16	88941687	88941687	1	+	CBFA2T3	-	FALSE	FALSE																																																																																		5499									
chr16	89039040	89039040	1	+	CBFA2T3	-	FALSE	FALSE																																																								340																																			
chr16	89407583	89407583	1	+	LOC100287036	+	FALSE	FALSE																																107																																																											
chr16	89414635	89414635	1	+	LOC100287036	+	FALSE	FALSE																								230																																																1597																			
chr16	89467726	89467726	1	-	ANKRD11	-	FALSE	FALSE															368															37																																																													
chr16	89480664	89480664	1	-	ANKRD11	-	FALSE	FALSE				98																																																																																							
chr16	89481196	89481196	1	-	ANKRD11	-	FALSE	FALSE																																																																																							89				
chr16	89493832	89493832	1	+	LOC101927817	+	FALSE	FALSE															1606																																																																												
chr16	89495303	89495303	1	+	LOC101927817	+	FALSE	FALSE						8																																																																																					
chr16	89505572	89505572	1	+	LOC101927817	+	FALSE	FALSE						111																																																																																					
chr16	89517700	89517700	1	-	LOC101927817	+	FALSE	FALSE																																														9																																													
chr16	89543077	89543077	1	-	ANKRD11	-	FALSE	FALSE				279																																																																																							
chr16	89582770	89582770	1	-	SPG7	+	FALSE	FALSE																12																																																																											
chr16	89584932	89584932	1	-	SPG7	+	FALSE	FALSE																																																											244																																
chr16	89593974	89593974	1	-	SPG7	+	FALSE	FALSE														5382																																																																													
chr16	89781584	89781584	1	+	VPS9D1	-	FALSE	FALSE					61																																									510																																													
chr16	89798553	89798553	1	+	ZNF276	+	FALSE	FALSE																																																	578																																										
chr16	89801246	89801246	1	+	ZNF276	+	FALSE	FALSE																																64																																																											
chr16	89828608	89828608	1	-	FANCA	-	FALSE	FALSE						467																																																																																					
chr16	89836503	89836503	1	-	FANCA	-	FALSE	FALSE						69																																																																																					
chr16	89838338	89838338	1	-	FANCA	-	FALSE	FALSE																																					2274																																																						
chr16	89843334	89843334	1	+	FANCA	-	FALSE	FALSE																																																																																							38				
chr16	89844938	89844938	1	-	FANCA	-	FALSE	FALSE																																																																																			33								
chr16	89849639	89849639	1	+	FANCA	-	FALSE	FALSE																																																											879																																
chr16	89851567	89851567	1	+	FANCA	-	FALSE	FALSE																													565																																																														
chr16	89862027	89862027	1	-	FANCA	-	FALSE	FALSE																																																														74																													
chr16	89880546	89880546	1	-	FANCA	-	FALSE	FALSE																																1691																																																											
chr16	89937927	89937927	1	+	SPIRE2	+	FALSE	FALSE																																																											4871																																
chr16	89948561	89948561	1	-	TCF25	+	FALSE	FALSE					529																																																									10948																													
chr16	89967760	89967760	1	+	TCF25	+	FALSE	FALSE																																																	1																																										
chr16	89968756	89968756	1	+	TCF25	+	FALSE	FALSE																																																	9																																										
chr16	89969123	89969123	1	+	TCF25	+	FALSE	FALSE																																																	3																																										
chr16	90097400	90097400	1	-	GAS8	+	FALSE	FALSE				2234																																													7	6301											72								2113																						
chr17	77074	77074	1	-	RPH3AL	-	FALSE	FALSE																														1275																																																													
chr17	128669	128669	1	-	RPH3AL	-	FALSE	FALSE																		1463																																																																									
chr17	286574	286574	1	+	FAM101B	-	FALSE	FALSE																																																																				2108																							
chr17	430121	430121	1	+	VPS53	-	FALSE	FALSE																																		3517																																																									
chr17	1036983	1036983	1	-	ABR	-	FALSE	FALSE																																														1769																																													
chr17	1256072	1256072	1	-	YWHAE	-	FALSE	FALSE																																									3																																																		
chr17	1265041	1265041	1	+	YWHAE	-	FALSE	FALSE																																																																							2073																				
chr17	1280645	1280645	1	-	YWHAE	-	FALSE	FALSE																															73																																																											1	
chr17	1285109	1285109	1	+	YWHAE	-	FALSE	FALSE										148																																																																																	
chr17	1292095	1292095	1	+	YWHAE	-	FALSE	FALSE																116																																																																											
chr17	1293344	1293344	1	-	YWHAE	-	FALSE	FALSE																																														931																																													
chr17	1294449	1294449	1	+	YWHAE	-	FALSE	FALSE																																												4																																															
chr17	1340536	1340536	1	+	CRK	-	FALSE	FALSE																																																					22																																						
chr17	1427018	1427018	1	+	PITPNA	-	FALSE	FALSE																														32																																																													
chr17	1430980	1430980	1	+	PITPNA	-	FALSE	FALSE														1470																																																																													
chr17	1490494	1490494	1	-	SLC43A2	-	FALSE	FALSE										1438																																																																																6373	
chr17	1543820	1543820	1	+	SCARF1	-	FALSE	FALSE																															2426																																																												
chr17	1567680	1567680	1	+	PRPF8	-	FALSE	FALSE																																																																								17																			
chr17	1674445	1674445	1	-	SERPINF1	+	FALSE	FALSE																																																																									1																		
chr17	1706112	1706112	1	-	SMYD4	-	FALSE	FALSE																																																													3150																	619													
chr17	1709975	1709975	1	-	SMYD4	-	FALSE	FALSE									11																																																																																		
chr17	1724381	1724381	1	+	SMYD4	-	FALSE	FALSE																																																																												48															
chr17	1736622	1736622	1	-	RPA1	+	FALSE	FALSE																																												481																																															
chr17	1740681	1740681	1	+	RPA1	+	FALSE	FALSE																												11																																																															
chr17	1745752	1745752	1	-	RPA1	+	FALSE	FALSE																																															81																																												
chr17	1774878	1774878	1	+	RPA1	+	FALSE	FALSE																																288																																																											
chr17	1795239	1795239	1	-	RPA1	+	FALSE	FALSE																																																																																							595				
chr17	1796080	1796080	1	-	RPA1	+	FALSE	FALSE																																																												2325		6578										2989											1352								
chr17	1890376	1890376	1	+	RTN4RL1	-	FALSE	FALSE																																																1																																											
chr17	1985711	1985711	1	+	SMG6	-	FALSE	FALSE																308																																																																											
chr17	2009712	2009712	1	-	SMG6	-	FALSE	FALSE																																	755																																																										
chr17	2035877	2035877	1	-	SMG6	-	FALSE	FALSE																																																																					1																						
chr17	2042818	2042818	1	+	SMG6	-	FALSE	FALSE																																																																								1																			
chr17	2048920	2048920	1	-	SMG6	-	FALSE	FALSE																														5																																																													
chr17	2049699	2049699	1	+	SMG6	-	FALSE	FALSE																																																																							643																				
chr17	2064228	2064228	1	+	SMG6	-	FALSE	FALSE																																																						652																																					
chr17	2069175	2069175	1	+	SMG6	-	FALSE	FALSE																																																																												2229															
chr17	2106521	2106521	1	-	SMG6	-	FALSE	FALSE																																																																						2300																					
chr17	2111079	2111079	1	+	SMG6	-	FALSE	FALSE																40																																																																											
chr17	2115687	2115687	1	+	LOC101927839	+	FALSE	FALSE						3																																																																																					
chr17	2124078	2124078	1	-	LOC101927839	+	FALSE	FALSE																				839																																																																							
chr17	2135650	2135650	1	-	LOC101927839	+	FALSE	FALSE																																																																																									83		
chr17	2143708	2143708	1	+	SMG6	-	FALSE	FALSE																																																				62																																							
chr17	2147059	2147059	1	-	SMG6	-	FALSE	FALSE						15																																																																																					
chr17	2166360	2166360	1	+	SMG6	-	FALSE	FALSE																																												441																																															
chr17	2169398	2169398	1	-	SMG6	-	FALSE	FALSE																																6																																																											
chr17	2180042	2180042	1	-	SMG6	-	FALSE	FALSE																																																																										715																	
chr17	2182852	2182852	1	+	SMG6	-	FALSE	FALSE																																																																																							39				
chr17	2199858	2199858	1	-	SMG6	-	FALSE	FALSE																																																								2162																																			
chr17	2354396	2354396	1	+	METTL16	-	FALSE	FALSE																																																									1																																		
chr17	2363415	2363415	1	-	METTL16	-	FALSE	FALSE					374																																																																					130																	
chr17	2364206	2364206	1	+	METTL16	-	FALSE	FALSE																																																				264																																							
chr17	2399325	2399325	1	+	METTL16	-	FALSE	FALSE																							2																																					13																															
chr17	2400278	2400278	1	-	METTL16	-	FALSE	FALSE						4																																																																																					
chr17	2501050	2501050	1	-	PAFAH1B1	+	FALSE	FALSE																																																																							1594																				
chr17	2522408	2522408	1	-	PAFAH1B1	+	FALSE	FALSE																												276																					995																																										
chr17	2540451	2540451	1	+	PAFAH1B1	+	FALSE	FALSE																																																																																										1	
chr17	2577889	2577889	1	-	PAFAH1B1	+	FALSE	FALSE																																																																								3723																			
chr17	2585736	2585736	1	-	PAFAH1B1	+	FALSE	FALSE																																																																						1965																					
chr17	2871707	2871707	1	-	LOC101927911	-	FALSE	FALSE																																	1372																																																										
chr17	2872504	2872504	1	+	LOC101927911	-	FALSE	FALSE																																																100																																											
chr17	2881805	2881805	1	+	RAP1GAP2	+	FALSE	FALSE				311																																																																																							
chr17	3346737	3346737	1	+	SPATA22	-	FALSE	FALSE																																																																									3878																		
chr17	3736977	3736977	1	+	C17orf85	-	FALSE	FALSE					3																																																																																						
chr17	3737398	3737398	1	-	C17orf85	-	FALSE	FALSE																																																																																											2359
chr17	3743580	3743580	1	+	C17orf85	-	FALSE	FALSE																																1289																																																											
chr17	3841328	3841328	1	+	ATP2A3	-	FALSE	FALSE																																																																																							458				
chr17	3900173	3900173	1	+	ZZEF1	-	FALSE	FALSE																																1																																																											
chr17	3932017	3932017	1	-	ZZEF1	-	FALSE	FALSE																526																																																																											
chr17	3941406	3941406	1	+	ZZEF1	-	FALSE	FALSE																																												43																																															
chr17	3945932	3945932	1	+	ZZEF1	-	FALSE	FALSE										36																																																																																	
chr17	3949517	3949517	1	-	ZZEF1	-	FALSE	FALSE																																25																																																											
chr17	3970182	3970182	1	-	ZZEF1	-	FALSE	FALSE														65										77																																																																			
chr17	3987173	3987173	1	+	ZZEF1	-	FALSE	FALSE																											479																																																																
chr17	3996669	3996669	1	+	ZZEF1	-	FALSE	FALSE																																																																19325																											
chr17	4010532	4010532	1	-	ZZEF1	-	FALSE	FALSE									47																																																																																		
chr17	4012840	4012840	1	-	ZZEF1	-	FALSE	FALSE						23																																																																																					
chr17	4130739	4130739	1	+	ANKFY1	-	FALSE	FALSE																																																																																		183									
chr17	4132455	4132455	1	-	ANKFY1	-	FALSE	FALSE																																																					1815																																						
chr17	4136245	4136245	1	+	ANKFY1	-	FALSE	FALSE																																																													949																														
chr17	4151361	4151361	1	+	ANKFY1	-	FALSE	FALSE																									1094																																																																		
chr17	4183127	4183127	1	+	UBE2G1	-	FALSE	FALSE																												1856																																																															
chr17	4186051	4186051	1	+	UBE2G1	-	FALSE	FALSE																																																													1159																														
chr17	4193091	4193091	1	+	UBE2G1	-	FALSE	FALSE						162																																																																																					
chr17	4193139	4193139	1	+	UBE2G1	-	FALSE	FALSE																																																																										1																	
chr17	4197229	4197229	1	-	UBE2G1	-	FALSE	FALSE																																																																																							245				
chr17	4206813	4206813	1	+	UBE2G1	-	FALSE	FALSE																																																								2																																			
chr17	4213497	4213497	1	+	UBE2G1	-	FALSE	FALSE																																																																																										8	
chr17	4218068	4218068	1	+	UBE2G1	-	FALSE	FALSE																														1415																																																													
chr17	4223760	4223760	1	+	UBE2G1	-	FALSE	FALSE																			2391																																																																								
chr17	4223968	4223968	1	-	UBE2G1	-	FALSE	FALSE																	431																																																																										
chr17	4225118	4225118	1	-	UBE2G1	-	FALSE	FALSE					6																				103											2008	7348																					5586			7								2884			79	556	255								3193									
chr17	4225491	4225491	1	+	UBE2G1	-	FALSE	FALSE																														588																																																													
chr17	4226604	4226604	1	+	UBE2G1	-	FALSE	FALSE																																																																									228																		
chr17	4227260	4227260	1	+	UBE2G1	-	FALSE	FALSE																																																														199																													
chr17	4228922	4228922	1	-	UBE2G1	-	FALSE	FALSE																																																																													31														
chr17	4233591	4233591	1	-	UBE2G1	-	FALSE	FALSE											3																																																																																
chr17	4234841	4234841	1	+	UBE2G1	-	FALSE	FALSE																																																																																							268				
chr17	4240342	4240342	1	-	UBE2G1	-	FALSE	FALSE																																																																		5192																									
chr17	4241872	4241872	1	-	UBE2G1	-	FALSE	FALSE																																	704																											334																															
chr17	4246993	4246993	1	+	UBE2G1	-	FALSE	FALSE																																																																									1																		
chr17	4249299	4249299	1	+	UBE2G1	-	FALSE	FALSE																		50																																																																									
chr17	4254651	4254651	1	+	UBE2G1	-	FALSE	FALSE											9																																																																																
chr17	4257803	4257803	1	+	UBE2G1	-	FALSE	FALSE																																																													703																														
chr17	4338190	4338190	1	-	SPNS3	+	FALSE	FALSE														12																																																																													
chr17	4340690	4340690	1	+	SPNS3	+	FALSE	FALSE																		3																																																																									
chr17	4368647	4368647	1	-	SPNS3	+	FALSE	FALSE																		1104																																																																									
chr17	4374717	4374717	1	-	SPNS3	+	FALSE	FALSE																																																									1686																																		
chr17	4386578	4386578	1	+	SPNS3	+	FALSE	FALSE																																																					1839																																						
chr17	4398858	4398858	1	+	SPNS2	+	FALSE	FALSE																2																																																																											
chr17	4445432	4445432	1	-	MYBBP1A	-	FALSE	FALSE																518																																																																											
chr17	4454670	4454670	1	-	MYBBP1A	-	FALSE	FALSE						5																																																																																					
chr17	4596535	4596535	1	+	PELP1	-	FALSE	FALSE																																														170																241																													
chr17	4599685	4599685	1	-	PELP1	-	FALSE	FALSE									1237																																																																																		
chr17	4604284	4604284	1	-	PELP1	-	FALSE	FALSE													63																																																																														
chr17	4617061	4617061	1	+	ARRB2	+	FALSE	FALSE																																																														6																													
chr17	4631310	4631310	1	+	MED11	+	FALSE	FALSE																					41																																																																						
chr17	4701578	4701578	1	-	PSMB6	+	FALSE	FALSE																																																																													2277														
chr17	4728349	4728349	1	+	PLD2	+	FALSE	FALSE																																																	1251																																										
chr17	4863466	4863466	1	+	SPAG7	-	FALSE	FALSE																																																																			253																								
chr17	4878649	4878649	1	+	CAMTA2	-	FALSE	FALSE																			8																																																																								
chr17	5048518	5048518	1	-	USP6	+	FALSE	FALSE																														4																																																													
chr17	5051377	5051377	1	-	USP6	+	FALSE	FALSE																																																																			25																								
chr17	5195534	5195534	1	+	RABEP1	+	FALSE	FALSE																																																														1315																													
chr17	5198660	5198660	1	+	RABEP1	+	FALSE	FALSE																																																																							924																				
chr17	5198716	5198716	1	-	RABEP1	+	FALSE	FALSE																																																																																		6									
chr17	5200545	5200545	1	+	RABEP1	+	FALSE	FALSE							934																																																																																				
chr17	5202424	5202424	1	-	RABEP1	+	FALSE	FALSE																																																																													230														
chr17	5205052	5205052	1	-	RABEP1	+	FALSE	FALSE																																														1750																																													
chr17	5207062	5207062	1	-	RABEP1	+	FALSE	FALSE																																						1																																																					
chr17	5215865	5215865	1	-	RABEP1	+	FALSE	FALSE																																																																								1800																			
chr17	5232878	5232878	1	+	RABEP1	+	FALSE	FALSE																																																																				2508																							
chr17	5233264	5233264	1	+	RABEP1	+	FALSE	FALSE																																																																												6															
chr17	5233969	5233969	1	+	RABEP1	+	FALSE	FALSE																																																																																										121	
chr17	5237476	5237476	1	+	RABEP1	+	FALSE	FALSE					1329																																																																																						
chr17	5238730	5238730	1	-	RABEP1	+	FALSE	FALSE																																																																																			387								
chr17	5240670	5240670	1	-	RABEP1	+	FALSE	FALSE																																																																															4												
chr17	5241175	5241175	1	-	RABEP1	+	FALSE	FALSE					4																																																																																						
chr17	5244914	5244914	1	-	RABEP1	+	FALSE	FALSE																																	44																																																										
chr17	5311292	5311292	1	+	NUP88	-	FALSE	FALSE																																																																																				4753							
chr17	5470499	5470499	1	-	NLRP1	-	FALSE	FALSE							234																																																																																				
