#eID Symbol logFC P.Value
14326 SLC26A10 0.653841950728455 0.3383108444279
19901 MTMR8 1.56480802558446 0.338344987591753
7603 CCDC130 0.261987498235587 0.338378186818354
18809 GLTSCR1 0.321459096532732 0.338615028273743
1719 GAS7 -0.376335246289701 0.338617558362261
19422 GID4 -0.313108451518637 0.338867290270233
1176 JAK1 -0.258770976275091 0.338895640144461
6483 AGXT 1.10181332403293 0.338923868191894
16340 NA -0.965612310314865 0.339023762621373
20986 TCL6 1.05382114089804 0.339134711947127
1486 PPP1R12B 0.773583301230027 0.339158767072794
19235  -1.36361781015037 0.339218426793819
13759 NA -1.0058090239194 0.339238925421548
21258 PDPN -0.981837804156404 0.339267624411798
19542 MFSD12 0.251830537862552 0.339318073005752
10207 EPB42 -0.713310087048158 0.339359202976248
17355 GMPR2 -0.255119306447584 0.339381907828699
12598 OTUD3 -0.405979375498238 0.339480044225981
7446 LCN1 -0.830489997413086 0.339522047428959
3225 FRZB -0.652106166202195 0.339644794784041
16470  -0.368833751191966 0.339672426003864
19873 RBM26 -0.883745240046774 0.339710678578545
21858 MTM1 1.3205042025472 0.339734152689909
10228 NF2 1.56499509601633 0.339735937436834
39  -0.194871088726764 0.339761021994584
13044 SLC1A1 0.299193496080834 0.339766514264869
11237 TNFRSF25 0.936988725203328 0.339824348200218
10822 NA 1.1006135448298 0.339861177759693
18540 C2orf47 0.263520346093352 0.339870447177112
19774 CAMSAP1 -0.650428238322324 0.339908078406547
182 P4HB -0.191486797935427 0.339972840767102
11551  -0.212659429392631 0.339985734553193
15262 NA 1.01155216069189 0.34008688188081
16622 NA 0.307659740107993 0.340159497122601
17709 RCOR3 -0.316511818597769 0.340166411879241
22132 CC2D1A 0.251562936109833 0.34021428768619
21023 SLC22A7 -0.565923291728125 0.340297984342741
1012 SUPT4H1 -0.230845459790313 0.340318016227793
520 IPO7 -0.222778244951304 0.340322714409034
16270 CHRNA4 -0.541868161739501 0.340332585167692
4144 ACD 0.237491624722763 0.340389412654136
18620 SH3TC1 -0.247658888768632 0.340416394088839
18695 KLHDC8A 0.216725178719528 0.340615777490604
165 PTPRF -0.246875993586499 0.340628948251666
13758 NA 0.270751240490148 0.340642297064882
12010 STX10 -0.310400871839005 0.340669076816017
1946 YIF1A -0.343715194803876 0.340795263708957
20218 NA -0.582121430722818 0.340829813763442
10617 GPR45 0.953511653305593 0.340948064402708
20170 GNG13 -1.02896072100706 0.341039310444137
9176 CCDC93 -0.319873926865377 0.341092797352551
3781 VDR -0.260841117743573 0.341239748262984
10706 TBX1 -0.984757575447624 0.341262299229682
13368 SETD4 0.207827607614156 0.341304818121171
15875 NA 1.13916858495653 0.34141676539767
1302 NCAPD2 -0.220118575549174 0.341461534336561
11751 ZNF292 -0.79488086914069 0.341518264077142
17243 CDC27 1.10961583627572 0.341556734518638
11513 RANGAP1 0.268052400786416 0.341565723952716
16238 NA 1.07413080711215 0.341577846858636
4315 PPOX -0.219260703280322 0.341624035294065
5540 ACTL6B -0.881285396591575 0.341696011647761
8904 GGA3 0.199709919944338 0.341708933518461
18505 AMBRA1 0.242990651857271 0.341810759254905
21619  0.346678220600751 0.342064570220511
9989 NQO1 -0.197395479266381 0.342082842547458
13057 PMS1 -0.752662479173572 0.342184313267263
7016 ZNF76 -0.669345272261034 0.34233505049568
12321 COL6A1 -0.919184530567128 0.342341248295242
6035 PIP -1.01961753375438 0.342419205314656
4247 DNAJC6 -0.857771663751371 0.342473485371294
17656 LAMTOR2 -0.205673690483188 0.34249158437205
8869 SCAF11 -0.790146136917513 0.342504482443877
14454 AGAP2 0.856538178795907 0.342624009781889
675 TIMP3 0.340789271009485 0.342635539883284
11858 MICAL2 0.203751216898064 0.342652703349522
7675 CHIT1 -0.924647413987392 0.342718309796576
21793 NEFH -1.11895214273011 0.34280542474869
10669 CYP4A11 -0.984127326589086 0.342850750701173
8167 SERINC1 0.339067962653822 0.342983033979956
3797 SKI 0.228031613702718 0.343094509986249
21878 MRC2 0.212802158748794 0.343112848992571
11043 IGHV4-34 -0.852989097396071 0.343137441064534
1952 MAP2K2 -0.224813627125602 0.343208585985548
4018 PDE4D -1.11598205114434 0.343307238750522
9417 MFSD2B 1.2103825585352 0.343321687501991
6120 PASK 0.610932781221776 0.343330910626636
17500 ERGIC2 0.409917319500458 0.343442529319272
16748 NA 0.714906474403266 0.343468065573558
8378 UBR5 -1.13788068321645 0.343580583645498
5407 PRKD1 -1.33793526650834 0.343603235366625
10315 ATM -0.389070268627115 0.343621495161376
317 ECH1 -0.268328487885938 0.343691961995453
15226 NA 1.15543933474085 0.34374206824537
4717 PLS1 0.325318593940414 0.343769492035231
2601 MYO1E -0.315488292455055 0.343779955201007
6071 CD28 -0.699315016803987 0.34380802515352
1201 GYS1 -0.235507515805665 0.343818989156555
9291 DCLRE1A 0.872524667947671 0.343879044762233
2285 NELFB -0.217236655569275 0.343986511991232
12928 CAND2 -0.461853018080495 0.344057304501639
3238 HIBCH 0.706794417965227 0.34407414559119
15829 PQLC3 -0.706907001147181 0.344089916006445
3953 TMED2 0.411557231674174 0.344143824814878
15164 NA 1.40500429699028 0.344144958277299
2272 SLC20A2 0.319026036608601 0.344193436718284
9661 TRIM15 -0.212388628989642 0.344235760520099
3096 OFD1 -0.288853347151253 0.344249502139771
1422 SSR1 0.299212057071267 0.344278374122688
14606 ARHGAP44 -0.739912529570963 0.344358230263606
12520 PTPN2 -0.286585011651173 0.344363404396054
2268 ACY1 -0.237430176816467 0.344428152419345
12481 RQCD1 0.379215333321699 0.344486264497359
959 DPYSL3 1.32728421776325 0.344534858349272
14292 NA 0.902606416168897 0.344544994907724
14004 GANAB -0.217061806369172 0.344650032610072
7201 PAX3 -1.34365786786538 0.344691717592681
14230 RALGAPA1P 1.11419956105408 0.344728201412242
14354 ABCC3 -0.381541360634591 0.344753666172817
20296 NA -0.760035973064245 0.344804252283531
21644 NA -0.828670739246872 0.344873748723108
2726 CDK9 -0.26431189658893 0.344874278594307
7285 HIPK3 0.99954323408284 0.344901701352425
3334 CSH2 -0.398799070934501 0.344909259782129
346  -0.218694290430085 0.344925246414591
15378 NA 0.349629419560159 0.345002034932843
9052 DLK1 -0.542789137197449 0.345033783252168
18397 PARP8 1.55853188238787 0.345038128955144
16303 APC -0.454746174502991 0.345043646299315
4216 HHEX -0.794126186821629 0.345211226660306
18323 HOXC10 0.69752203957869 0.345329978972066
4923 SMAD3 0.573156992974757 0.345405825731787
3926 EML2 0.645289486475039 0.345629060142302
3329 NSUN5P2 0.251586326191447 0.345697067435934
8536 UBE2G2 0.358009827600835 0.345729687024901
7294 CYP3A43 -0.611918794914541 0.345785563025279
6923 NPY5R -0.935800049438785 0.345822530339711
21087 SUB1 -0.554970219012466 0.345936706288801
3253 LAMA3 0.194063677238288 0.345954333162848
8648 TAX1BP3 0.240463876699659 0.345962946232159
21975 ZNF500 -0.261409730665078 0.346041106134813
4491 SSPN -1.19651174350366 0.346047370634023
21518 DESI2 0.773398462609731 0.346117611910232
3322 BCL7A 0.368198739500804 0.34614246483014
20208 TCEB3B 0.515085447096736 0.346272398781075
19884 NUP62CL -0.347527021197078 0.346324981670299
777 SLC2A1 0.255731068271381 0.346335500415589
6363 ALX1 -0.361909958008628 0.346420581886474
19814 NA -1.62211374567758 0.34648551975511
21641 NA -1.19892931203932 0.346673138423097
3911  0.420332488667329 0.34679612296487
20307 NDUFAF7 -0.729513559869887 0.346866649521631
1562 RB1CC1 0.839414010948832 0.346961563193368
742 PPP1R7 0.23427686718163 0.346968147302357
6061 SLC2A2 0.471679166426281 0.347009241693838
20399 TEX14 1.40391505904565 0.347141857295116
17248 MMADHC 0.307820817176767 0.347171251056898
19035 HPCAL4 0.348906897041057 0.347176121947329
12300 PHF8 -0.273033488689943 0.347184923670666
19156 NA 0.83099838069211 0.347214369443317
8917 AMACR -0.362394203386336 0.347350783297829
1594 PPFIA1 0.415109032681874 0.347356486061797
18495 UBIAD1 0.257034820844336 0.347465239507804
1254 ELAVL1 0.209528719599335 0.347492441150189
10442 TRIM23 -1.500631346253 0.34755186464607
10802 NA 1.05664166714744 0.347552151844424
11493 DHX9 1.32506094166784 0.347621196429816
6233  -0.738124324333443 0.347664961925111
4826 BTN2A2 -1.11548347134048 0.347666348412711
20425 HS3ST3B1 -1.28822880244696 0.347772869202887
16704 CTAG1A -0.602451640685868 0.347799389854478
16814 NA 0.992010495911088 0.347855909194873
9934 PCYT1B 0.680492211992053 0.347894489828713
21910 ESPL1 0.238799615014552 0.347918523807991
3412 RAB21 0.300726868972976 0.347989758351734
8840 MAF 0.964100356103816 0.34810548128908
15402 SEMG2 -1.64790912126296 0.348125762087736
9345 TRIM9 1.49251323094812 0.348182305738455
7047 IL1RL1 -0.82668232538653 0.348244850122714
21496 ZNF43 -0.631924092090085 0.348251627733709
2558 PTPRN2 0.566866866182422 0.348330503557988
3345 SF3A3 0.210878392298186 0.348346580748089
15287 NA 1.05816591041071 0.348375028364486
13468 NA -0.422262180231634 0.348440810425065
8941 HTATIP2 -0.220657048635458 0.34844455781423
14300 SPTAN1 -0.363727076257623 0.348458358007094
6929 CYP7A1 -1.7233083338141 0.348503851128337
19860 CLEC1B -0.643863678745614 0.348520904434383
20996 RPL23AP82 -0.422765647358739 0.348651555304708
21637  0.54336259391134 0.3487394923033
16681 OR7A10 -0.771351750372024 0.348784867864969
11087 MAK16 -0.271091148215604 0.348822116093319
12326 C2CD5 -0.560940532154896 0.348838130229593
13800 CYP2C9 -0.955800837575271 0.349017539669605
12683 PFAS -0.313000593897583 0.349035255478425
3774 CDK5 0.225084213205909 0.349145007166851
1786 N4BP2L2 0.391532799191299 0.349176431533303
9327 LRRN3 -0.226781316933186 0.349220368266126
9073 CD200 0.867859392962834 0.34924092055125
8938 COA1 -0.194838357204823 0.349330588493833
21822 LDB1 -0.270446555223711 0.349350937655692
1358 NET1 -0.355318269746496 0.349351623250853
8764 LAMB3 0.213250951066252 0.349410701231387
19975 DAB1 -0.439391986675418 0.349437312005734
19747 ABCG5 1.06237809715818 0.349490131200042
3458 MRPL12 -0.208413909825083 0.349516038845201
16515  -0.885453806840808 0.349654498887407
5086 PCSK5 -0.271527241625737 0.349669031116901
11501 HN1L -0.349539128988859 0.34976451497075
10647 ACSL6 -1.07376800185393 0.349867798961827
14378 DGCR9 -0.950814270528714 0.350067345625987
10754 LILRB1 0.80415144608828 0.350071419794717
11074 ARPC4 0.32049894342725 0.350230235831233
15729 SMARCE1P2 0.856808802521091 0.350246270916892
18874 POLQ 0.458185215068031 0.350462423179943
4630 C1orf61 -0.777395133534917 0.350515178784519
4724 ATP7A -0.52766663632362 0.350529556833712
873 UBE2D2 -0.232225511677477 0.350551107789497
15429 NA -0.928560293066411 0.350740921914635
10344 KIR2DP1 -0.566977620973817 0.350978364884117
16457 NCR1 0.986212402857467 0.351053536026069
21520 AKAP8L -0.771877228750098 0.351096246802555
9638 ME2 -1.14943266689901 0.351121645682059
22162 SYNRG 0.331594057542661 0.351155148609747
19522 LGALS14 -0.251079736442522 0.351159684567255
17187 WBP11 -0.206163927685694 0.351223748652908
19403 CDKAL1 1.70776421765538 0.351286708455096
16111 NA -0.549043773935862 0.351293101800272
19858 NA 0.486041951471534 0.351316567967427
12472 NA -1.05305017661605 0.351370581076446
9392 C3AR1 1.32311326554914 0.351456943358279
19434 KDM8 -0.698746592088167 0.351508013972926
18916 SVEP1 -1.07755358559676 0.351529250629467
20812 ITFG1 -0.228192535980442 0.351540714518286
18447 SHQ1 0.311990442668923 0.351658899594638
20673 FGF14 1.07333077640532 0.351775287184407
14162 MAP3K1 1.15540338375612 0.351865330268658
19527 HR -0.37518833918324 0.351922033097206
12787 NA -1.05138589519467 0.351966374693974
8868 XPC -0.315600696647815 0.352076727841562
19271 FRS3 -0.287989830884446 0.352172906039455
12772 DPY19L4 0.803456234353844 0.352182977276334
2751 RABEP1 0.879302307814513 0.352183953803886
11996 DTX4 0.190138587513085 0.352322199798042
19258 MAGEL2 -0.697703134797161 0.352370911286972
4721 PSPH -0.264296848111722 0.352397759608952
6711 BPTF 0.316158416313026 0.352468796555713
11128 IFRD2 -0.297100428384717 0.352558909637987
18946 OGFRL1 1.09681889876053 0.352591303412169
3643 IL2RG 0.663318579235552 0.352652566364974
12453 PIK3C2A 0.396730082734472 0.352670404191677
22009 HEY1 0.2417823069216 0.352711989443018
15730 NA 0.928090436314855 0.352765218765217
7330 KRT12 -1.40960623016529 0.352786409855195
15498 NA -0.437246509413949 0.352901724597149
8935 ANK3 -0.692854081781011 0.352949577628811
18134 TMEM39B 0.198083405301075 0.352964990422721
20832 GPR32 -0.759830942855655 0.35299124313633
10824 NA -1.4345935827257 0.353013540375725
12855 KCTD7 -0.272574988835415 0.35308269393364
4852 PHYHIP -1.09068592882642 0.353096668122223
16916 OR7E14P -0.268190660902089 0.353123043735829
11117 ARHGDIA 0.234762330127767 0.353216279359137
2816 NPRL3 -0.22378086477742 0.353262058835177
6787 APOF -0.93400968348666 0.35337904285534
18483 NAA38 0.279222148158635 0.353404123282745
14233  -0.531814836877711 0.353479032645089
22145 PLA2G4B 0.249039109978757 0.35352132665463
4313 IFNAR2 1.22462512191908 0.353538578927909
900 CUL3 -1.30220551781023 0.353607747836201
8149 PPP2CA 0.268476463087969 0.353625086801836
8783 NFIB 0.268563839874208 0.353682533851673
20276 RN7SL724P 1.05247482643204 0.353685788034285
10009 TRIM27 0.234468338487565 0.353736000418826
13729 NA -0.910130980080907 0.353834845672269
17255 PARVA 0.246060696938741 0.353975174110295
2642 EEF1D 0.203984525523778 0.353988605655269
20948 E2F5 0.332914249780045 0.354002870458767
6321 F2RL2 0.750512922331989 0.354051841195113
15913  0.61599896885165 0.354142296381596
14003 MINK1 -1.38626977755773 0.354222304474254
22187 MAN1B1 -0.210760559541775 0.354249280965131
16160 NA -0.794816393148474 0.354274930440243
788 SYPL1 0.225539763075546 0.354280357392194
4145 GABPB1 0.267784960050723 0.354301337071241
5612 HFE -0.308598113449 0.354337434872555
12355 APBB2 -0.990951786756399 0.354360144996938
4543 TGFA -0.461369797418698 0.354379840186623
3373 TRIM32 -0.228195603911535 0.354429655101221
6286 FCER2 -0.730881692647466 0.354438924896702
18562 GTF3C4 -0.315935547471704 0.354442110532255
21147 C6orf120 0.95390905523417 0.354442377311357
16423 ETV1 0.58593303252779 0.354446160774942
22136 NOL3 -0.235088516170245 0.354471005843001
11709 VPS13D -0.390514712128486 0.354575751541064
19642 KDM4D -1.19847283516882 0.35460761706123
16974 RPL13P5 -0.482516236413698 0.354625062338162
18644 BRWD1 1.25920252622118 0.354629503581656
21939 PRDX2 -0.210170774963569 0.354734282149626
738 DDX3X -0.2198420411374 0.354750527644105
7419 IL12B -0.773976031629121 0.354773740109383
6525 IL12RB2 0.954071256651503 0.354795798454434
16351 SPN -0.367740240119591 0.354796908335427
8776 PRKD2 -0.226975454055228 0.354919526397864
10635 TP63 0.691747586749657 0.354950734609526
14076 RIF1 1.7233083338141 0.354976391899129
20930 NOL3 -0.208932000373125 0.354987168136703
7798 CSH2 0.955023473304631 0.354988632244511
10931 GP5 1.10479376194467 0.355033249093173
2979 B3GAT3 0.254826059799741 0.355039517771272
2653 SLC11A2 -0.342479053530334 0.35504341240999
6780 LEPR 1.0091068686665 0.355122780256522
76 TAF10 -0.211677335140143 0.355132825436701
12094 NUP160 0.472466620173052 0.355186417497323
666 SSB 0.343441972389471 0.355196285316719
8878 PROSC -0.191777103952361 0.355232279004239
3675 ZP3 -0.212653488977026 0.355271980075965
20631 SGPP1 -1.09469867378721 0.355330007386791
14960 NA 1.02758936414169 0.355337216350712
14602 NHLH2 -0.585726271685239 0.355338234978257
10405 MAST4 0.635869451334481 0.355384606643138
7411 CD40LG -0.828547767260344 0.355419915152492
21038 DONSON 0.384265112501831 0.355447488036123
21536 NA -0.968963531869506 0.355469879090803
17332 FAM129A 0.276050766983994 0.355633716358193
8782 CDC42EP3 -0.316883694797624 0.355639877160268
3727 PDGFB -0.615451858358204 0.355728893434708
16210 LAMA2 1.11098787243313 0.355744672053644
21663 OR7E47P -0.245263898992347 0.355821574454826
9787 KLHL25 1.03261645992408 0.355851229872356
3418 DAPK3 0.296113627512256 0.355862034051057
609 PIP4K2B -0.301601610659626 0.355882148260446
17981 INTS12 0.357155549057524 0.355883940430598
3611 CLN5 -0.713826501173695 0.35589216677845
21790 TBXA2R -0.509557789958204 0.355945133630601
16508 BTBD7 -0.916312745277428 0.355958478147978
2459 SUCLA2 -0.235265720785921 0.355971232016181
6012 LAG3 -1.04109045830058 0.356003240726811
8110 PDIA3 0.237326388120577 0.356020560679795
16485 KIAA0930 0.201558951980801 0.356040058417715
15532 NA -0.295017428275364 0.356085543578879
242 OS9 -0.189679809135985 0.356112942177211
18305 FBXW2 0.22771319612371 0.356168873894702
8978 OSBPL1A -0.933738800029139 0.356190542508506
9384 ITSN2 -0.892013895793246 0.356205270973123
3766 NNAT 0.8589639830753 0.356214482213915
21458 NA 0.654722631381657 0.35628338713455
714 LRPAP1 0.204137214288999 0.356297864975752
10401 TSC22D2 -0.997688630332799 0.356334846606052
15815 NA 1.21759262831624 0.356381494455046
16323 WT1 -0.769374098454111 0.356401740409896
2463 HK2 -0.417823295695933 0.356415826657156
12044 IL1RN -0.304793030787778 0.356497412141761
20879 MIEF1 -0.275101813390398 0.356523199063372
15230 NA 0.876416932483906 0.356531634683264
19376 ERO1LB -1.13611428223495 0.356535381024444
18927 LINC00341 1.08691338820933 0.356556335304685
4026 NA -0.944133350501311 0.356570482115512
4179 NRF1 0.265492963148327 0.356576444473238
11947 NA 0.336106402471089 0.356579391096571
17115 UBE2Z 0.200425295911129 0.356653020312105
1028 PPP1R11 -0.218109588325772 0.356834847271538
1316 DDX42 0.209977304555313 0.356931767618306
10528 PRKD3 0.27319843566607 0.356972920714763
16946 NA -0.486477206212432 0.356973238185229
6769 CYP2A6 0.763521307992675 0.357019382014982
8408 GGA2 -0.312427985089846 0.357020107240818
585 GOLGB1 0.246865487946444 0.357022174896837
15246 ABCC10 0.208231958537398 0.357074821762432
5678  -0.606600394923341 0.357100439017615
16624 NA 0.979533151778619 0.357109909613704
15878 NA 0.609273008205773 0.357146451473386
2085 HSPA13 -0.666309133493725 0.357181038331184
16437  -1.16180894239008 0.357234561000374
13008 CLCC1 -0.365437737627905 0.357236375559538
21143 WIZ -0.270994143005316 0.357287226805094
11698 CHMP7 -0.221581889744732 0.357326040187507
5374 PRSS22 -0.214908058515737 0.357361569383507
13922 QKI -1.12136699144305 0.35742849001501
1859  -0.26466063492885 0.357470000828498
14032 MYO1C -0.237670026080909 0.357579279736581
15849 NA -0.886246808953568 0.357629800912846
18798 TREM1 -0.526359906440901 0.35764694169294
15854 C19orf10 0.183545212279894 0.357788722338038
21540  -0.864581128754456 0.357831602575783
15848 RPL23AP22 -1.04929956503744 0.357887126743701
20372 ETNPPL -1.12123224827966 0.357900357440403
21609 INTS7 0.36316826640622 0.35791845701179
13545 NA -0.586932132447652 0.358043786413945
16863 NA 0.614223678319109 0.358047721364239
22185 GPR124 -0.886398911969737 0.358050947836453
19983 CHD7 0.504857724276586 0.358122073355703
16466 ZSCAN12 0.559357301704213 0.358146713887507
17237 PIH1D1 -0.219741041877185 0.35818599570188
8336 G3BP2 0.243054433802134 0.358241503142637
3069 KLF9 -0.943915108974779 0.3583409938707
16287 SYCP1 0.583652955415236 0.358355549596701
6089 OPRL1 -0.820316889467024 0.358366150415311
20379 CDADC1 -1.08123430919395 0.358420862721713
3199 TPMT -0.476125099605332 0.358421644404172
9848 LY9 -1.06154641397578 0.358483077041735
11983 WDFY3 -0.919104746519337 0.358493451171088
5104 PYGM 0.558830578379963 0.358505414664952
11729 SULF1 -1.00851169736905 0.358514828321254
4619 ZBTB1 1.73648445520965 0.358599483809363
16495 CAMK1G -0.849324079034195 0.358652323216483
8010 MLLT4 -0.719521713092588 0.358703157876656
14385 SNHG3 -0.574349579950121 0.358830027157994
12705 SRC -0.213448973567146 0.358856477030461
21150 LDLRAP1 0.289181726461317 0.359113572248154
18123 DVL2 -0.661761781499693 0.359131614016989
9798 MSX2 -0.28175949711993 0.359186252552535
13652 NPRL3 -0.236027215285459 0.359276299543447
21160 C17orf70 -0.252257098405393 0.359338274391752
11415 NA -0.861168165504432 0.359352665047341
17492 NFYB 0.455099957380093 0.359399895083052
18819 C7orf63 0.514253334078731 0.359439726235992
20061 NA 1.3605099618322 0.359492445454437
19021 KLF3 0.270513371725194 0.359503894574721
11836 SECISBP2L 0.265380012165728 0.359631542519086
97 KXD1 -0.205152545737244 0.359654609191442
14632 CADM4 0.832499886490273 0.359718895074799
13285 MYBL1 0.514773505407937 0.359783981391124
16289 TP53I11 0.906360963101962 0.359814782102837
15479  -0.656599920741434 0.359892892915565
9283 CD69 -1.36760360186126 0.359902622078264
9822 SLC22A6 0.990400911897522 0.360053499260001
2737 RFC5 0.278909353984176 0.360138315687024
12345 SYDE1 0.777762652350637 0.360170673159812
13647 MTMR4 -0.21157394332453 0.360248759717083
8966 ENTPD1 0.72374075784104 0.360252465698421
22158 ABHD2 0.25118063797043 0.3602601888868
4985  -0.676053651426344 0.360280554911132
8681 DR1 -0.263027750524683 0.360281369037788
14954 MCM3AP 0.318134377853296 0.360379376566044
20602 FCRL2 -0.379167841249978 0.360430491475718
17633 TBC1D15 -0.317364278328495 0.360438767269205
16504 NA -0.775207526148368 0.360487989772183
18005 C11orf95 -0.318182688434637 0.360594876325843
21956 RASSF7 -0.261071085759722 0.360711735030923
1953 PPP3CA 0.442350262987597 0.360724806042398
15694 NA 1.49543830426275 0.360805179552002
925 PHGDH 0.240042863607647 0.360847133224932
19937 KLK14 0.805174937980028 0.360856957954005
11838 KIAA1279 -0.208806905525356 0.360890676464659
19784  -0.6158758352325 0.360988148660219
5273 ADAM17 1.09999241687735 0.361032772094953
7018 NA 0.789744603221906 0.361170780860255
9613 ARPC4-TTLL3 -0.318737204846411 0.361213464454693
9632 HIPK3 -1.4299158963794 0.36125065490906
2111 RANBP9 0.316670802184783 0.361286255744416
5143 GALNT8 -0.203367978423052 0.361328538893943
18284 FAM193B -0.24535021449468 0.361340478178168
19759 DNAJA4 0.542487441198977 0.361369537855353
21031 LHX3 0.223226399557458 0.361390704630186
2988 CHD2 -1.23741874002154 0.36140540903802
13878 BCLAF1 0.727123190777664 0.361502163867394
4936 FOSL2 -1.19153399637181 0.361517085177094
21726 NA 0.924082887608302 0.36159388392661
17811 TVP23B -0.307270565973054 0.361654083508881
10555  0.725529577241108 0.36172776102995
11159 VAMP4 -1.90403782615773 0.361736437660626
5992 ACSBG1 0.972223872133702 0.361782120768327
6954 BEST2 -0.374184800698198 0.361782651559217
4617 NAGPA 0.204800724026688 0.361808974056462
12358 DENND3 -0.27665812544044 0.361910283489217
15647 NA -1.02799405973749 0.362055056024184
4609 AOX1 0.852543614875133 0.362129657371401
12544 TSTD2 -0.217816317054039 0.362160140300081
7004 TP53TG5 -1.30286662349311 0.362166654831696
17598 PRICKLE4 -0.20704771951725 0.362204366819911
19652 MYO15A 0.993222678594284 0.362256889913329
1471 CPD 0.269046012207938 0.362277906121206
9185 NA 0.583329117883371 0.362315680408805
15403  0.675175928570954 0.362419000221154
8960 MKNK1 -0.251765629548883 0.362439873230868
17357 EFHD2 0.247696348697918 0.362446857445945
20599 STMN4 0.489314081755704 0.36245612944606
7236 CRYGB 0.831227060196735 0.362519733995585
12601 ADCY2 1.47063259724943 0.362540768600941
8633 PRKRA 0.235905746275589 0.36254976644771
19550 CDHR2 -0.289640417254656 0.362566495706004
20060 NA -1.31249297181398 0.362652241089139
7908 CTNND1 -0.234485711007567 0.362801540067155
20445 NDRG3 -0.339434195748206 0.362840974622408
20257 NA 1.215872349463 0.362878005952061
14526 MYB -1.11560092117546 0.362890042223178
15069 SEC16A 0.206327413874078 0.363055786064452
7032  0.84979841834676 0.363110044407064
13200 STARD5 -0.554184351271579 0.363147285068777
534 NA 0.620851368622048 0.363207143179455
11847 KAT6B 0.236565015664052 0.363258926513485
3563 LPAR1 1.19498750024039 0.363276706352948
15653 NA 1.11718152521782 0.363286407639547
7042 ATP2A3 -1.10742234472263 0.36333422264862
1098 SAMM50 -0.264519964349702 0.363389174784041
12287 SEC24A -0.202502587637701 0.363433170835495
10568 KITLG 1.03103646813049 0.363452058956379
4180 TFAP2A -0.239376436550229 0.363514324109728
9060  0.526178743853908 0.36362154226078
588 STOM -0.779160518899554 0.363651788537823
4779 ZNF174 -0.223554149536523 0.363691057980801
3525 SYT1 1.51477350540794 0.363718322223224
6538 MMP16 0.506463396375844 0.363737401626859
15149 INSRR -0.592535859554517 0.363747192718882
5393 FCN3 1.04079887711991 0.363798665949558
937 PPP1CB -0.432708671100317 0.363829305420085
17192 SPG21 -0.216327193216747 0.363898367424469
4104 CLUAP1 0.599685041840294 0.363901343071418
1588 CTR9 0.34794290693508 0.363906420140706
20569 RSPH10B 0.308562001184041 0.363925656806005
20420 SPATA1 1.01794049279097 0.363980665416323
16800 NA -1.11974990703103 0.363991293617238
6649 MATN4 -0.429933070155006 0.364020370186672
13009 MT1F 0.235438085161734 0.364087461830785
1008 SUPT5H -0.191893867674812 0.364268647792332
15355 UBXN8 0.354944946311376 0.364296723589328
15825 NA 1.406587068623 0.36436388282063
18176 ORAI2 -0.226208392288765 0.364429180955548
3222 DFNA5 0.432351142082778 0.364452206780917
4453 INHBA -1.35005853612872 0.364491073199667
10271 DDX49 0.256111374535224 0.364628377634539
14027 MTMR2 -0.506387243829032 0.364633263117829
20124 ZNF665 -1.01188707901988 0.364642820964039
21550 C16orf58 -0.272317463818525 0.364661982088227
20664 VWA7 0.396712740777274 0.364838212758814
9774 TAPBP 0.532483837995879 0.36486001093079
11008 ETV4 -0.226883044273121 0.364878291558976
4690 MYLPF 0.333324402255582 0.364882085660206
15010 CEP41 0.965916647250683 0.365035430106739
1515 MED13 0.338107785387328 0.365167486771782
18753 SUSD4 0.851281303603381 0.36517701389725
13014 TRMU -0.299520097317253 0.365226564762607
21562 NA 1.40391505904565 0.365248584231647
16598 MAST1 -0.595532120630269 0.365325995650282
9179 DOK4 -0.226655961540085 0.36536567180806
4849 MTF1 0.331202272005075 0.36542849940685
21027 PYCARD -0.252772418799506 0.36546163702874
13487 MAX 0.825363906811175 0.365528760579119
2817 NA -0.480503236880012 0.36552915314894
14260 KAT8 0.271665209283969 0.365571599459488
16722  0.908071228919119 0.365581244923419
6391 HRK -0.578988531388735 0.365584423602131
16671  0.700060632514734 0.365656699712305
6668 KCNJ3 -1.04047005772456 0.365822004889963
10028 GBX2 0.754344801944598 0.365916494614124
12343 TBC1D9 -0.216409694138085 0.365999453796439
547 EIF1AXP1 0.279654671417123 0.366040121708462
17941 DUSP12 0.219289551700402 0.366089544541161
584 GOLGB1 -0.289082968885704 0.36611933910539
3117 DYNC1LI2 0.306901747723843 0.366208939142247
6019 ITGA2B 0.704229013734074 0.366252554529226
7494 STAG2 -0.331792802670206 0.366278146196443
19052 BBS7 -1.47382125614609 0.366475029863084
17977 TSSC4 0.283280784494831 0.366484113163307
8425 ILF3 0.356201806382468 0.366567951490288
13231 TMEM110-MUSTN1 0.313652661712572 0.366665149829718
7802 NA -1.15722507146402 0.366693262339658
12626  0.282561177780323 0.366729809543051
1931 COL1A2 -0.689480135713479 0.366819299399245
12204 ASB1 0.320347672059294 0.366841665728898
10049 LIMK2 0.338900110568819 0.366845699919092
4917 ANK1 0.429835539064995 0.366878493194977
8130 MACF1 0.312407032005503 0.366938192438947
18445 ANKHD1 -0.269143107135329 0.366981941571181
12077 LRBA 0.307719085826995 0.367037127199826
1828 LAMTOR5 -0.182929359043555 0.36708697618133
17156 NA -0.313859082514522 0.367098606998826
