#Root Gene: Cl_chr1:0,200000000	 Tot. Edges: 15440
#Edge	Weight	Prob ( > 0 )	Cis/Trans
AKR1A1--GPBP1L1	0.314717	0.672406	CIS
AKR1A1--AKR1A1	0.314717	0.672406	CIS
AKR1A1--AGBL4	0.317089	0.710727	CIS
NASP--IPP	0.314717	0.672406	CIS
NASP--NASP	0.314717	0.672406	CIS
NASP--FAF1	0.313939	0.659824	CIS
NASP--MAST2	0.314717	0.672406	CIS
NASP--GPBP1L1	0.314717	0.672406	CIS
NASP--LDLRAD1	0.312194	0.631634	CIS
NASP--CCDC17	0.314717	0.672406	CIS
NASP--TMEM69	0.314717	0.672406	CIS
NASP--RAD54L	0.314717	0.672406	CIS
NASP--LEPR	0.306883	0.545823	CIS
NASP--KANK4	0.312940	0.643687	CIS
CCDC17--GPBP1L1	0.314717	0.672406	CIS
CCDC17--MAST2	0.314717	0.672406	CIS
CCDC17--CCDC17	0.314717	0.672406	CIS
CCDC17--IPP	0.314717	0.672406	CIS
CCDC17--TMEM69	0.314717	0.672406	CIS
GPBP1L1--GPBP1L1	0.314717	0.672406	CIS
GPBP1L1--NRD1	0.309367	0.585958	CIS
GPBP1L1--GLIS1	0.312194	0.631634	CIS
GPBP1L1--MAST2	0.314717	0.672406	CIS
GPBP1L1--TMEM69	0.314717	0.672406	CIS
GPBP1L1--IPP	0.314717	0.672406	CIS
GPBP1L1--MKNK1	0.312958	0.643974	CIS
GPBP1L1--C1orf190	0.314717	0.672406	CIS
GPBP1L1--PIK3R3	0.314717	0.672406	CIS
GPBP1L1--PALMD	0.308220	0.567422	CIS
GPBP1L1--YIPF1	0.312194	0.631634	CIS
TMEM69--TMEM69	0.314717	0.672406	CIS
TMEM69--YIPF1	0.312194	0.631634	CIS
TMEM69--IPP	0.314717	0.672406	CIS
TMEM69--MAST2	0.314717	0.672406	CIS
IPP--IPP	0.314717	0.672406	CIS
IPP--MAST2	0.314717	0.672406	CIS
IPP--LRP8	0.311429	0.619273	CIS
IPP--RAVER2	0.306883	0.545823	CIS
IPP--EPHX4	0.294447	0.344886	CIS
IPP--RAD54L	0.314717	0.672406	CIS
IPP--EVI5	0.301216	0.454257	CIS
IPP--KIAA0494	0.312958	0.643974	CIS
IPP--PARS2	0.309496	0.588046	CIS
IPP--HOOK1	0.304335	0.504659	CIS
IPP--TMEM48	0.312194	0.631634	CIS
IPP--YIPF1	0.312194	0.631634	CIS
IPP--C1orf190	0.314717	0.672406	CIS
IPP--PIK3R3	0.314717	0.672406	CIS
IPP--MAGI3	0.294305	0.342600	CIS
IPP--C8B	0.315649	0.687466	CIS
IPP--OSBPL9	0.309367	0.585958	CIS
MAST2--MAST2	0.314717	0.672406	CIS
MAST2--TXNDC12	0.309367	0.585958	CIS
MAST2--RAD54L	0.314717	0.672406	CIS
MAST2--PIK3R3	0.314717	0.672406	CIS
MAST2--INADL	0.312940	0.643687	CIS
MAST2--KIAA1324	0.303268	0.487408	CIS
MAST2--CCDC18	0.301216	0.454257	CIS
MAST2--DMRTA2	0.310816	0.609367	CIS
MAST2--LRRC41	0.314717	0.672406	CIS
MAST2--TMEM59	0.312194	0.631634	CIS
MAST2--TCEANC2	0.312194	0.631634	CIS
MAST2--RAVER2	0.306883	0.545823	CIS
MAST2--TAL1	0.312958	0.643974	CIS
MAST2--ORC1	0.309367	0.585958	CIS
MAST2--AMIGO1	0.298676	0.413219	CIS
MAST2--SLC35D1	0.306473	0.539194	CIS
MAST2--C1orf190	0.314717	0.672406	CIS
MAST2--COL24A1	0.306435	0.538587	CIS
MAST2--SSBP3	0.312194	0.631634	CIS
MAST2--MAGI3	0.294305	0.342600	CIS
MAST2--MKNK1	0.312958	0.643974	CIS
MAST2--FNDC7	0.303268	0.487408	CIS
MAST2--CYP4X1	0.312958	0.643974	CIS
MAST2--LRP8	0.311429	0.619273	CIS
MAST2--FAM102B	0.303268	0.487408	CIS
MAST2--FAM159A	0.311429	0.619273	CIS
MAST2--MIER1	0.306473	0.539194	CIS
MAST2--AGBL4	0.317089	0.710727	CIS
MAST2--NSUN4	0.314717	0.672406	CIS
MAST2--DHCR24	0.309496	0.588046	CIS
MAST2--UQCRH	0.314717	0.672406	CIS
MAST2--DAB1	0.313999	0.660804	CIS
MAST2--TTC22	0.309496	0.588046	CIS
MAST2--FGGY	0.300863	0.448552	CIS
MAST2--BTBD8	0.294447	0.344886	CIS
MAST2--ZCCHC11	0.309367	0.585958	CIS
MAST2--PRKACB	0.303650	0.493587	CIS
MAST2--ZZZ3	0.305786	0.528104	CIS
MAST2--PDE4B	0.308377	0.569968	CIS
MAST2--PPAP2B	0.315649	0.687466	CIS
MAST2--ELAVL4	0.310816	0.609367	CIS
MAST2--AKNAD1	0.303268	0.487408	CIS
MAST2--CYP4B1	0.312958	0.643974	CIS
MAST2--NTNG1	0.297827	0.399497	CIS
MAST2--PTPN22	0.294305	0.342600	CIS
MAST2--GBP4	0.305395	0.521775	CIS
MAST2--CYP4A11	0.312958	0.643974	CIS
MAST2--KIAA0494	0.312958	0.643974	CIS
MAST2--POMGNT1	0.314717	0.672406	CIS
MAST2--LEPR	0.306883	0.545823	CIS
MAST2--STIL	0.312958	0.643974	CIS
MAST2--CYP4Z1	0.312958	0.643974	CIS
MAST2--FAF1	0.313939	0.659824	CIS
MAST2--RNF11	0.313939	0.659824	CIS
MAST2--CYP4A22	0.312958	0.643974	CIS
MAST2--CD53	0.300968	0.450256	CIS
MAST2--NOTCH2	0.299289	0.423125	CIS
MAST2--KCND3	0.297026	0.386558	CIS
PIK3R3--PIK3R3	0.314717	0.672406	CIS
PIK3R3--RAD54L	0.314717	0.672406	CIS
PIK3R3--KCND3	0.297026	0.386558	CIS
PIK3R3--FGGY	0.304335	0.504659	CIS
PIK3R3--MKNK1	0.312958	0.643974	CIS
PIK3R3--ZCCHC11	0.309367	0.585958	CIS
PIK3R3--ATPAF1	0.312958	0.643974	CIS
PIK3R3--FAM159A	0.311429	0.619273	CIS
PIK3R3--STXBP3	0.303268	0.487408	CIS
PIK3R3--FAF1	0.310816	0.609367	CIS
PIK3R3--LRRC41	0.314717	0.672406	CIS
PIK3R3--NFIA	0.312347	0.634100	CIS
PIK3R3--FAAH	0.314717	0.672406	CIS
PIK3R3--C1orf190	0.314717	0.672406	CIS
PIK3R3--COL24A1	0.306435	0.538587	CIS
PIK3R3--AK4	0.306883	0.545823	CIS
PIK3R3--PCSK9	0.309496	0.588046	CIS
PIK3R3--SLC1A7	0.311429	0.619273	CIS
PIK3R3--SELRC1	0.311429	0.619273	CIS
PIK3R3--DMBX1	0.314717	0.672406	CIS
PIK3R3--UQCRH	0.314717	0.672406	CIS
PIK3R3--VTCN1	0.293172	0.324287	CIS
PIK3R3--TSPAN1	0.314717	0.672406	CIS
PIK3R3--KIAA0494	0.312958	0.643974	CIS
PIK3R3--DDAH1	0.308772	0.576341	CIS
PIK3R3--POMGNT1	0.314717	0.672406	CIS
PIK3R3--EPS15	0.313939	0.659824	CIS
PIK3R3--STIL	0.312958	0.643974	CIS
PIK3R3--GNG12	0.309020	0.580350	CIS
PIK3R3--NOTCH2	0.299289	0.423125	CIS
PIK3R3--CLCA2	0.306435	0.538587	CIS
PIK3R3--ELAVL4	0.310816	0.609367	CIS
PIK3R3--CYP4X1	0.312958	0.643974	CIS
PIK3R3--CELSR2	0.303268	0.487408	CIS
PIK3R3--AGBL4	0.317089	0.710727	CIS
TSPAN1--SPATA6	0.313936	0.659783	CIS
TSPAN1--RAD54L	0.314717	0.672406	CIS
TSPAN1--SCP2	0.311429	0.619273	CIS
TSPAN1--FAF1	0.313939	0.659824	CIS
TSPAN1--LRRC41	0.314717	0.672406	CIS
TSPAN1--C1orf190	0.314717	0.672406	CIS
TSPAN1--POMGNT1	0.314717	0.672406	CIS
POMGNT1--DAB1	0.313999	0.660804	CIS
POMGNT1--RAD54L	0.314717	0.672406	CIS
POMGNT1--CYP4Z1	0.312958	0.643974	CIS
POMGNT1--NEGR1	0.306823	0.544862	CIS
POMGNT1--KIAA0494	0.312958	0.643974	CIS
POMGNT1--C1orf190	0.314717	0.672406	CIS
POMGNT1--CYP4X1	0.312958	0.643974	CIS
POMGNT1--SSBP3	0.312194	0.631634	CIS
POMGNT1--SLC1A7	0.311429	0.619273	CIS
C1orf190--C1orf190	0.314717	0.672406	CIS
C1orf190--FAF1	0.313939	0.659824	CIS
C1orf190--RAD54L	0.314717	0.672406	CIS
C1orf190--RNF11	0.313939	0.659824	CIS
C1orf190--LRRC41	0.314717	0.672406	CIS
C1orf190--ZFYVE9	0.309367	0.585958	CIS
C1orf190--PRAMEF8	0.308755	0.576077	CIS
C1orf190--EVI5	0.301216	0.454257	CIS
C1orf190--ELAVL4	0.310816	0.609367	CIS
RAD54L--ROR1	0.307871	0.561789	CIS
RAD54L--CYP4B1	0.312958	0.643974	CIS
RAD54L--RAD54L	0.314717	0.672406	CIS
RAD54L--AGBL4	0.310816	0.609367	CIS
RAD54L--LRRC41	0.314717	0.672406	CIS
RAD54L--EPS15	0.313939	0.659824	CIS
RAD54L--MKNK1	0.312958	0.643974	CIS
RAD54L--ELAVL4	0.310816	0.609367	CIS
RAD54L--LPHN2	0.304134	0.501406	CIS
RAD54L--STIL	0.312958	0.643974	CIS
RAD54L--SORT1	0.303268	0.487408	CIS
RAD54L--LOC388630	0.313936	0.659783	CIS
RAD54L--SYT6	0.294305	0.342600	CIS
RAD54L--UQCRH	0.314717	0.672406	CIS
RAD54L--FAF1	0.313939	0.659824	CIS
RAD54L--AK5	0.307007	0.547824	CIS
RAD54L--SLC44A5	0.313363	0.650518	CIS
RAD54L--SSX2IP	0.308772	0.576341	CIS
RAD54L--DMBX1	0.314717	0.672406	CIS
RAD54L--FOXE3	0.312958	0.643974	CIS
RAD54L--CYP4Z1	0.312958	0.643974	CIS
RAD54L--KANK4	0.312940	0.643687	CIS
RAD54L--KIAA0494	0.312958	0.643974	CIS
RAD54L--NSUN4	0.314717	0.672406	CIS
RAD54L--CMPK1	0.312958	0.643974	CIS
RAD54L--TAL1	0.312958	0.643974	CIS
RAD54L--CYP4X1	0.312958	0.643974	CIS
RAD54L--DAB1	0.313999	0.660804	CIS
LRRC41--KIAA0494	0.312958	0.643974	CIS
LRRC41--NSUN4	0.314717	0.672406	CIS
LRRC41--MKNK1	0.312958	0.643974	CIS
LRRC41--CMPK1	0.312958	0.643974	CIS
LRRC41--LRRC41	0.314717	0.672406	CIS
LRRC41--TAL1	0.312958	0.643974	CIS
LRRC41--CYP4X1	0.312958	0.643974	CIS
LRRC41--DAB1	0.313999	0.660804	CIS
LRRC41--UQCRH	0.314717	0.672406	CIS
LRRC41--FPGT-TNNI3K	0.312254	0.632606	CIS
LRRC41--TNNI3K	0.312254	0.632606	CIS
LRRC41--ATPAF1	0.312958	0.643974	CIS
LRRC41--OMA1	0.313999	0.660804	CIS
LRRC41--LEPR	0.306883	0.545823	CIS
LRRC41--AGBL4	0.317089	0.710727	CIS
LRRC41--PRAMEF8	0.308755	0.576077	CIS
LRRC41--FAAH	0.314717	0.672406	CIS
LRRC41--CYP4A22	0.312958	0.643974	CIS
LRRC41--SLC1A7	0.311429	0.619273	CIS
LRRC41--LRRC7	0.304202	0.502500	CIS
LRRC41--KNCN	0.312958	0.643974	CIS
LRRC41--STIL	0.312958	0.643974	CIS
LRRC41--ST6GALNAC3	0.307796	0.560576	CIS
LRRC41--COL24A1	0.306435	0.538587	CIS
LRRC41--CYP4Z1	0.312958	0.643974	CIS
LRRC41--SPATA6	0.313936	0.659783	CIS
UQCRH--MKNK1	0.312958	0.643974	CIS
UQCRH--NSUN4	0.314717	0.672406	CIS
UQCRH--LRRC7	0.304202	0.502500	CIS
UQCRH--UQCRH	0.314717	0.672406	CIS
UQCRH--KNCN	0.312958	0.643974	CIS
UQCRH--FAAH	0.314717	0.672406	CIS
UQCRH--STIL	0.312958	0.643974	CIS
UQCRH--ST6GALNAC3	0.307796	0.560576	CIS
UQCRH--AGBL4	0.313936	0.659783	CIS
UQCRH--COL24A1	0.306435	0.538587	CIS
UQCRH--CYP4Z1	0.312958	0.643974	CIS
UQCRH--DAB1	0.315649	0.687466	CIS
UQCRH--SPATA6	0.313936	0.659783	CIS
UQCRH--ROR1	0.307871	0.561789	CIS
UQCRH--ZCCHC11	0.309367	0.585958	CIS
UQCRH--ATPAF1	0.312958	0.643974	CIS
NSUN4--NSUN4	0.314717	0.672406	CIS
NSUN4--LRRC42	0.312194	0.631634	CIS
NSUN4--DBT	0.308220	0.567422	CIS
NSUN4--FAAH	0.314717	0.672406	CIS
NSUN4--MKNK1	0.312958	0.643974	CIS
NSUN4--DAB1	0.313999	0.660804	CIS
NSUN4--CYP4X1	0.312958	0.643974	CIS
NSUN4--AGBL4	0.310816	0.609367	CIS
NSUN4--FAF1	0.310816	0.609367	CIS
NSUN4--LRRIQ3	0.312254	0.632606	CIS
FAAH--MKNK1	0.312958	0.643974	CIS
FAAH--MAN1A2	0.300258	0.438782	CIS
FAAH--FAF1	0.313939	0.659824	CIS
FAAH--FAAH	0.314717	0.672406	CIS
FAAH--ST6GALNAC5	0.307007	0.547824	CIS
FAAH--STIL	0.312958	0.643974	CIS
FAAH--ATPAF1	0.312958	0.643974	CIS
FAAH--COL11A1	0.303058	0.484017	CIS
FAAH--DAB1	0.313999	0.660804	CIS
FAAH--DMBX1	0.314717	0.672406	CIS
DMBX1--TAL1	0.312958	0.643974	CIS
DMBX1--AGBL4	0.317089	0.710727	CIS
DMBX1--PDZK1IP1	0.312958	0.643974	CIS
DMBX1--DMBX1	0.314717	0.672406	CIS
DMBX1--KIAA0494	0.312958	0.643974	CIS
DMBX1--ATPAF1	0.312958	0.643974	CIS
DMBX1--MKNK1	0.312958	0.643974	CIS
DMBX1--OSBPL9	0.309367	0.585958	CIS
DMBX1--NRD1	0.309367	0.585958	CIS
DMBX1--ECHDC2	0.311429	0.619273	CIS
DMBX1--KNCN	0.312958	0.643974	CIS
DMBX1--FAF1	0.313939	0.659824	CIS
KNCN--EPS15	0.312183	0.631462	CIS
KNCN--CYP4X1	0.311208	0.615700	CIS
KNCN--STIL	0.311208	0.615700	CIS
KNCN--MKNK1	0.311208	0.615700	CIS
KNCN--FAF1	0.312183	0.631462	CIS
KNCN--USP24	0.307766	0.560085	CIS
KNCN--NOTCH2	0.297616	0.396086	CIS
MKNK1--STIL	0.311208	0.615700	CIS
MKNK1--MKNK1	0.311208	0.615700	CIS
MKNK1--FAF1	0.312183	0.631462	CIS
MKNK1--USP24	0.307766	0.560085	CIS
MKNK1--NOTCH2	0.297616	0.396086	CIS
MKNK1--AGBL4	0.315316	0.682080	CIS
MKNK1--ZYG11B	0.309688	0.591138	CIS
MKNK1--PTGER3	0.309689	0.591157	CIS
MKNK1--LOC388630	0.312181	0.631421	CIS
MKNK1--DENND2C	0.293486	0.329356	CIS
MKNK1--FCGR1B	0.297616	0.396086	CIS
MKNK1--GBP2	0.303687	0.494185	CIS
MKNK1--ST6GALNAC3	0.306075	0.532768	CIS
MKNK1--PDE4B	0.306653	0.542108	CIS
MKNK1--CACHD1	0.306150	0.533975	CIS
MKNK1--DAB1	0.312244	0.632436	CIS
MKNK1--CYP4Z1	0.311208	0.615700	CIS
MKNK1--LPAR3	0.307045	0.548446	CIS
MKNK1--FNBP1L	0.299532	0.427045	CIS
MKNK1--PDZK1IP1	0.311208	0.615700	CIS
MKNK1--KIAA0494	0.311208	0.615700	CIS
MKNK1--COL24A1	0.304722	0.510902	CIS
MKNK1--SGIP1	0.304759	0.511506	CIS
MKNK1--CYP4X1	0.311208	0.615700	CIS
MKNK1--RAB3B	0.307637	0.558009	CIS
ATPAF1--ZYG11B	0.309688	0.591138	CIS
ATPAF1--TM2D1	0.311190	0.615415	CIS
ATPAF1--ITGB3BP	0.306914	0.546320	CIS
ATPAF1--ATPAF1	0.311208	0.615700	CIS
ATPAF1--AGBL4	0.309078	0.581287	CIS
ATPAF1--SLC5A9	0.312181	0.631421	CIS
ATPAF1--FPGT-TNNI3K	0.310508	0.604396	CIS
ATPAF1--TNNI3K	0.310508	0.604396	CIS
ATPAF1--DAB1	0.313884	0.658949	CIS
ATPAF1--AK5	0.305290	0.520088	CIS
ATPAF1--CYP4A22	0.311208	0.615700	CIS
ATPAF1--KIAA0494	0.311208	0.615700	CIS
ATPAF1-AS1--CMPK1	0.311208	0.615700	CIS
ATPAF1-AS1--LOC388630	0.312181	0.631421	CIS
ATPAF1-AS1--SPATA6	0.312181	0.631421	CIS
ATPAF1-AS1--PDZK1IP1	0.311208	0.615700	CIS
ATPAF1-AS1--DAB1	0.313884	0.658949	CIS
KIAA0494--KIAA0494	0.311208	0.615700	CIS
KIAA0494--CYP4A22	0.311208	0.615700	CIS
KIAA0494--EFCAB7	0.306150	0.533975	CIS
KIAA0494--SLC35D1	0.304759	0.511506	CIS
KIAA0494--FAF1	0.312183	0.631462	CIS
KIAA0494--PDZK1IP1	0.311208	0.615700	CIS
KIAA0494--TRIM33	0.292660	0.316012	CIS
KIAA0494--TXNDC12	0.307637	0.558009	CIS
KIAA0494--CYP4A11	0.311208	0.615700	CIS
KIAA0494--CYP4Z1	0.311208	0.615700	CIS
KIAA0494--ZFYVE9	0.307637	0.558009	CIS
KIAA0494--ELAVL4	0.309078	0.581287	CIS
KIAA0494--LOC388630	0.312181	0.631421	CIS
KIAA0494--STIL	0.311208	0.615700	CIS
KIAA0494--CMPK1	0.311208	0.615700	CIS
KIAA0494--DAB1	0.312244	0.632436	CIS
KIAA0494--NTNG1	0.296161	0.372591	CIS
KIAA0494--FPGT-TNNI3K	0.310508	0.604396	CIS
KIAA0494--TNNI3K	0.310508	0.604396	CIS
KIAA0494--JAK1	0.305167	0.518098	CIS
KIAA0494--CYP4B1	0.311208	0.615700	CIS
KIAA0494--LRRC7	0.302501	0.475018	CIS
CYP4B1--CYP4B1	0.311208	0.615700	CIS
CYP4B1--EPS15	0.312183	0.631462	CIS
CYP4B1--AGBL4	0.315316	0.682080	CIS
CYP4B1--INADL	0.311190	0.615415	CIS
CYP4B1--ELAVL4	0.309078	0.581287	CIS
CYP4B1--HSPB11	0.310448	0.603430	CIS
CYP4A11--CYP4A11	0.311208	0.615700	CIS
CYP4A11--PDE4B	0.306653	0.542108	CIS
CYP4A11--STIL	0.311208	0.615700	CIS
CYP4A11--WLS	0.307292	0.552432	CIS
CYP4A11--ST6GALNAC5	0.305290	0.520088	CIS
CYP4A11--ZFYVE9	0.307637	0.558009	CIS
CYP4A11--CRYZ	0.311611	0.622208	CIS
CYP4A11--TYW3	0.311611	0.622208	CIS
CYP4A11--FAF1	0.309078	0.581287	CIS
CYP4A11--CYP4X1	0.311208	0.615700	CIS
CYP4A11--ZCCHC11	0.309688	0.591138	CIS
CYP4A11--CYP4A22	0.311208	0.615700	CIS
CYP4A11--TTC39A	0.312183	0.631462	CIS
CYP4A11--PIGK	0.305290	0.520088	CIS
CYP4A11--CMPK1	0.311208	0.615700	CIS
CYP4A11--AGBL4	0.309078	0.581287	CIS
CYP4X1--CYP4Z1	0.311208	0.615700	CIS
CYP4X1--TAL1	0.311208	0.615700	CIS
CYP4X1--CYP4X1	0.311208	0.615700	CIS
CYP4X1--C1orf168	0.313884	0.658949	CIS
CYP4X1--C8A	0.313884	0.658949	CIS
CYP4X1--FOXE3	0.311208	0.615700	CIS
CYP4X1--AGBL4	0.315316	0.682080	CIS
CYP4X1--LRP8	0.309688	0.591138	CIS
CYP4X1--MRPL37	0.310448	0.603430	CIS
CYP4X1--MAB21L3	0.295398	0.360255	CIS
CYP4X1--FGGY	0.299180	0.421372	CIS
CYP4X1--DAB1	0.312244	0.632436	CIS
CYP4X1--ACADM	0.306075	0.532768	CIS
CYP4X1--CMPK1	0.311208	0.615700	CIS
CYP4X1--SPAG17	0.298579	0.411656	CIS
CYP4X1--STIL	0.311208	0.615700	CIS
CYP4X1--ABCA4	0.296244	0.373923	CIS
CYP4X1--PDZK1IP1	0.311208	0.615700	CIS
CYP4X1--FAF1	0.312183	0.631462	CIS
CYP4X1--TMEM56	0.303268	0.487413	CIS
CYP4X1--TMEM56-RWDD3	0.303268	0.487413	CIS
CYP4X1--LOC388630	0.312181	0.631421	CIS
CYP4X1--CYP4A22	0.311208	0.615700	CIS
CYP4Z1--AGBL4	0.309078	0.581287	CIS
CYP4Z1--TM2D1	0.311190	0.615415	CIS
CYP4Z1--STIL	0.311208	0.615700	CIS
CYP4Z1--CYP4Z1	0.311208	0.615700	CIS
CYP4Z1--FOXE3	0.311208	0.615700	CIS
CYP4Z1--ELAVL4	0.309078	0.581287	CIS
CYP4Z1--CYP4A22	0.311208	0.615700	CIS
CYP4Z1--LEPR	0.305167	0.518098	CIS
CYP4Z1--CHIA	0.299285	0.423065	CIS
CYP4Z1--BCAR3	0.296244	0.373923	CIS
CYP4Z1--PDZK1IP1	0.311208	0.615700	CIS
CYP4Z1--CMPK1	0.311208	0.615700	CIS
CYP4Z1--LOC388630	0.312181	0.631421	CIS
CYP4Z1--FAF1	0.312183	0.631462	CIS
CYP4Z1--FOXD2	0.311208	0.615700	CIS
CYP4Z1--DNAJC6	0.305167	0.518098	CIS
CYP4Z1--SPATA6	0.312181	0.631421	CIS
CYP4Z1--LRRC7	0.302501	0.475018	CIS
CYP4Z1--SLC1A7	0.309688	0.591138	CIS
CYP4Z1--TXNDC12	0.307637	0.558009	CIS
CYP4Z1--ST6GALNAC5	0.305290	0.520088	CIS
CYP4A22--SH3GLB1	0.300789	0.447359	CIS
CYP4A22--CYP4A22	0.311208	0.615700	CIS
CYP4A22--TMED5	0.299532	0.427045	CIS
CYP4A22--TAL1	0.311208	0.615700	CIS
CYP4A22--SLC1A7	0.309688	0.591138	CIS
CYP4A22--STIL	0.311208	0.615700	CIS
CYP4A22--HFM1	0.296419	0.376750	CIS
CYP4A22--MSH4	0.306075	0.532768	CIS
CYP4A22--AK4	0.305167	0.518098	CIS
CYP4A22--AGBL4	0.315316	0.682080	CIS
CYP4A22--SYCP1	0.293486	0.329356	CIS
CYP4A22--TM2D1	0.311190	0.615415	CIS
CYP4A22--ST7L	0.296080	0.371269	CIS
CYP4A22--CAPZA1	0.296080	0.371269	CIS
CYP4A22--PDE4B	0.306653	0.542108	CIS
CYP4A22--CRYZ	0.311611	0.622208	CIS
CYP4A22--CMPK1	0.311208	0.615700	CIS
PDZK1IP1--STIL	0.311208	0.615700	CIS
PDZK1IP1--WDR78	0.304759	0.511506	CIS
PDZK1IP1--PDZK1IP1	0.311208	0.615700	CIS
PDZK1IP1--TAL1	0.311208	0.615700	CIS
PDZK1IP1--DOCK7	0.306914	0.546320	CIS
PDZK1IP1--ANGPTL3	0.306914	0.546320	CIS
PDZK1IP1--DAB1	0.312244	0.632436	CIS
PDZK1IP1--FOXE3	0.311208	0.615700	CIS
PDZK1IP1--CMPK1	0.311208	0.615700	CIS
PDZK1IP1--INADL	0.311190	0.615415	CIS
PDZK1IP1--NRD1	0.307637	0.558009	CIS
PDZK1IP1--ST6GALNAC3	0.306075	0.532768	CIS
PDZK1IP1--LRRC7	0.302501	0.475018	CIS
PDZK1IP1--AGBL4	0.315316	0.682080	CIS
TAL1--DAB1	0.313884	0.658949	CIS
TAL1--TAL1	0.311208	0.615700	CIS
TAL1--ROR1	0.306150	0.533975	CIS
TAL1--NFIA	0.310600	0.605882	CIS
TAL1--AGBL4	0.309078	0.581287	CIS
TAL1--CMPK1	0.311208	0.615700	CIS
TAL1--STIL	0.311208	0.615700	CIS
TAL1--PRAMEF8	0.307029	0.548183	CIS
TAL1--SPATA6	0.312181	0.631421	CIS
TAL1--CTBS	0.307045	0.548446	CIS
TAL1--LOC388630	0.312181	0.631421	CIS
TAL1--BTBD8	0.292800	0.318285	CIS
TAL1--FOXE3	0.311208	0.615700	CIS
TAL1--EPHX4	0.292800	0.318285	CIS
TAL1--DOCK7	0.311190	0.615415	CIS
TAL1--RAVER2	0.305167	0.518098	CIS
TAL1--SCP2	0.309688	0.591138	CIS
TAL1--INADL	0.311190	0.615415	CIS
STIL--FOXD2	0.311208	0.615700	CIS
STIL--CMPK1	0.311208	0.615700	CIS
STIL--STIL	0.311208	0.615700	CIS
STIL--TMEM48	0.310448	0.603430	CIS
STIL--NFIA	0.310600	0.605882	CIS
STIL--DNAJC6	0.305167	0.518098	CIS
STIL--LOC388630	0.312181	0.631421	CIS
STIL--OSBPL9	0.307637	0.558009	CIS
STIL--FGGY	0.302634	0.477164	CIS
STIL--INADL	0.311190	0.615415	CIS
STIL--AGBL4	0.309078	0.581287	CIS
STIL--FOXE3	0.311208	0.615700	CIS
STIL--OMA1	0.312244	0.632436	CIS
STIL--RAB3B	0.307637	0.558009	CIS
STIL--L1TD1	0.311190	0.615415	CIS
STIL--C1orf168	0.313884	0.658949	CIS
STIL--MYSM1	0.299180	0.421372	CIS
STIL--DAB1	0.312244	0.632436	CIS
CMPK1--CMPK1	0.311208	0.615700	CIS
CMPK1--FOXD2	0.311208	0.615700	CIS
CMPK1--FNBP1L	0.299532	0.427045	CIS
CMPK1--FAF1	0.312183	0.631462	CIS
CMPK1--LOC388630	0.312181	0.631421	CIS
CMPK1--DAB1	0.312244	0.632436	CIS
CMPK1--EFCAB7	0.306150	0.533975	CIS
CMPK1--ZNHIT6	0.304722	0.510902	CIS
CMPK1--MAGOH	0.309688	0.591138	CIS
CMPK1--SLC1A7	0.309688	0.591138	CIS
CMPK1--AGBL4	0.315316	0.682080	CIS
CMPK1--GNG12	0.307292	0.552432	CIS
CMPK1--ELAVL4	0.309078	0.581287	CIS
CMPK1--PGM1	0.306150	0.533975	CIS
CMPK1--PDE4B	0.306653	0.542108	CIS
CMPK1--FOXE3	0.311208	0.615700	CIS
CMPK1--ZCCHC11	0.307637	0.558009	CIS
FOXE3--FOXE3	0.311208	0.615700	CIS
FOXE3--FAF1	0.312183	0.631462	CIS
FOXE3--PDE4B	0.306653	0.542108	CIS
FOXE3--LOC388630	0.312181	0.631421	CIS
FOXE3--DAB1	0.312244	0.632436	CIS
FOXE3--CACHD1	0.306150	0.533975	CIS
FOXE3--AGBL4	0.315316	0.682080	CIS
FOXE3--KCND3	0.295365	0.359724	CIS
FOXE3--YIPF1	0.310448	0.603430	CIS
FOXE3--DIO1	0.310448	0.603430	CIS
FOXE3--FOXD2	0.311208	0.615700	CIS
FOXE3--CHIA	0.299285	0.423065	CIS
FOXE3--ELAVL4	0.309078	0.581287	CIS
FOXE3--ROR1	0.306150	0.533975	CIS
FOXE3--SPATA6	0.312181	0.631421	CIS
FOXD2--SSBP3	0.310448	0.603430	CIS
FOXD2--LOC388630	0.312181	0.631421	CIS
FOXD2--MYSM1	0.299180	0.421372	CIS
FOXD2--SYCP1	0.293486	0.329356	CIS
FOXD2--ITGB3BP	0.306914	0.546320	CIS
FOXD2--AGBL4	0.312181	0.631421	CIS
FOXD2--PRAMEF9	0.307029	0.548183	CIS
FOXD2--RAP1A	0.295365	0.359724	CIS
LOC388630--DPYD	0.302963	0.482484	CIS
LOC388630--LOC388630	0.313157	0.647190	CIS
LOC388630--AGBL4	0.316302	0.698008	CIS
LOC388630--PGM1	0.307107	0.549439	CIS
LOC388630--CRYZ	0.312585	0.637949	CIS
LOC388630--C1orf168	0.314866	0.674805	CIS
LOC388630--SLC5A9	0.313157	0.647190	CIS
LOC388630--DOCK7	0.307873	0.561824	CIS
LOC388630--OLFM3	0.298285	0.406903	CIS
LOC388630--HSPB11	0.311419	0.619112	CIS
LOC388630--LRRC42	0.311419	0.619112	CIS
LOC388630--DAB1	0.313220	0.648209	CIS
LOC388630--ANKRD13C	0.303446	0.490298	CIS
LOC388630--ELAVL4	0.310044	0.596900	CIS
LOC388630--SPATA6	0.313157	0.647190	CIS
