#mm10.refGene.chrom	mm10.refGene.strand	mm10.refGene.txStart	mm10.refGene.txEnd	mm10.kgXref.geneSymbol	mm10.knownToLocusLink.value
chr7	-	22789858	22790782	Vmn1r158	100043067
chr7	-	22713597	22719710	Gm4567Gm6902,	100043645,
chr7	-	22842687	22843605	Vmn1r159	670857
chr7	+	22871223	22872147	Vmn1r160	620758
chr7	-	23066532	23067456	Gm5725	NA
chr7	+	23055539	23056463	Vmn1r135	NA
chr7	-	22983728	22984673	NA	100043079
chr7	+	23055539	23056463	NA	667404
chr7	-	23019005	23019923	Gm4216	NA
chr7	-	23019005	23019923	NA	100043083
chr7	-	22983728	22984673	Vmn1r126Gm4214,	NA
chr7	-	23066532	23067456	NA	435940
chr7	+	23151760	23178761	Gm4541	100043595,
chr7	-	23132622	23144480	Gm5891	545929,
chr7	-	23132622	23144478	NA	NA
chr7	+	23217331	23218255	NA	NA
chr7	+	23217331	23218255	NA	NA
chr7	-	23272787	23275243	NA	628664
chr7	+	23217331	23218255	NA	NA
chr7	-	23250761	23251682	Gm4172Vmn1r111,Gm4172,	NA
chr7	+	23217331	23218255	NA	667530
chr7	-	23250761	23251682	NA	667292
chr7	-	23250761	23251682	NA	100043016
chr7	-	23250761	23251682	NA	NA
chr7	+	23217331	23218255	Vmn1r155	NA
chr7	+	23385896	23441921	Nlrp5	23968
chr7	+	23385896	23441921	Nlrp5	23968,
chr7	+	23577184	23578099	Vmn1r169	100043103
chr7	+	23540719	23541649	Vmn1r168	100043101
chr7	-	23504641	23505589	Vmn1r167	622032
chr7	+	23658315	23660663	Vmn1r172	81010,
chr7	+	23631987	23633568	Vmn1r171	81012
chr7	+	23702341	23703283	Vmn1r173	545934
chr7	+	23606174	23607089	Vmn1r170	546944
chr7	+	23753910	23754852	Vmn1r174	404291
chr7	-	23808285	23809200	Vmn1r175	622222
chr7	-	23834811	23835726	Vmn1r176	546943
chr7	+	23983960	23985048	Vmn1r181	404289
chr7	+	23928385	23929357	Vmn1r179	404286
chr7	-	23865519	23866449	Vmn1r177	384572
chr7	+	23952386	23953356	Vmn1r180	232962
chr7	+	23893528	23894443	Vmn1r178	232959
chr7	+	24054773	24055691	Vmn1r183	209824
chr7	+	24003110	24004028	V1rd18	NA
chr7	+	24081943	24107215	Zfp180	210135
chr7	+	24003090	24004247	NA	404288
chr7	-	24193214	24208149	Zfp111	56707
chr7	-	24227794	24237598	Zfp109	56869,
chr7	+	24175044	24182318	Zfp114	232966,
chr7	+	24134162	24143241	Zfp235	56525,
chr7	-	24301703	24316666	Zfp94	22756
chr7	-	24333079	24333965	1700008P20Rik	69301
chr7	-	24291045	24299549	Zfp61	22719
chr7	+	24254793	24262444	Zfp108	54678
chr7	-	24301703	24316666	Zfp94	22756
chr7	+	24270417	24277794	Zfp93	22755
chr7	+	24349223	24353833	Lypd5	76942
chr7	-	24431925	24445682	Irgc1	210145,
chr7	+	24462499	24475873	Plaur	18793
chr7	+	24399627	24422777	1500002O20Rik	71997,
chr7	+	24482022	24504533	Cadm4	260299
chr7	+	24587542	24608926	Ethe1	66071
chr7	+	24530647	24538600	Irgq	210146,
chr7	+	24547149	24573438	Xrcc1	22594,
chr7	+	24611327	24629297	Phldb3	232970,
chr7	+	24636569	24641118	Lypd3	72434
chr7	-	24583837	24587641	Zfp575	101544
chr7	-	24541657	24546005	2310033E01Rik	641361
chr7	+	24661293	24663109	Gm4598	100043706
chr7	+	24709258	24714535	BC049730	232972
chr7	-	24722493	24724290	Gm4763	210155
chr7	-	24668011	24672050	Tex101	56746,
chr7	-	24743982	24760311	Cd177	68891
chr7	+	24870056	24877651	Dmrtc2	71241
chr7	+	24777203	24784655	Ceacam10	26366
chr7	-	24864619	24869691	Lypd4	232973
chr7	+	24897510	24902197	Cd79a	12518
chr7	+	24884713	24889802	Rps19	20085,
chr7	+	24904345	24926591	Arhgef1	16801
chr7	-	24969749	24972728	Rabac1	14470
chr7	-	24978168	25005895	Atp1a3	232975,
chr7	-	25091114	25132460	Pou2f2	18987
chr7	-	25091114	25132460	Pou2f2	18987,
chr7	+	25077204	25083492	Zfp574	232976
chr7	+	25152456	25156630	D930028M14Rik	434147
chr7	+	25155068	25156630	D930028M14Rik	434147
chr7	-	25091114	25132460	Pou2f2	18987,
chr7	+	25077245	25083492	Zfp574	232976
chr7	-	25091114	25132460	Pou2f2	18987
chr7	-	25242559	25250758	Erf	13875
chr7	-	25228258	25237851	Gsk3a	606496
chr7	+	25221450	25227505	Zfp526	210172
chr7	-	25202839	25219859	Dedd2	67379,
chr7	+	25228722	25230264	9130221H12Rik	77124
chr7	+	25282178	25294148	Cic	71722,
chr7	+	25282178	25294148	Cic	71722
chr7	+	25282178	25294148	Cic	71722,
chr7	-	25367615	25369724	Cnfn	72383
chr7	-	25400052	25412886	Cxcl17	232983
chr7	-	25379526	25395987	Lipe	16890,
chr7	+	25306107	25316195	Tmem145	330485
chr7	+	25317163	25365917	Megf8	269878,
chr7	-	25367615	25369724	Cnfn	72383
chr7	+	25301358	25304133	Prr19	623131
chr7	-	25379526	25390112	Lipe	16890,
chr7	+	25376818	25385734	NA	654804
chr7	-	25516041	25540004	Ceacam2	26367
chr7	-	25461701	25477625	Ceacam1	26365
chr7	-	25516041	25540004	Ceacam2	26367
chr7	-	25516041	25540004	Ceacam2	26367
chr7	-	25461701	25477625	Ceacam1	26365,
chr7	-	25461701	25477625	Ceacam1	26365,
chr7	-	25461701	25477625	Ceacam1	26365,
chr7	+	25659152	25668032	Exosc5	27998
chr7	+	25627623	25629490	B3gnt8	232984
chr7	+	25619492	25625550	Atp5sl	66349,
chr7	+	25681157	25686558	B9d2	232987,
chr7	-	25629851	25658761	Bckdha	12039
chr7	-	25669139	25675166	Tmem91	320208,
chr7	+	25627623	25629490	B3gnt8	232984
chr7	-	25614620	25615892	Gm7092	632778
chr7	-	25756499	25788733	Axl	26362
chr7	-	25756499	25788733	Axl	26362
chr7	-	25756499	25788733	Axl	26362,
chr7	-	25722038	25754720	Hnrnpul1	232989
chr7	-	25802475	25816530	Cyp2s1	74134,
chr7	-	25736596	25754701	Hnrnpul1	232989
chr7	-	25711116	25719053	Ccdc97	52132,
chr7	+	25897663	25926624	Cyp2b10	13088,
chr7	+	26173408	26210660	Cyp2b9	13094
chr7	+	26266830	26267775	Vmn1r184	100312477
chr7	+	26307191	26315088	Cyp2a4	13086
chr7	-	26364886	26394243	Nlrp9c	330490,
chr7	+	26435112	26475458	Nlrp4a	243880,
chr7	+	26535064	26574146	Nlrp9a	233001,
chr7	+	26535064	26574146	Nlrp9a	233001
chr7	-	26611118	26612078	Vmn1r185	171265
chr7	-	26665226	26686430	Cyp2b23	243881
chr7	+	26757186	26772630	Cyp2b19	13090,
chr7	+	26808926	26821197	Cyp2g1	13108
chr7	+	26835338	26843264	Cyp2a5	13087
chr7	-	26931630	26939386	Cyp2a22	233005
chr7	+	27029089	27036815	Cyp2a12	13085
chr7	-	27176005	27176093	Mir3101	100526505
chr7	-	27179740	27181149	Mia1	12587
chr7	+	27153713	27158564	Cyp2t4	384724
chr7	+	27195780	27204320	BC024978	414069,
chr7	-	27168432	27178883	Rab4b	19342,
chr7	-	27187005	27196271	Snrpa	53607,
chr7	-	27158657	27166802	Egln2	112406,
chr7	+	27233012	27257949	Adck4	76889,
chr7	-	27207169	27228597	Itpkc	233011
chr7	-	27187005	27195760	Snrpa	53607
chr7	-	27305140	27333648	Ltbp4	108075,
chr7	-	27305140	27337612	Ltbp4	108075
chr7	-	27342132	27356008	Shkbp1	192192,
chr7	+	27473839	27477364	Sertad3	170742
chr7	+	27447977	27465981	Blvrb	233016
chr7	+	27486952	27490314	Sertad1	55942
chr7	+	27499323	27520041	Prx	19153
chr7	+	27499323	27520041	Prx	19153,
chr7	+	27560475	27582098	2310022A10Rik	66367,
chr7	-	27532017	27553112	Pld3	18807,
chr7	+	27605859	27639453	Akt2	11652,
chr7	+	27591559	27639453	Akt2	11652
chr7	+	27553289	27582098	2310022A10Rik	66367
chr7	-	27656376	27674598	Map3k10	269881,
chr7	+	27689339	27706482	C030039L03Rik	112415
chr7	+	27731408	27751689	Zfp60	22718
chr7	+	27765672	27770972	Gm10046	100043229
chr7	+	27731408	27751689	Zfp60	22718
chr7	+	27674660	27706482	C030039L03Rik	112415
chr7	+	27838583	27856774	Zfp59	22717
chr7	+	27860584	27880825	Zfp607	545938
chr7	-	27984470	28014115	Gm4636	100043772
chr7	-	27959799	27979157	Zfp780b	338354
chr7	+	28129465	28164811	9530053A07Rik	319482
chr7	+	28169747	28179269	Fbl	14113
chr7	+	28071235	28120864	Fcgbp	215384,
chr7	+	28277705	28280129	Eid2b	434156
chr7	-	28284651	28291134	BC089491	280621
chr7	-	28293554	28301785	Dll3	13389
chr7	+	28267880	28269168	Eid2	386655
chr7	+	28392995	28399383	Paf1	54624
chr7	-	28314895	28338719	Supt5h	20924,
chr7	-	28399521	28436191	Samd4b	233033
chr7	-	28385246	28392690	Med29	67224
chr7	-	28376783	28379228	Zfp36	22695
chr7	-	28359603	28372662	Plekhg2	101497,
chr7	+	28351539	28351633	LOC100302567	100302567
chr7	-	28359603	28372662	Plekhg2	101497,
chr7	+	28350688	28352698	Rps16	20055
chr7	+	28540884	28542210	Sycn	68416
chr7	+	28452237	28467548	Lrfn1	80749
chr7	+	28522835	28524322	Il28b	338374
chr7	-	28543595	28547254	Nccrp1	233038
chr7	+	28452226	28482345	Mir466f-2	100124445
chr7	+	28496940	28497492	1700028B04Rik	70001
chr7	+	28451984	28462132	Lrfn1	80749,
chr7	-	28508860	28510360	Il28a	330496
chr7	-	28607636	28631015	C330005M16Rik	101744
chr7	+	28693143	28699337	Fbxo27	233040
chr7	+	28692848	28699337	Fbxo27	233040
chr7	-	28739640	28741781	Mrps12	24030
chr7	+	28766751	28788665	Sirt2	64383
chr7	+	28766751	28788665	Sirt2	64383
chr7	+	28741967	28753879	Sars2	71984
chr7	+	28810889	28822266	Hnrnpl	15388,
chr7	-	28774898	28781514	Gm19897	100503790
chr7	+	28825337	28832239	Ech1	51798
chr7	+	28716789	28738140	Fbxo17	50760,
chr7	+	28756173	28758964	Gm6537	100504112
chr7	-	28758250	28766524	Nfkbib	18036,
chr7	+	28766751	28788665	Sirt2	64383
chr7	+	28788968	28798966	Rinl	320435,
chr7	+	28881655	28893585	Capn12	60594
chr7	-	28893253	28962280	Actn4	60595
chr7	+	28864385	28866284	Lgals7	16858
chr7	-	29083635	29083694	Mir1963	100316710
chr7	-	28971372	28981814	Eif3k	73830,
chr7	+	28982853	29003278	Map4k1	26411
chr7	-	29158828	29168647	Spred3	101809
chr7	+	29134932	29153955	Rasgrp4	233046,
chr7	+	29134932	29153955	Rasgrp4	233046
chr7	+	29170209	29173933	Ggn	243897
chr7	+	29170389	29173912	Ggn	243897
chr7	+	29134932	29153955	Rasgrp4	233046
chr7	-	29181531	29214033	Catsperg1	320225
chr7	-	29174186	29180673	Psmd8	57296,
chr7	-	29152509	29156210	Fam98c	73833,
chr7	+	29304004	29317586	Dpf1	29861
chr7	+	29238322	29247532	Yif1b	77254
chr7	-	29256329	29281977	Spint2	20733
chr7	+	29238322	29247532	Yif1b	77254
chr7	+	29289319	29293390	Ppp1r14a	68458
chr7	-	29247520	29248467	2200002D01Rik	72275
chr7	-	29256329	29281977	Spint2	20733
chr7	-	29697218	29727015	Catsperg2	76718
chr7	+	29816071	29832042	Zfp790	233056
chr7	-	29843935	29853648	Zfp940	233057
chr7	+	29859978	29877302	Zfp420	233058,
chr7	+	29816071	29832042	Zfp790	233056
chr7	+	29768551	29781419	Zfp84	74352
chr7	+	29773293	29773376	Mir1964	100316711
chr7	+	29784789	29794540	Zfp30	22693
chr7	-	29932790	29951893	Zfp74	72723
chr7	+	29908516	29916813	Zfp383	73729,
chr7	-	29893336	29906104	Zfp27	22689
chr7	-	29893336	29906104	Zfp27	22689
chr7	-	30077336	30090510	Zfp566	72556
chr7	-	30056033	30072823	Zfp82	330502
chr7	+	30121947	30135032	Zfp382	233060
chr7	-	30036358	30051396	Zfp14	243906
chr7	+	30095075	30107614	Zfp260	26466
chr7	-	30056033	30072823	Zfp82	330502,
chr7	-	30036358	30051396	Zfp14	243906,
chr7	-	30059240	30072823	Zfp82	330502
chr7	+	30232073	30233387	Polr2i	69920
chr7	-	30224130	30232029	Tbcb	66411
chr7	+	30184170	30186030	Cox7a1	12865
chr7	-	30186941	30195048	Capns1	12336,
chr7	-	30161267	30169727	Zfp146	26465
chr7	+	30169921	30180209	Gm5113	330503
chr7	+	30314815	30319045	AI428936	233066
chr7	-	30355513	30362772	Lrfn3	233067
chr7	+	30308752	30314303	Alkbh6	233065
chr7	+	30291752	30308367	Clip3	76686
chr7	-	30321408	30322375	Sdhaf1	68332
chr7	+	30515121	30522193	Gm1082	100504207
chr7	+	30423303	30428746	Nfkbid	243910,
chr7	-	30462163	30465591	Nphs1as	445267
chr7	-	30522225	30535009	Arhgap33	233071,
chr7	-	30434979	30445582	Aplp1	11803
chr7	+	30460057	30488609	Nphs1	54631,
chr7	+	30413787	30417579	Tyrobp	22177
chr7	+	30493657	30513402	Prodh2	56189
chr7	-	30417711	30419854	Hcst	23900
chr7	-	30447765	30457515	Kirrel2	243911,
chr7	+	30563339	30565364	U2af1l4	233073
chr7	-	30640994	30650228	Rbm42Haus5,Rbm42,	68035,
chr7	-	30561865	30563184	Psenen	66340
chr7	+	30565426	30567962	Tmem149	101883,
chr7	-	30589680	30592942	Zbtb32	58206
chr7	-	30603091	30612734	Upk1a	109637
chr7	-	30555440	30559646	Lin37	75660,
chr7	-	30568854	30588726	Wbp7	75410,
chr7	-	30653707	30664994	Haus5	71909
chr7	-	30616973	30626151	Cox6b1	110323
chr7	-	30633615	30635852	Etv2	14008
chr7	+	30553301	30555439	Hspb6	243912
chr7	-	30727700	30729534	Tmem147	69804
chr7	+	30763755	30781066	Dmkn	73712
chr7	+	30776404	30781066	Dmkn	73712
chr7	+	30712231	30725534	Atp4a	11944,
chr7	-	30729886	30739356	Gapdhs	14447,
chr7	+	30751470	30756134	Sbsn	282619
chr7	+	30763755	30781066	Dmkn	73712
chr7	+	30698925	30700534	2200002J24Rik	69147
chr7	+	30763755	30781066	Dmkn	73712
chr7	+	30751470	30756134	Sbsn	282619
chr7	+	30787904	30791083	Krtdap	64661,
chr7	-	30818356	30820977	Ffar2	233079
chr7	-	30922371	30924181	Hamp2	66438
chr7	-	30818356	30821139	Ffar2	233079
chr7	-	30818356	30821192	Ffar2	233079
chr7	-	30818356	30821648	Ffar2	233079
chr7	-	30865403	30879028	Cd22	12483,
chr7	-	30818356	30823775	Ffar2	233079
chr7	-	30899182	30914832	Mag	17136,
chr7	-	30860567	30861470	Ffar1	233081
chr7	-	30865403	30880342	Cd22	12483
chr7	-	30854329	30856178	Ffar3	233080
chr7	+	30977042	30989725	Fam187b	76415
chr7	-	31032722	31042322	Fxyd5	18301,
chr7	-	30945247	30956803	Usf2	22282
chr7	-	31051677	31055656	Fxyd1	56188
chr7	-	30957769	30973469	Lsr	54135
chr7	-	30942368	30944017	Hamp	84506
chr7	-	31032722	31041818	Fxyd5	18301
chr7	-	31051677	31054853	Fxyd1	56188,
chr7	+	30973803	30989725	Fam187b	76415
chr7	-	31051677	31055656	Fxyd1	56188
chr7	-	31042514	31051454	Fxyd7	57780
chr7	-	31051677	31054853	Fxyd1	56188
chr7	-	30957769	30973469	Lsr	54135
chr7	-	30957769	30973469	Lsr	54135
chr7	+	30981920	30989725	Fam187b	76415
chr7	-	31116523	31126945	Scn1b	20266
chr7	+	31162357	31170641	Gm10640	100038516
chr7	-	31098724	31115290	Hpn	15451
chr7	-	31070534	31076697	Fxyd3	17178
chr7	-	31130126	31151050	Gramd1a	52857
chr7	-	31098724	31115290	Hpn	15451
chr7	+	31302768	31304977	Scgb2b2	381970
chr7	-	31290518	31291816	Scgb1b2	57426
chr7	+	31375591	31376916	Scgb1b3	384585
chr7	-	31359037	31362072	NA	NA
chr7	-	31703778	31705754	Scgb2b7	100043836
chr7	+	31712664	31713980	NA	626305
chr7	+	32441540	32442844	Scgb1b29	384589
chr7	-	33278365	33280341	Scgb2b19	545947
chr7	+	33373233	33374558	NA	NA
chr7	-	33364342	33366319	Scgb2b20	494519
chr7	-	33625144	33653281	Scgb2b23-ps	353109
chr7	-	33737192	33739295	Scgb2b24	233090
chr7	+	33743798	33745103	Scgb1b24	100043860
chr7	-	33942996	33944985	Scgb2b26	110187
chr7	+	34021566	34022881	Scgb1b27	11354
chr7	-	34011931	34013942	Scgb2b27	233099
chr7	-	34140696	34168529	Uba2	50995
chr7	-	34109549	34133268	Wtip	101543
chr7	-	34184496	34196647	Pdcd2l	68079
chr7	+	34095430	34100837	Scgb1b30	100043868
chr7	-	34236713	34285609	4931406P16Rik	233103,
chr7	-	34344719	34389540	Lsm14a	67070
chr7	-	34639015	34652841	Kctd15	233107,
chr7	+	35119292	35121931	Cebpa	12606
chr7	-	35046421	35056566	Cebpg	12611
chr7	+	35186384	35201111	Slc7a10	53896
chr7	-	35200933	35215345	Lrp3	435965,
chr7	-	35276543	35318440	Gpatch1	67471
chr7	+	35449097	35466034	Slc7a9	30962
chr7	+	35449091	35466034	Slc7a9	30962
chr7	-	35392151	35396767	C230052I12Rik	101831
chr7	+	35397092	35438684	Ccdc123	72140
chr7	+	35449178	35466034	Slc7a9	30962,
chr7	+	35586246	35639237	Ankrd27	245886,
chr7	-	35641984	35647482	Pdcd5	56330
chr7	-	35578995	35585582	Rgs9bp	243923
chr7	+	35586246	35609114	Ankrd27	245886,
chr7	-	35547184	35555928	Nudt19	110959
chr7	-	35685499	35754454	Dpy19l3	233115
chr7	+	35802591	35838074	E130304I02Rik	78547
chr7	-	38097983	38107490	Ccne1	12447
chr7	-	38262819	38271348	Pop4	66161
chr7	-	38220653	38227994	Plekhf1	72287
chr7	+	38183216	38197565	1600014C10Rik	72244
chr7	+	38183786	38197565	1600014C10Rik	72244
chr7	-	38518138	38528193	Gm5591	434171
chr7	-	38762405	38770304	NA	100861861
chr7	-	39407293	39413160	Gm5114	330513
chr7	+	39517765	39540415	Zfp619	70227
chr7	+	40674736	40691260	4933402C06Rik	71029
chr7	+	40899277	40929968	Vstm2b	58188
chr7	+	40987608	40994833	4930433I11Rik	243944
chr7	+	41032718	41045302	Gm4884	233164
chr7	-	41372929	41393260	AI987944	233168,
chr7	-	41372929	41393379	AI987944	233168
chr7	-	41478873	41499890	AW146154	101835
chr7	+	41633530	41651532	Zfp788	67607,
chr7	-	41836880	41872670	Vmn2r58	628422
chr7	-	42011791	42058981	Vmn2r59	628444
chr7	+	42116470	42195776	Vmn2r60	637898
chr7	+	42260052	42300755	Vmn2r61	637873
chr7	-	42430104	42430369	Vmn2r-ps60	628490
chr7	-	42445461	42448080	4933421I07Rik	71162
chr7	-	42609525	42642604	9830147E19Rik	208111,
chr7	-	42660107	42692718	Gm5595	434179
chr7	-	42764437	42793496	Vmn2r62	546964
chr7	-	42903250	42933789	Vmn2r63	435975
chr7	+	43018797	43048106	Gm9268	668612
chr7	+	43214038	43226842	EU599041	100170401,
chr7	+	43177587	43192109	Zfp936	668620,
chr7	-	43296522	43313261	Zfp715	69930
chr7	+	43351340	43359470	NA	233186
chr7	+	43351340	43359470	Siglec5	233186,
chr7	+	43440815	43443320	Cldnd2	74276
chr7	+	43430100	43435991	Lim2	233187
chr7	+	43408279	43418349	Siglecg	243958
chr7	+	43437137	43438246	Nkg7	72310
chr7	-	43472906	43490023	Iglon5	210094
chr7	-	43492043	43505938	4931406B18Rik	74054
chr7	+	43444142	43457782	Etfb	110826
chr7	-	43527455	43533171	Cd33	12489,
chr7	-	43527455	43533171	Cd33	12489
chr7	+	43607168	43618279	Zfp819	74400,
chr7	+	43579585	43593710	Zfp719	210105
chr7	+	43562369	43575461	Zfp658	210104
chr7	-	43651069	43660161	Siglece	83382
chr7	+	43769099	43773481	Klk12	69511
chr7	+	43690417	43695535	Klk14	317653
chr7	+	43672030	43678297	Ctu1	233189
chr7	+	43712566	43726758	Klk13	626834
chr7	+	43825449	43832027	Klk6	19144
chr7	+	43842268	43851181	Klk5	68668
chr7	+	43824543	43832027	Klk6	19144
chr7	+	43811443	43816359	Klk7	23993
chr7	+	43791890	43796756	Klk9	101533
chr7	+	43781053	43785410	Klk10	69540
chr7	+	43824543	43832027	Klk6	19144
chr7	+	43824543	43832027	Klk6	19144
chr7	+	43881171	43885804	Klk4	56640
chr7	+	43797576	43803822	Klk8	259277
chr7	+	43950671	43954938	Klk1b8	16624
chr7	+	44012677	44016965	Klk1b26	16618
chr7	+	43933770	43939590	Klk15	317652
chr7	+	44012696	44016968	NA	NA
chr7	+	43966767	43971315	Klk1b1	16623
chr7	+	43995878	43999875	Klk1b11	16613
chr7	+	43945011	43945927	Klk1b7-ps	16604
chr7	+	43976060	43980376	Klk1b9	13648
chr7	+	44136766	44141604	Klk1b16	16615
chr7	+	44052289	44056711	Klk1b27	16619
chr7	+	44112682	44116876	Klk1b22	13646
chr7	+	44102291	44106579	Klk1b21	16616
chr7	-	44253086	44257204	Acpt	100503991
chr7	+	44246721	44252319	2410002F23RikSnord88a,	668661,
chr7	+	44188262	44192451	Klk1b24	16617
chr7	+	44207434	44211754	Klk1b4	18048
chr7	+	44198190	44202351	Klk1b3	18050
chr7	+	44216474	44220703	Klk1b5	16622
chr7	+	44225436	44229617	Klk1	16612
chr7	-	44229929	44236122	1700028J19Rik	70004
chr7	+	44249854	44249938	Snord88c	100217434
chr7	+	44250149	44250221	Snord88a	100217433
chr7	+	44384125	44400030	Syt3	20981
chr7	-	44303765	44306959	Clec11a	20256,
chr7	-	44360044	44375030	1700008O03Rik	69349
chr7	+	44384125	44400030	Syt3	20981
chr7	+	44310263	44358353	Shank1	243961,
chr7	+	44467979	44471658	Josd2	66124
chr7	+	44442486	44463344	Lrrc4b	272381
chr7	+	44467979	44471658	Josd2	66124
chr7	-	44532743	44548815	Pold1	18971,
chr7	+	44465434	44467751	Aspdh	68352
chr7	+	44467979	44471658	Josd2	66124
chr7	+	44467979	44471658	Josd2	66124
chr7	-	44525994	44532071	Spib	272382
chr7	-	44501698	44524669	Mybpc2	233199
chr7	-	44489937	44496513	Emc10	69683,
chr7	+	44496587	44501134	Fam71e1	75538
chr7	-	44549632	44553923	Nr1h2	22260,
chr7	+	44467979	44471658	Josd2	66124
chr7	+	44572444	44586846	Napsa	16541,
chr7	-	44605802	44670843	NA	71960
chr7	-	44605802	44665503	Myh14	71960,
chr7	-	44605802	44665503	NA	71960
chr7	+	44590885	44604751	Kcnc3	16504,
chr7	-	44812255	44815658	Atf5	107503,
chr7	+	44748628	44777514	Vrk3	101568
chr7	-	44812255	44816658	NA	107503
chr7	+	44708742	44719842	Izumo2	75510
chr7	-	44731485	44748617	Zfp473	243963,
chr7	+	44850006	44855421	Akt1s1	67605
chr7	-	44863067	44869788	Ptov1	84113
chr7	+	44836287	44840809	Il4i1	14204
chr7	+	44849223	44855421	Akt1s1	67605
chr7	+	44857180	44862929	Pnkp	59047,
chr7	-	44879385	44892366	Med25	75613,
chr7	-	44900372	44929490	Ap2a1	11771
chr7	+	44849698	44849771	Mir707	735269
chr7	+	44896078	44900624	Fuz	70300
chr7	-	44840775	44849079	Tbc1d17	233204
chr7	-	44900372	44929490	Ap2a1	11771
chr7	-	45053606	45061652	Prrg2	65116,
chr7	-	44976754	44986420	Prmt1	15469,
chr7	+	45018006	45021644	Rras	20130
chr7	+	44986899	44994601	Gm15545	100502630
chr7	-	44959371	44974851	Cpt1c	78070
chr7	-	45027706	45052881	Prr12	233210
chr7	-	44959371	44974851	Cpt1c	78070
chr7	-	44976754	44986420	Prmt1	15469
chr7	-	44976754	44986420	NA	15469
chr7	+	44997647	45002848	Irf3	54131,
chr7	+	45062428	45078503	Nosip	66394
chr7	-	44991221	44997579	Bcl2l12	75736,
chr7	-	44976754	44986420	Prmt1	15469
chr7	+	45062428	45078503	Nosip	66394
chr7	-	45002949	45016249	Scaf1	233208,
chr7	+	44997647	45002848	NA	54131
chr7	-	45176348	45179597	Gm581	100039953
chr7	-	45131188	45136432	Flt3l	14256,
chr7	+	45180994	45181838	Pth2	114640,
chr7	+	45121756	45121821	Mir150	387168
chr7	-	45122387	45124389	Rps11	27207
chr7	+	45163920	45176139	Slc17a7	72961,
chr7	-	45183675	45204892	Ccdc155	384619
chr7	-	45092992	45103822	Fcgrt	14132,
chr7	-	45125562	45128745	Rpl13a	22121
chr7	-	45141839	45154538	Aldh16a1	69748,
chr7	-	45207524	45211883	Dkkl1	50722
chr7	+	45154397	45160064	Pih1d1	68845,
chr7	-	45123025	45123111	Snord35b	27212
chr7	-	45126346	45126435	Snord35a	27211
chr7	-	45126602	45126668	Snord34	27210
chr7	-	45126863	45126945	NA	27208
chr7	-	45126917	45126991	Snord33	NA
chr7	-	45127382	45127463	NA	NA
chr7	-	45303154	45333780	Trpm4	68667
chr7	+	45335268	45338972	Hrc	15464
chr7	-	45233631	45238839	Cd37	12493,
chr7	+	45282872	45288993	1700039E15Rik	76713
chr7	+	45405959	45411382	Kcna7	16495
chr7	+	45420945	45421854	Lhb	16866
chr7	+	45434838	45456617	Gys1	14936
chr7	+	45413694	45417179	Ntf5	78405
chr7	-	45461694	45466898	Bax	12028
chr7	-	45421897	45434464	Ruvbl2	20174,
chr7	-	45376453	45395647	Snrnp70	20637,
chr7	+	45366162	45367948	Mtag2	50994
chr7	-	45457943	45459886	Ftl1	14325,
chr7	+	45367232	45367948	Mtag2	50994
chr7	-	45367890	45370564	Lin7b	22342
chr7	+	45554927	45567321	Hsd17b14	66065,
chr7	-	45567794	45575176	0610005C13Rik	71661
chr7	+	45572869	45589710	Bcat2	12036
chr7	+	45570152	45589710	Bcat2	12036,
chr7	+	45526329	45554229	Plekha4	69217,
chr7	-	45522916	45526268	Ppp1r15a	17872,
chr7	+	45571278	45589710	Bcat2	12036
chr7	-	45492673	45510408	Nucb1	18220
chr7	+	45513705	45522380	Tulp2	56734,
chr7	-	45492673	45510408	Nucb1	18220
chr7	-	45567794	45575176	0610005C13Rik	71661
chr7	+	45513705	45522603	Tulp2	56734,
chr7	+	45627536	45639092	Rasip1	69903
chr7	+	45617605	45621059	NA	14343
chr7	+	45705246	45710203	Dbp	13170
chr7	-	45613889	45615490	Fgf21	56636
chr7	-	45709462	45715207	Sphk2	56632
chr7	+	45718070	45720835	Rpl18	19899
chr7	-	45725106	45725816	Spaca4	69363
chr7	+	45639976	45645768	Mamstr	74490
chr7	-	45709462	45718002	Sphk2	56632
chr7	-	45709462	45718002	Sphk2	56632
chr7	+	45699966	45704661	Car11	12348
chr7	+	45684413	45694554	Ntn5	243967,
chr7	+	45721219	45729492	Fam83e	73813,
chr7	+	45621810	45627242	Izumo1	73456
chr7	-	45677685	45694402	NA	56546
chr7	+	45617605	45621059	Fut1	14343,
chr7	-	45648590	45666394	NA	14344
chr7	-	45648590	45666394	Fut2	14344
chr7	-	45816466	45824747	Kcnj14	211480
chr7	-	45825222	45830789	Grwd1	101612,
chr7	-	45832482	45866681	Grin2d	14814
chr7	-	45806636	45814316	Cyth2	19158
chr7	-	45806636	45814316	Cyth2	19158
chr7	+	45783946	45804130	Lmtk3	381983,
chr7	+	45897068	45917413	Tmem143	70209,
chr7	-	45918022	45921426	Emp3	13732
chr7	-	45918022	45920849	Emp3	13732
chr7	-	45886844	45896711	Syngr4	58867
chr7	+	45928397	45948956	Ccdc114	211535
chr7	-	46097122	46100237	Kcnj11	16514
chr7	+	46033695	46084212	Nomo1	211548
chr7	-	46097122	46100764	Kcnj11	16514
chr7	-	46195350	46238490	Ush1c	72088,
chr7	-	46195350	46238490	Ush1c	72088
chr7	-	46195350	46238490	Ush1c	72088
