#Edge	Score	Prob	Cis/Trans	Collisions
FOXJ3--WDR65	0.31342359	0.65150226	CIS	NaN
FOXJ3--MPL	0.31342359	0.65150226	CIS	NaN
FOXJ3--KCNA2	0.29870361	0.41366670	CIS	NaN
FOXJ3--ERMAP	0.31342359	0.65150226	CIS	NaN
FOXJ3--SPATA6	0.31157395	0.62161703	CIS	NaN
FOXJ3--KIF2C	0.30860132	0.57358720	CIS	NaN
FOXJ3--ST3GAL3	0.30957625	0.58933941	CIS	NaN
FOXJ3--FGGY	0.30204538	0.46766072	CIS	NaN
FOXJ3--TOE1	0.30860132	0.57358720	CIS	NaN
FOXJ3--TESK2	0.30860132	0.57358720	CIS	NaN
FOXJ3--YBX1	0.31342359	0.65150226	CIS	NaN
FOXJ3--RNF220	0.30860132	0.57358720	CIS	NaN
FOXJ3--AGBL4	0.31470324	0.67217789	CIS	NaN
FOXJ3--C1orf190	0.31234938	0.63414583	CIS	NaN
FOXJ3--PSMA5	0.30098575	0.45053994	CIS	NaN
FOXJ3--RPL5	0.29894941	0.41763820	CIS	NaN
FOXJ3--GBP5	0.30309674	0.48464803	CIS	NaN
FOXJ3--LOC100129924	0.31342359	0.65150226	CIS	NaN
FOXJ3--PTPRF	0.30957625	0.58933941	CIS	NaN
FOXJ3--PPIH	0.31342359	0.65150226	CIS	NaN
FOXJ3--C1orf228	0.30860132	0.57358720	CIS	NaN
FOXJ3--FAM183A	0.31342359	0.65150226	CIS	NaN
FOXJ3--EBNA1BP2	0.31342359	0.65150226	CIS	NaN
FOXJ3--CTTNBP2NL	0.29479093	0.35044838	CIS	NaN
FOXJ3--MUTYH	0.30860132	0.57358720	CIS	NaN
FOXJ3--HS2ST1	0.30020426	0.43791324	CIS	NaN
FOXJ3--CACHD1	0.30457388	0.50851451	CIS	NaN
FOXJ3--SLC44A5	0.31100489	0.61242255	CIS	NaN
FOXJ3--C1orf50	0.31342359	0.65150226	CIS	NaN
FOXJ3--IPP	0.31234938	0.63414583	CIS	NaN
RIMKLA--RIMKLA	0.30999920	0.59617325	CIS	NaN
RIMKLA--PPCS	0.30999920	0.59617325	CIS	NaN
RIMKLA--YBX1	0.31342359	0.65150226	CIS	NaN
RIMKLA--FAF1	0.31157649	0.62165804	CIS	NaN
RIMKLA--MAST2	0.31234938	0.63414583	CIS	NaN
RIMKLA--TESK2	0.30860132	0.57358720	CIS	NaN
RIMKLA--ZMYND12	0.30999920	0.59617325	CIS	NaN
RIMKLA--FGGY	0.30204538	0.46766072	CIS	NaN
RIMKLA--ERI3	0.30957625	0.58933941	CIS	NaN
RIMKLA--C1orf50	0.31342359	0.65150226	CIS	NaN
RIMKLA--CCDC30	0.31342359	0.65150226	CIS	NaN
RIMKLA--GLIS1	0.30984492	0.59368041	CIS	NaN
RIMKLA--PPIH	0.31342359	0.65150226	CIS	NaN
RIMKLA--ERMAP	0.31342359	0.65150226	CIS	NaN
RIMKLA--ZSWIM5	0.30860132	0.57358720	CIS	NaN
RIMKLA--SLC2A1	0.31342359	0.65150226	CIS	NaN
RIMKLA--RAD54L	0.31234938	0.63414583	CIS	NaN
RIMKLA--MPL	0.31342359	0.65150226	CIS	NaN
RIMKLA--FAM183A	0.31342359	0.65150226	CIS	NaN
RIMKLA--EBNA1BP2	0.31342359	0.65150226	CIS	NaN
RIMKLA--CLDN19	0.31342359	0.65150226	CIS	NaN
RIMKLA--PDE4B	0.30605703	0.53247826	CIS	NaN
ZMYND12--KDM4A	0.30957625	0.58933941	CIS	NaN
ZMYND12--CCDC30	0.31342359	0.65150226	CIS	NaN
ZMYND12--ZMYND12	0.30999920	0.59617325	CIS	NaN
ZMYND12--PPIH	0.31342359	0.65150226	CIS	NaN
ZMYND12--ERMAP	0.31342359	0.65150226	CIS	NaN
ZMYND12--CCDC23	0.31342359	0.65150226	CIS	NaN
ZMYND12--C1orf50	0.31342359	0.65150226	CIS	NaN
ZMYND12--GLIS1	0.30908566	0.58141279	CIS	NaN
ZMYND12--PPCS	0.30999920	0.59617325	CIS	NaN
ZMYND12--YBX1	0.31342359	0.65150226	CIS	NaN
ZMYND12--LEPRE1	0.31342359	0.65150226	CIS	NaN
ZMYND12--HOOK1	0.30204538	0.46766072	CIS	NaN
ZMYND12--SLC2A1	0.31342359	0.65150226	CIS	NaN
ZMYND12--GCLM	0.29566806	0.36462043	CIS	NaN
ZMYND12--SZT2	0.31342359	0.65150226	CIS	NaN
ZMYND12--HYI	0.31342359	0.65150226	CIS	NaN
ZMYND12--ERI3	0.30957625	0.58933941	CIS	NaN
ZMYND12--MED8	0.31342359	0.65150226	CIS	NaN
PPCS--CCDC30	0.31342359	0.65150226	CIS	NaN
PPCS--PPCS	0.30999920	0.59617325	CIS	NaN
PPCS--ST3GAL3	0.30957625	0.58933941	CIS	NaN
PPCS--LEPRE1	0.31342359	0.65150226	CIS	NaN
PPCS--KDM4A	0.30957625	0.58933941	CIS	NaN
CCDC30--CCDC30	0.31342359	0.65150226	CIS	NaN
CCDC30--EBNA1BP2	0.31342359	0.65150226	CIS	NaN
CCDC30--SLC2A1	0.31342359	0.65150226	CIS	NaN
CCDC30--AGBL4	0.30847717	0.57158126	CIS	NaN
CCDC30--PPIH	0.31688581	0.70744247	CIS	NaN
CCDC30--TXNDC12	0.31043093	0.60314883	CIS	NaN
CCDC30--YBX1	0.31688581	0.70744247	CIS	NaN
CCDC30--ERMAP	0.31688581	0.70744247	CIS	NaN
CCDC30--ST3GAL3	0.31299597	0.64459294	CIS	NaN
CCDC30--ARTN	0.31299597	0.64459294	CIS	NaN
CCDC30--CCDC24	0.31299597	0.64459294	CIS	NaN
CCDC30--SLC6A9	0.31299597	0.64459294	CIS	NaN
CCDC30--C1orf50	0.31688581	0.70744247	CIS	NaN
CCDC30--LEPRE1	0.31688581	0.70744247	CIS	NaN
CCDC30--RAB3B	0.31043093	0.60314883	CIS	NaN
CCDC30--ZNF691	0.31688581	0.70744247	CIS	NaN
CCDC30--GNAI3	0.29970308	0.42981556	CIS	NaN
CCDC30--PTPRF	0.31299597	0.64459294	CIS	NaN
CCDC30--CLCC1	0.30431057	0.50426022	CIS	NaN
CCDC30--FAM183A	0.31688581	0.70744247	CIS	NaN
CCDC30--EPS15	0.31501831	0.67726857	CIS	NaN
CCDC30--SZT2	0.31688581	0.70744247	CIS	NaN
CCDC30--TMEM48	0.31326760	0.64898189	CIS	NaN
CCDC30--CCDC23	0.31688581	0.70744247	CIS	NaN
CCDC30--KDM4A	0.31299597	0.64459294	CIS	NaN
PPIH--PPIH	0.31688581	0.70744247	CIS	NaN
PPIH--SLC2A1	0.31688581	0.70744247	CIS	NaN
PPIH--FGGY	0.30538191	0.52157013	CIS	NaN
PPIH--YBX1	0.31688581	0.70744247	CIS	NaN
PPIH--KDM4A	0.31299597	0.64459294	CIS	NaN
PPIH--ERMAP	0.31688581	0.70744247	CIS	NaN
PPIH--PTPRF	0.31299597	0.64459294	CIS	NaN
PPIH--FAM73A	0.30683794	0.54509580	CIS	NaN
PPIH--LEPRE1	0.31688581	0.70744247	CIS	NaN
PPIH--SZT2	0.31688581	0.70744247	CIS	NaN
PPIH--LOC100129924	0.31688581	0.70744247	CIS	NaN
PPIH--MPL	0.31688581	0.70744247	CIS	NaN
YBX1--C1orf50	0.31688581	0.70744247	CIS	NaN
YBX1--ST3GAL3	0.31299597	0.64459294	CIS	NaN
YBX1--LDLRAD1	0.31326760	0.64898189	CIS	NaN
YBX1--LEPRE1	0.31688581	0.70744247	CIS	NaN
YBX1--KDM4A	0.31299597	0.64459294	CIS	NaN
YBX1--YBX1	0.31688581	0.70744247	CIS	NaN
YBX1--GPBP1L1	0.31579973	0.68989431	CIS	NaN
YBX1--IPP	0.31579973	0.68989431	CIS	NaN
YBX1--PTPRF	0.31299597	0.64459294	CIS	NaN
YBX1--CLDN19	0.31688581	0.70744247	CIS	NaN
YBX1--HPDL	0.31201027	0.62866672	CIS	NaN
YBX1--MUTYH	0.31201027	0.62866672	CIS	NaN
CLDN19--ST3GAL3	0.31299597	0.64459294	CIS	NaN
CLDN19--WLS	0.31008265	0.59752151	CIS	NaN
CLDN19--LEPRE1	0.31688581	0.70744247	CIS	NaN
CLDN19--PKN2	0.30644489	0.53874508	CIS	NaN
CLDN19--PTPRF	0.31299597	0.64459294	CIS	NaN
CLDN19--WDR65	0.31688581	0.70744247	CIS	NaN
LEPRE1--FAM183A	0.31688581	0.70744247	CIS	NaN
LEPRE1--EBNA1BP2	0.31688581	0.70744247	CIS	NaN
LEPRE1--LEPRE1	0.31688581	0.70744247	CIS	NaN
LEPRE1--SZT2	0.31688581	0.70744247	CIS	NaN
LEPRE1--ERMAP	0.31688581	0.70744247	CIS	NaN
LEPRE1--LOC100129924	0.31688581	0.70744247	CIS	NaN
LEPRE1--ST3GAL3	0.31299597	0.64459294	CIS	NaN
LEPRE1--WDR65	0.31688581	0.70744247	CIS	NaN
LEPRE1--C1orf50	0.31688581	0.70744247	CIS	NaN
LEPRE1--SLC2A1	0.31688581	0.70744247	CIS	NaN
LEPRE1--STIL	0.31403395	0.66136399	CIS	NaN
LEPRE1--AGBL4	0.31188475	0.62663862	CIS	NaN
LEPRE1--ZNF691	0.31688581	0.70744247	CIS	NaN
C1orf50--C1orf50	0.31688581	0.70744247	CIS	NaN
C1orf50--SLC2A1	0.31688581	0.70744247	CIS	NaN
C1orf50--ERMAP	0.31688581	0.70744247	CIS	NaN
C1orf50--ZNF691	0.31688581	0.70744247	CIS	NaN
C1orf50--LOC100129924	0.31688581	0.70744247	CIS	NaN
C1orf50--PTPRF	0.31299597	0.64459294	CIS	NaN
C1orf50--ST3GAL3	0.31299597	0.64459294	CIS	NaN
C1orf50--ST6GALNAC5	0.30806262	0.56488334	CIS	NaN
C1orf50--IPO13	0.31299597	0.64459294	CIS	NaN
C1orf50--WDR65	0.31688581	0.70744247	CIS	NaN
C1orf50--SZT2	0.31688581	0.70744247	CIS	NaN
C1orf50--CCDC23	0.31688581	0.70744247	CIS	NaN
LOC100129924--SLC2A1	0.31688581	0.70744247	CIS	NaN
LOC100129924--LOC100129924	0.31688581	0.70744247	CIS	NaN
LOC100129924--ERMAP	0.31688581	0.70744247	CIS	NaN
LOC100129924--PTPRF	0.31688581	0.70744247	CIS	NaN
LOC100129924--CCDC23	0.31688581	0.70744247	CIS	NaN
CCDC23--ST3GAL3	0.31299597	0.64459294	CIS	NaN
CCDC23--ERMAP	0.31688581	0.70744247	CIS	NaN
CCDC23--EFCAB7	0.30892990	0.57889617	CIS	NaN
CCDC23--TIE1	0.31688581	0.70744247	CIS	NaN
CCDC23--SLC2A1	0.31688581	0.70744247	CIS	NaN
ERMAP--ST3GAL3	0.31299597	0.64459294	CIS	NaN
ERMAP--ERMAP	0.31688581	0.70744247	CIS	NaN
ERMAP--EFCAB7	0.30892990	0.57889617	CIS	NaN
ERMAP--TIE1	0.31688581	0.70744247	CIS	NaN
ERMAP--SLC2A1	0.31688581	0.70744247	CIS	NaN
ERMAP--EBNA1BP2	0.31688581	0.70744247	CIS	NaN
ERMAP--WDR65	0.31688581	0.70744247	CIS	NaN
ERMAP--CCDC24	0.31299597	0.64459294	CIS	NaN
ERMAP--SLC6A9	0.31299597	0.64459294	CIS	NaN
ERMAP--ZNF691	0.31688581	0.70744247	CIS	NaN
ERMAP--FRRS1	0.30927978	0.58454936	CIS	NaN
ERMAP--FAM183A	0.31688581	0.70744247	CIS	NaN
ERMAP--MAST2	0.31579973	0.68989431	CIS	NaN
ERMAP--PTPRF	0.31299597	0.64459294	CIS	NaN
ERMAP--SZT2	0.31688581	0.70744247	CIS	NaN
ERMAP--KIAA0494	0.31403395	0.66136399	CIS	NaN
ERMAP--ZSWIM5	0.31201027	0.62866672	CIS	NaN
ERMAP--SLC1A7	0.31249996	0.63657875	CIS	NaN
ZNF691--ZSWIM5	0.31201027	0.62866672	CIS	NaN
ZNF691--SLC2A1	0.31688581	0.70744247	CIS	NaN
ZNF691--PTPRF	0.31299597	0.64459294	CIS	NaN
ZNF691--ST3GAL3	0.31299597	0.64459294	CIS	NaN
ZNF691--ARTN	0.31299597	0.64459294	CIS	NaN
ZNF691--ERI3	0.31299597	0.64459294	CIS	NaN
ZNF691--DPH2	0.31299597	0.64459294	CIS	NaN
ZNF691--DMAP1	0.31299597	0.64459294	CIS	NaN
ZNF691--SZT2	0.31688581	0.70744247	CIS	NaN
SLC2A1--ZYG11B	0.31249996	0.63657875	CIS	NaN
SLC2A1--TMEM48	0.31326760	0.64898189	CIS	NaN
SLC2A1--KIAA0494	0.31403395	0.66136399	CIS	NaN
SLC2A1--SLC2A1	0.31688581	0.70744247	CIS	NaN
SLC2A1--SCP2	0.31249996	0.63657875	CIS	NaN
SLC2A1--FAM183A	0.31688581	0.70744247	CIS	NaN
SLC2A1--EBNA1BP2	0.31688581	0.70744247	CIS	NaN
SLC2A1--WDR65	0.31688581	0.70744247	CIS	NaN
SLC2A1--FAF1	0.31501831	0.67726857	CIS	NaN
SLC2A1--IPO13	0.31299597	0.64459294	CIS	NaN
SLC2A1--CCDC24	0.31299597	0.64459294	CIS	NaN
SLC2A1--SLC6A9	0.31299597	0.64459294	CIS	NaN
SLC2A1--SSBP3	0.31326760	0.64898189	CIS	NaN
SLC2A1--MAST2	0.31579973	0.68989431	CIS	NaN
SLC2A1--HEATR8	0.31056057	0.60524340	CIS	NaN
SLC2A1--RNF220	0.31201027	0.62866672	CIS	NaN
FAM183A--SZT2	0.31688581	0.70744247	CIS	NaN
FAM183A--HYI	0.31688581	0.70744247	CIS	NaN
FAM183A--MPL	0.31688581	0.70744247	CIS	NaN
FAM183A--FAM183A	0.31688581	0.70744247	CIS	NaN
FAM183A--EBNA1BP2	0.31688581	0.70744247	CIS	NaN
FAM183A--ST3GAL3	0.31299597	0.64459294	CIS	NaN
FAM183A--POMGNT1	0.31579973	0.68989431	CIS	NaN
FAM183A--TMEM125	0.31688581	0.70744247	CIS	NaN
FAM183A--C1orf210	0.31688581	0.70744247	CIS	NaN
FAM183A--KDM4A	0.31299597	0.64459294	CIS	NaN
FAM183A--PLK3	0.31201027	0.62866672	CIS	NaN
FAM183A--TCTEX1D4	0.31201027	0.62866672	CIS	NaN
FAM183A--BTBD19	0.31201027	0.62866672	CIS	NaN
EBNA1BP2--SZT2	0.31688581	0.70744247	CIS	NaN
EBNA1BP2--HYI	0.31688581	0.70744247	CIS	NaN
EBNA1BP2--MPL	0.31688581	0.70744247	CIS	NaN
EBNA1BP2--EBNA1BP2	0.31688581	0.70744247	CIS	NaN
EBNA1BP2--ST3GAL3	0.31299597	0.64459294	CIS	NaN
EBNA1BP2--POMGNT1	0.31579973	0.68989431	CIS	NaN
EBNA1BP2--TMEM125	0.31688581	0.70744247	CIS	NaN
EBNA1BP2--C1orf210	0.31688581	0.70744247	CIS	NaN
EBNA1BP2--KDM4A	0.31299597	0.64459294	CIS	NaN
EBNA1BP2--PLK3	0.31201027	0.62866672	CIS	NaN
EBNA1BP2--TCTEX1D4	0.31201027	0.62866672	CIS	NaN
EBNA1BP2--BTBD19	0.31201027	0.62866672	CIS	NaN
EBNA1BP2--RNF220	0.31299597	0.64459294	CIS	NaN
EBNA1BP2--PTPRF	0.31299597	0.64459294	CIS	NaN
EBNA1BP2--WDR65	0.31688581	0.70744247	CIS	NaN
EBNA1BP2--SSBP3	0.31326760	0.64898189	CIS	NaN
WDR65--ST3GAL3	0.31299597	0.64459294	CIS	NaN
WDR65--WDR65	0.31688581	0.70744247	CIS	NaN
WDR65--TIE1	0.31688581	0.70744247	CIS	NaN
WDR65--KDM4A	0.31299597	0.64459294	CIS	NaN
WDR65--NASP	0.31579973	0.68989431	CIS	NaN
WDR65--TMEM125	0.31688581	0.70744247	CIS	NaN
WDR65--C1orf210	0.31688581	0.70744247	CIS	NaN
TMEM125--TMEM125	0.31688581	0.70744247	CIS	NaN
TMEM125--C1orf210	0.31688581	0.70744247	CIS	NaN
TMEM125--ST3GAL3	0.31299597	0.64459294	CIS	NaN
TMEM125--SZT2	0.31688581	0.70744247	CIS	NaN
TMEM125--FGGY	0.30189744	0.46527054	CIS	NaN
TMEM125--C1orf168	0.31673499	0.70500553	CIS	NaN
TMEM125--PTPRF	0.31299597	0.64459294	CIS	NaN
TMEM125--KDM4A	0.31299597	0.64459294	CIS	NaN
TMEM125--TIE1	0.31688581	0.70744247	CIS	NaN
TMEM125--ARTN	0.31299597	0.64459294	CIS	NaN
TMEM125--HYI	0.31688581	0.70744247	CIS	NaN
TMEM125--MED8	0.31688581	0.70744247	CIS	NaN
C1orf210--C1orf210	0.31688581	0.70744247	CIS	NaN
C1orf210--ST3GAL3	0.31299597	0.64459294	CIS	NaN
C1orf210--SZT2	0.31688581	0.70744247	CIS	NaN
C1orf210--FGGY	0.30189744	0.46527054	CIS	NaN
C1orf210--C1orf168	0.31673499	0.70500553	CIS	NaN
C1orf210--PTPRF	0.31299597	0.64459294	CIS	NaN
C1orf210--KDM4A	0.31299597	0.64459294	CIS	NaN
C1orf210--TIE1	0.31688581	0.70744247	CIS	NaN
C1orf210--ARTN	0.31299597	0.64459294	CIS	NaN
C1orf210--HYI	0.31688581	0.70744247	CIS	NaN
C1orf210--MED8	0.31688581	0.70744247	CIS	NaN
TIE1--SZT2	0.31688581	0.70744247	CIS	NaN
TIE1--ERI3	0.31299597	0.64459294	CIS	NaN
TIE1--ST3GAL3	0.31299597	0.64459294	CIS	NaN
TIE1--PTPRF	0.31299597	0.64459294	CIS	NaN
TIE1--MED8	0.31688581	0.70744247	CIS	NaN
MPL--KLF17	0.31299597	0.64459294	CIS	NaN
MPL--SZT2	0.31688581	0.70744247	CIS	NaN
MPL--FAF1	0.31501831	0.67726857	CIS	NaN
MPL--PTPRF	0.31688581	0.70744247	CIS	NaN
MPL--RNF220	0.31201027	0.62866672	CIS	NaN
MPL--ST3GAL3	0.31299597	0.64459294	CIS	NaN
MPL--CDC20	0.31688581	0.70744247	CIS	NaN
MPL--ELOVL1	0.31688581	0.70744247	CIS	NaN
MPL--MPL	0.31688581	0.70744247	CIS	NaN
MPL--NBPF4	0.30023393	0.43839261	CIS	NaN
MPL--CCDC24	0.31299597	0.64459294	CIS	NaN
MPL--SLC6A9	0.31299597	0.64459294	CIS	NaN
MPL--ZSWIM5	0.31201027	0.62866672	CIS	NaN
CDC20--PTPRF	0.31299597	0.64459294	CIS	NaN
ELOVL1--PTPRF	0.31299597	0.64459294	CIS	NaN
MED8--SZT2	0.31688581	0.70744247	CIS	NaN
MED8--PTPRF	0.31299597	0.64459294	CIS	NaN
MED8--ST3GAL3	0.31299597	0.64459294	CIS	NaN
MED8--AGBL4	0.31188475	0.62663862	CIS	NaN
MED8--C1orf190	0.31579973	0.68989431	CIS	NaN
MED8--PRAMEF8	0.30981729	0.59323410	CIS	NaN
MED8--HIPK1	0.29531737	0.35895423	CIS	NaN
MED8--KDM4A	0.31299597	0.64459294	CIS	NaN
MED8--CCDC24	0.31299597	0.64459294	CIS	NaN
MED8--SLC6A9	0.31299597	0.64459294	CIS	NaN
SZT2--SZT2	0.31688581	0.70744247	CIS	NaN
SZT2--PTPRF	0.31299597	0.64459294	CIS	NaN
SZT2--KDM4A	0.31299597	0.64459294	CIS	NaN
SZT2--CCDC24	0.31299597	0.64459294	CIS	NaN
SZT2--SLC6A9	0.31299597	0.64459294	CIS	NaN
SZT2--MAST2	0.31579973	0.68989431	CIS	NaN
SZT2--PDE4B	0.30943787	0.58710367	CIS	NaN
SZT2--ERI3	0.31299597	0.64459294	CIS	NaN
SZT2--AGBL4	0.31188475	0.62663862	CIS	NaN
SZT2--LRP8	0.31249996	0.63657875	CIS	NaN
SZT2--IPO13	0.31299597	0.64459294	CIS	NaN
SZT2--PTCH2	0.31201027	0.62866672	CIS	NaN
SZT2--EIF2B3	0.31201027	0.62866672	CIS	NaN
HYI--PTPRF	0.31299597	0.64459294	CIS	NaN
HYI--PTCH2	0.31201027	0.62866672	CIS	NaN
HYI--EIF2B3	0.31201027	0.62866672	CIS	NaN
PTPRF--PRAMEF14	0.30981729	0.59323410	CIS	NaN
PTPRF--PTPRF	0.31299597	0.64459294	CIS	NaN
PTPRF--KIAA0494	0.31403395	0.66136399	CIS	NaN
PTPRF--ST3GAL3	0.31299597	0.64459294	CIS	NaN
PTPRF--ATP6V0B	0.30915387	0.58251491	CIS	NaN
PTPRF--B4GALT2	0.30915387	0.58251491	CIS	NaN
PTPRF--CCDC24	0.30915387	0.58251491	CIS	NaN
PTPRF--SLC6A9	0.30915387	0.58251491	CIS	NaN
PTPRF--ERI3	0.30915387	0.58251491	CIS	NaN
PTPRF--GLIS1	0.30942217	0.58684998	CIS	NaN
PTPRF--KDM4A	0.30915387	0.58251491	CIS	NaN
PTPRF--ZSWIM5	0.30818027	0.56678418	CIS	NaN
PTPRF--SCP2	0.30866395	0.57459909	CIS	NaN
PTPRF--FAM102B	0.30057509	0.44390481	CIS	NaN
PTPRF--MAGI3	0.29169228	0.30038248	CIS	NaN
PTPRF--KANK4	0.31016150	0.59879556	CIS	NaN
PTPRF--KCND3	0.29438873	0.34394981	CIS	NaN
PTPRF--RNF220	0.30818027	0.56678418	CIS	NaN
PTPRF--FAM159A	0.30866395	0.57459909	CIS	NaN
PTPRF--KLF17	0.30915387	0.58251491	CIS	NaN
PTPRF--ARTN	0.30915387	0.58251491	CIS	NaN
PTPRF--BTBD19	0.30818027	0.56678418	CIS	NaN
PTPRF--EIF2B3	0.30818027	0.56678418	CIS	NaN
PTPRF--ZNF697	0.29663180	0.38019182	CIS	NaN
PTPRF--DMAP1	0.30915387	0.58251491	CIS	NaN
PTPRF--IPO13	0.30915387	0.58251491	CIS	NaN
PTPRF--SASS6	0.30548330	0.52320837	CIS	NaN
PTPRF--IPP	0.31192322	0.62726019	CIS	NaN
PTPRF--FAM151A	0.30674836	0.54364839	CIS	NaN
PTPRF--MAST2	0.31192322	0.62726019	CIS	NaN
PTPRF--CMPK1	0.31017911	0.59908008	CIS	NaN
PTPRF--FAF1	0.31115138	0.61478943	CIS	NaN
KDM4A--KDM4A	0.30915387	0.58251491	CIS	NaN
KDM4A--KLF17	0.30915387	0.58251491	CIS	NaN
KDM4A--ST3GAL3	0.30915387	0.58251491	CIS	NaN
KDM4A--ARTN	0.30915387	0.58251491	CIS	NaN
KDM4A--IPO13	0.30915387	0.58251491	CIS	NaN
KDM4A--ERI3	0.30915387	0.58251491	CIS	NaN
KDM4A--NBPF6	0.29654849	0.37884573	CIS	NaN
KDM4A--DAB1	0.31121150	0.61576067	CIS	NaN
KDM4A--CCDC24	0.30915387	0.58251491	CIS	NaN
KDM4A--SLC6A9	0.30915387	0.58251491	CIS	NaN
KDM4A--ZSWIM5	0.30818027	0.56678418	CIS	NaN
KDM4A--FAF1	0.30805629	0.56478098	CIS	NaN
KDM4A--DMAP1	0.30915387	0.58251491	CIS	NaN
KDM4A--VCAM1	0.30278215	0.47956504	CIS	NaN
KDM4A--COL24A1	0.30371445	0.49462856	CIS	NaN
KDM4A--GDAP2	0.29759226	0.39571033	CIS	NaN
KDM4A--IPP	0.31192322	0.62726019	CIS	NaN
KDM4A--KCND3	0.29438873	0.34394981	CIS	NaN
ST3GAL3--ST3GAL3	0.30915387	0.58251491	CIS	NaN
ST3GAL3--RNF220	0.30818027	0.56678418	CIS	NaN
ST3GAL3--IPO13	0.30915387	0.58251491	CIS	NaN
ST3GAL3--ARTN	0.30915387	0.58251491	CIS	NaN
ST3GAL3--ATPAF1	0.31017911	0.59908008	CIS	NaN
ST3GAL3--CCDC24	0.30915387	0.58251491	CIS	NaN
ST3GAL3--SLC6A9	0.30915387	0.58251491	CIS	NaN
ST3GAL3--EIF2B3	0.30818027	0.56678418	CIS	NaN
ST3GAL3--KIF2C	0.30818027	0.56678418	CIS	NaN
ST3GAL3--ATP6V0B	0.30915387	0.58251491	CIS	NaN
ST3GAL3--B4GALT2	0.30915387	0.58251491	CIS	NaN
ST3GAL3--OSBPL9	0.30662032	0.54157954	CIS	NaN
ST3GAL3--ERI3	0.30915387	0.58251491	CIS	NaN
ST3GAL3--FAF1	0.31115138	0.61478943	CIS	NaN
ST3GAL3--ZSWIM5	0.30818027	0.56678418	CIS	NaN
ST3GAL3--GBP5	0.30268321	0.47796636	CIS	NaN
ST3GAL3--KLF17	0.30915387	0.58251491	CIS	NaN
ST3GAL3--DIO1	0.30942217	0.58684998	CIS	NaN
ST3GAL3--MAST2	0.31192322	0.62726019	CIS	NaN
ST3GAL3--SORT1	0.30057509	0.44390481	CIS	NaN
ST3GAL3--DAB1	0.31121150	0.61576067	CIS	NaN
ST3GAL3--ZCCHC11	0.30662032	0.54157954	CIS	NaN
ST3GAL3--PDE4B	0.30563945	0.52573133	CIS	NaN
ST3GAL3--DMAP1	0.30915387	0.58251491	CIS	NaN
ST3GAL3--USP24	0.30674836	0.54364839	CIS	NaN
ST3GAL3--FAM69A	0.29854153	0.41104796	CIS	NaN
ST3GAL3--C8A	0.31284699	0.64218592	CIS	NaN
ST3GAL3--PIK3R3	0.31192322	0.62726019	CIS	NaN
ST3GAL3--IL23R	0.30375169	0.49523021	CIS	NaN
ST3GAL3--NSUN4	0.31192322	0.62726019	CIS	NaN
ST3GAL3--DNASE2B	0.30095409	0.45002845	CIS	NaN
ST3GAL3--JAK1	0.30415832	0.50180028	CIS	NaN
ST3GAL3--GPBP1L1	0.31192322	0.62726019	CIS	NaN
ST3GAL3--LOC388630	0.31114885	0.61474849	CIS	NaN
ST3GAL3--DPH2	0.30915387	0.58251491	CIS	NaN
ST3GAL3--ELAVL4	0.30805629	0.56478098	CIS	NaN
ST3GAL3--INADL	0.31016150	0.59879556	CIS	NaN
ST3GAL3--TESK2	0.30818027	0.56678418	CIS	NaN
ST3GAL3--SCP2	0.30866395	0.57459909	CIS	NaN
ST3GAL3--ACOT11	0.30674836	0.54364839	CIS	NaN
ST3GAL3--LEPR	0.30563945	0.52573133	CIS	NaN
ST3GAL3--LEPR	0.30563945	0.52573133	CIS	NaN
ST3GAL3--MAGOH	0.30866395	0.57459909	CIS	NaN
ST3GAL3--PRDX1	0.30818027	0.56678418	CIS	NaN
ARTN--CCDC24	0.30915387	0.58251491	CIS	NaN
ARTN--SLC6A9	0.30915387	0.58251491	CIS	NaN
ARTN--ACOT11	0.30674836	0.54364839	CIS	NaN
ARTN--MAST2	0.31192322	0.62726019	CIS	NaN
ARTN--RNF220	0.30915387	0.58251491	CIS	NaN
ARTN--ERI3	0.30915387	0.58251491	CIS	NaN
ARTN--ARTN	0.30915387	0.58251491	CIS	NaN
ARTN--KLF17	0.30915387	0.58251491	CIS	NaN
ARTN--DPH2	0.30915387	0.58251491	CIS	NaN
ARTN--IPO13	0.30915387	0.58251491	CIS	NaN
ARTN--LEPR	0.30563945	0.52573133	CIS	NaN
ARTN--LEPR	0.30563945	0.52573133	CIS	NaN
ARTN--MAGOH	0.30866395	0.57459909	CIS	NaN
ARTN--FAF1	0.30805629	0.56478098	CIS	NaN
ARTN--PRDX1	0.30818027	0.56678418	CIS	NaN
IPO13--IPO13	0.30915387	0.58251491	CIS	NaN
IPO13--DPH2	0.30915387	0.58251491	CIS	NaN
IPO13--EIF2B3	0.30818027	0.56678418	CIS	NaN
IPO13--BTBD19	0.30818027	0.56678418	CIS	NaN
IPO13--PTCH2	0.30818027	0.56678418	CIS	NaN
IPO13--ZCCHC11	0.30662032	0.54157954	CIS	NaN
IPO13--CCDC24	0.30915387	0.58251491	CIS	NaN
IPO13--SLC6A9	0.30915387	0.58251491	CIS	NaN
IPO13--KLF17	0.30915387	0.58251491	CIS	NaN
IPO13--SYPL2	0.29602416	0.37037396	CIS	NaN
IPO13--ATP6V0B	0.30915387	0.58251491	CIS	NaN
